gratis 	 adjective 	 charge 	 free, without charge
atávico 	 adjective 	 ancestral 	 ancestral
atávico 	 adjective 	 age-old 	 age-old
aureolar 	 verb 	 halo 	 to halo
inosinato 	 noun 	 inosinate 	 inosinate
avéstico 	 noun 	 Avestan 	 Avestan
azarar 	 verb 	 alarm 	 to alarm, to frighten
azarar 	 verb 	 frighten 	 to alarm, to frighten
azarar 	 verb 	 go red 	 to blush; go red
azarar 	 verb 	 blush 	 to blush; go red
propionato 	 noun 	 propionate 	 propionate
serialmente 	 adverb 	 serially 	 serially
subadulto 	 noun 	 subadult 	 subadult
cachero 	 adjective 	 lewd 	 lascivious, lewd, wanton
cachero 	 adjective 	 wanton 	 lascivious, lewd, wanton
cachero 	 adjective 	 lascivious 	 lascivious, lewd, wanton
cachero 	 adjective 	 fucking 	 fucking, copulating
cachero 	 adjective 	 copulating 	 fucking, copulating
cachero 	 noun 	 lewd 	 lascivious, lewd, wanton person
cachero 	 noun 	 wanton 	 lascivious, lewd, wanton person
cachero 	 noun 	 lascivious 	 lascivious, lewd, wanton person
cachero 	 noun 	 fucker 	 fucker, copulator
cachero 	 noun 	 copulator 	 fucker, copulator
montarla 	 verb 	 kick up a fuss 	 to kick up a fuss
bálano 	 noun 	 glans 	 glans
bolada 	 noun 	 ball 	 strike of, or with, a ball
bolada 	 noun 	 lucky break 	 lucky break
bolada 	 noun 	 opportune 	 opportune moment
bolada 	 noun 	 lie 	 fib; lie
bolada 	 noun 	 fib 	 fib; lie
bracelete 	 noun 	 bracelet 	 bracelet
cabrita 	 noun 	 popcorn 	 popcorn
gayola 	 noun 	 cage 	 cage
gayola 	 noun 	 clink 	 clink
gayola 	 noun 	 wank 	 handjob, wank
gayola 	 noun 	 handjob 	 handjob, wank
álgebra abstracta 	 noun 	 abstract algebra 	 abstract algebra
calculista 	 noun 	 computer 	 computer; human computer
calculista 	 noun 	 human computer 	 computer; human computer
galano 	 adjective 	 elegant 	 smart; elegant; prim
galano 	 adjective 	 smart 	 smart; elegant; prim
galano 	 adjective 	 prim 	 smart; elegant; prim
descarnado 	 adjective 	 brutal 	 brutal; harsh
descarnado 	 adjective 	 harsh 	 brutal; harsh
puntillista 	 adjective 	 pointillistic 	 pointillistic
candil 	 noun 	 lamp 	 lamp
capacho 	 noun 	 basket 	 wicker basket
capacho 	 noun 	 wicker 	 wicker basket
capacho 	 noun 	 baby carriage 	 wicker baby carriage
capacho 	 noun 	 wicker 	 wicker baby carriage
capcioso 	 adjective 	 loaded 	 loaded, misleading, tricky, deceptive
capcioso 	 adjective 	 tricky 	 loaded, misleading, tricky, deceptive
capcioso 	 adjective 	 deceptive 	 loaded, misleading, tricky, deceptive
capcioso 	 adjective 	 misleading 	 loaded, misleading, tricky, deceptive
capotar 	 verb 	 nose 	 to nose
cara a cara 	 noun 	 head-to-head 	 head-to-head
carbúnculo 	 noun 	 carbuncle 	 carbuncle
cariátide 	 noun 	 caryatid 	 caryatid
carro fúnebre 	 noun 	 hearse 	 hearse
cartola 	 noun 	 dropside 	 dropside
casamata 	 noun 	 casemate 	 casemate
centímetro cúbico 	 noun 	 cubic centimeter 	 cubic centimetre; cubic centimeter US
centímetro cúbico 	 noun 	 cubic centimetre 	 cubic centimetre; cubic centimeter US
cerca de 	 adverb 	 around 	 close to, about, nearly, approximately, around
cerca de 	 adverb 	 close to 	 close to, about, nearly, approximately, around
cerca de 	 adverb 	 nearly 	 close to, about, nearly, approximately, around
chalota 	 noun 	 shallot 	 shallot
cheroqui 	 noun 	 Cherokee 	 Cherokee
cheroqui 	 noun 	 Cherokee 	 Cherokee
cheroqui 	 adjective 	 Cherokee 	 Cherokee
cientista político 	 noun 	 political scientist 	 political scientist
citosólico 	 adjective 	 cytosolic 	 cytosolic
colonizador 	 noun 	 colonist 	 colonist
compilador 	 adjective 	 compiling 	 compiling
computador portátil 	 noun 	 laptop 	 notebook , laptop
computador portátil 	 noun 	 notebook 	 notebook , laptop
conectivo 	 adjective 	 connecting 	 connecting
conectivo 	 noun 	 connective 	 connective
confraternizar 	 verb 	 fraternise 	 to fraternise
confraternizar 	 verb 	 consort 	 to consort
conjuntista 	 adjective 	 set-theoretic 	 set-theoretic
contravariante 	 adjective 	 contravariant 	 contravariant
interdiocesano 	 adjective 	 interdiocesan 	 interdiocesan / inter-diocesan
interdiocesano 	 adjective 	 inter-diocesan 	 interdiocesan / inter-diocesan
microcistina 	 noun 	 microcystin 	 microcystin
cotonete 	 noun 	 cotton swab 	 cotton swab
criptorquidia 	 noun 	 cryptorchidism 	 cryptorchidism
ortostato 	 noun 	 orthostat 	 orthostat
postmodernista 	 adjective 	 postmodernist 	 postmodernist
postmodernista 	 noun 	 postmodernist 	 postmodernist
semiclandestino 	 adjective 	 clandestine 	 Somewhat clandestine
embromar 	 verb 	 joke 	 to joke
embromar 	 verb 	 laugh at 	 to laugh at someone
embromar 	 verb 	 tease 	 to tease
embromar 	 verb 	 annoy 	 to annoy
embromar 	 verb 	 distract 	 to entertain, distract
embromar 	 verb 	 entertain 	 to entertain, distract
embromar 	 verb 	 harm 	 to harm someone
empalidecer 	 verb 	 pale 	 to become pale
rastafari 	 adjective 	 Rastafarian 	 Rastafarian
rastafari 	 noun 	 Rastafarian 	 Rastafarian
energizar 	 verb 	 energize 	 To energize
ecozona 	 noun 	 ecozone 	 ecozone
lamarckiano 	 adjective 	 Lamarckian 	 Lamarckian
megadiverso 	 adjective 	 megadiverse 	 megadiverse
amorrita 	 adjective 	 Amorite 	 Amorite
amorrita 	 noun 	 Amorite 	 Amorite
epigenético 	 adjective 	 epigenetic 	 epigenetic
glucano 	 noun 	 glucan 	 glucan
escolarizar 	 verb 	 school 	 to send to school
escudo humano 	 noun 	 human shield 	 human shield
esfigmomanómetro 	 noun 	 sphygmomanometer 	 sphygmomanometer
esmerar 	 verb 	 clean 	 to clean
esmerar 	 verb 	 hone 	 to hone, to painstakingly do something
espectrofotómetro 	 noun 	 spectrophotometer 	 spectrophotometer
especioso 	 adjective 	 pretty 	 pretty
especioso 	 adjective 	 specious 	 specious
espiritualista 	 adjective 	 spiritualist 	 spiritualist
espiritualista 	 noun 	 spiritualist 	 spiritualist
estridente 	 adjective 	 loud 	 strident, shrill; loud
estridente 	 adjective 	 shrill 	 strident, shrill; loud
estridente 	 adjective 	 loud 	 loud, flashy
estridente 	 adjective 	 flashy 	 loud, flashy
estupa 	 noun 	 stupa 	 stupa
etiopatogenia 	 noun 	 etiopathogenesis 	 etiopathogenesis
etiópico 	 adjective 	 Ethiopian 	 Ethiopian
exilar 	 verb 	 exile 	 to exile
expectorante 	 noun 	 expectorant 	 expectorant
experienciar 	 verb 	 experience 	 to experience
explanar 	 verb 	 level 	 to flatten; level
explanar 	 verb 	 flatten 	 to flatten; level
citotrofoblasto 	 noun 	 cytotrophoblast 	 cytotrophoblast
clatrina 	 noun 	 clathrin 	 clathrin
farpa 	 noun 	 tail 	 A sharp point left where cloth has been cut away on the edge of a flag, curtain, etc.; fringe, tail
farpa 	 noun 	 fringe 	 A sharp point left where cloth has been cut away on the edge of a flag, curtain, etc.; fringe, tail
rácano 	 adjective 	 stingy 	 tight, stingy, tight-fisted
rácano 	 adjective 	 tight-fisted 	 tight, stingy, tight-fisted
rácano 	 adjective 	 tight 	 tight, stingy, tight-fisted
latin lover 	 noun 	 lady's man 	 Don Juan, playboy, lady's man
latin lover 	 noun 	 Don Juan 	 Don Juan, playboy, lady's man
latin lover 	 noun 	 playboy 	 Don Juan, playboy, lady's man
fisgar 	 verb 	 snoop 	 to snoop
fisgar 	 verb 	 harpoon 	 to harpoon
fonológico 	 adjective 	 phonological 	 phonological
forma de vida 	 noun 	 way of life 	 lifestyle, way of life
floridiano 	 adjective 	 Floridian 	 Floridian
floridiano 	 noun 	 Floridian 	 Floridian
dendrita 	 noun 	 dendrite 	 dendrite
dinamina 	 noun 	 dynamin 	 dynamin
fúlgido 	 adjective 	 shiny 	 shining; shiny
fúlgido 	 adjective 	 shining 	 shining; shiny
ganancioso 	 adjective 	 profitable 	 profitable
ganancioso 	 adjective 	 winning 	 winning
credencia 	 noun 	 credence table 	 credence table
endosimbionte 	 noun 	 endosymbiont 	 endosymbiont
epiploico 	 adjective 	 epiploic 	 epiploic
eritrocitario 	 adjective 	 erythrocytic 	 erythrocytic
gelsolina 	 noun 	 gelsolin 	 gelsolin
ginoide 	 adjective 	 gynoid 	 gynoid
ginoide 	 noun 	 gynoid 	 gynoid
gogó 	 noun 	 go-go dancer 	 go-go dancer
charrán 	 noun 	 tern 	 tern
intermembrana 	 adjective 	 intermembrane 	 intermembrane
macrociclo 	 noun 	 macrocycle 	 macrocycle
graciosamente 	 adverb 	 wittily 	 funnily, wittily
graciosamente 	 adverb 	 elegantly 	 gracefully, elegantly
microfibrilla 	 noun 	 microfibril 	 microfibril
gramado 	 noun 	 pitch 	 pitch; field
gramado 	 noun 	 field 	 pitch; field
miofilamento 	 noun 	 myofilament 	 myofilament
opistoconto 	 noun 	 opisthokont 	 opisthokont
patulina 	 noun 	 patulin 	 patulin
procariota 	 noun 	 prokaryote 	 prokaryote
pseudobulbo 	 noun 	 pseudobulb 	 pseudobulb
kínder 	 noun 	 kindergarten 	 kindergarten
nietzscheano 	 adjective 	 Nietzschean 	 Nietzschean
nietzscheano 	 noun 	 Nietzschean 	 Nietzschean
balconing 	 noun 	 English 	 balconing
balconismo 	 noun 	 balconing 	 balconing
intramontano 	 adjective 	 mountain 	 within a group of mountains
intramontano 	 adjective 	 within 	 within a group of mountains
ortofoto 	 noun 	 orthophoto 	 orthophoto
aña 	 noun 	 babysitter 	 carer; babysitter
aña 	 noun 	 carer 	 carer; babysitter
milibar 	 noun 	 millibar 	 millibar
chitón 	 interjection 	 mum's the word 	 shh, mum's the word
chitón 	 interjection 	 shh 	 shh, mum's the word
donatista 	 noun 	 Donatist 	 Donatist
fulani 	 adjective 	 Fula 	 Fula
fulani 	 noun 	 Fula 	 Fula
lessepsiano 	 adjective 	 Lessepsian 	 Lessepsian
canónigo 	 noun 	 canon 	 canon
canónigo 	 noun 	 corn salad 	 corn salad
mandinka 	 adjective 	 Mandinga 	 Mandinga
mandinka 	 noun 	 Mandinga 	 Mandinga
ídem 	 adverb 	 same 	 In the same way
ídem 	 adverb 	 way 	 In the same way
ídem 	 interjection 	 sentiment 	 Indicates the speaker agrees with a recently expressed sentiment; "Ditto&quot
ídem 	 interjection 	 ditto 	 Indicates the speaker agrees with a recently expressed sentiment; "Ditto&quot
habitáculo 	 noun 	 interior 	 interior, passenger compartment
habitáculo 	 noun 	 living 	 living space, habitacle
habitáculo 	 noun 	 space 	 living space, habitacle
habitáculo 	 noun 	 habitacle 	 living space, habitacle
hematólogo 	 noun 	 haematologist 	 haematologist
hagiografía 	 noun 	 hagiography 	 hagiography
salabre 	 noun 	 net 	 net
espeque 	 noun 	 handspike 	 handspike
haplogrupo 	 noun 	 haplogroup 	 haplogroup
haploidía 	 noun 	 haploidy 	 haploidy
bomba h 	 noun 	 H-bomb 	 H-bomb
pulsómetro 	 noun 	 heart rate monitor 	 heart rate monitor
onda de calor 	 noun 	 heatwave 	 heatwave
metal pesado 	 noun 	 heavy metal 	 heavy metal
heliómetro 	 noun 	 heliometer 	 heliometer
helénico 	 adjective 	 Hellenic 	 Hellenic
helenístico 	 adjective 	 Hellenistic 	 Hellenistic
hematológico 	 adjective 	 hematologic 	 hematologic
hemodinámica 	 noun 	 hemodynamics 	 hemodynamics
megáfono 	 noun 	 bullhorn 	 megaphone, loudhailer, bullhorn
megáfono 	 noun 	 loudhailer 	 megaphone, loudhailer, bullhorn
megáfono 	 noun 	 megaphone 	 megaphone, loudhailer, bullhorn
antinutritivo 	 adjective 	 antinutritive 	 antinutritive
geoespacial 	 adjective 	 geospatial 	 geospatial
multiétnico 	 adjective 	 multiethnic 	 multiethnic
almud 	 noun 	 almude 	 almude, a unit of volume
unitarista 	 adjective 	 Unitarian 	 Unitarian
indeformable 	 adjective 	 undeformable 	 undeformable
respondón 	 adjective 	 gobby 	 lippy, gobby
respondón 	 adjective 	 lippy 	 lippy, gobby
segmentario 	 adjective 	 segmental 	 segmental
intermontano 	 adjective 	 intermountain 	 intermountain
marginalista 	 adjective 	 marginalistic 	 marginalistic
marginalista 	 noun 	 marginalist 	 marginalist
transnistriano 	 adjective 	 Transnistrian 	 Transnistrian
teipe 	 noun 	 tape 	 tape; masking tape
teipe 	 noun 	 masking tape 	 tape; masking tape
documentalmente 	 adverb 	 document 	 using documents
septuagenario 	 noun 	 septuagenarian 	 septuagenarian
ornitofobia 	 noun 	 ornithophobia 	 ornithophobia
beisbolista 	 noun 	 baseballer 	 baseball player, baseballer
beisbolista 	 noun 	 baseball player 	 baseball player, baseballer
balonvolea 	 noun 	 volleyball 	 volleyball
voleibolista 	 noun 	 volleyball player 	 volleyball player, volleyballer
voleibolista 	 noun 	 volleyballer 	 volleyball player, volleyballer
autofoto 	 noun 	 selfie 	 selfie
taima 	 noun 	 wit 	 quick wit; craftiness
taima 	 noun 	 quick 	 quick wit; craftiness
taima 	 noun 	 craftiness 	 quick wit; craftiness
canoísta 	 noun 	 canoeist 	 canoer, canoeist
canoísta 	 noun 	 canoer 	 canoer, canoeist
rosillo 	 adjective 	 red 	 light red
rosillo 	 adjective 	 roan 	 roan
rosillo 	 noun 	 horse 	 roan, a horse having a coat that is typically bay, chestnut, or black mixed with white
rosillo 	 noun 	 roan 	 roan, a horse having a coat that is typically bay, chestnut, or black mixed with white
morral 	 noun 	 backpack 	 backpack or knapsack
morral 	 noun 	 knapsack 	 backpack or knapsack
apirexia 	 noun 	 apyrexia 	 apyrexia
cámara de vídeo 	 noun 	 video camera 	 video camera
cámara de video 	 noun 	 video camera 	 video camera
cámara web 	 noun 	 webcam 	 webcam
bronceador 	 noun 	 suntan lotion 	 suntan lotion
bronceador 	 adjective 	 tanning 	 tanning
teodolito 	 noun 	 theodolite 	 theodolite
tabléfono 	 noun 	 phablet 	 phablet
pepito 	 noun 	 sandwich 	 A small sandwich with meat
joyo 	 noun 	 darnel 	 darnel
anticastrista 	 adjective 	 anti- 	 anti-Castro
anticastrista 	 adjective 	 Castro 	 anti-Castro
paleoindio 	 adjective 	 Paleoindian 	 Paleoindian
clarividente 	 noun 	 seer 	 fortuneteller, clairvoyant, seer
clarividente 	 noun 	 fortuneteller 	 fortuneteller, clairvoyant, seer
clarividente 	 noun 	 clairvoyant 	 fortuneteller, clairvoyant, seer
videncia 	 noun 	 clairvoyance 	 clairvoyance
boletín de noticias 	 noun 	 newsletter 	 newsletter
boletín informativo 	 noun 	 newsletter 	 newsletter
podólogo 	 noun 	 podiatrist 	 podiatrist
comedia de situación 	 noun 	 situation comedy 	 sitcom, situation comedy
comedia de situación 	 noun 	 sitcom 	 sitcom, situation comedy
profiláctico 	 adjective 	 prophylactic 	 prophylactic
profiláctico 	 noun 	 condom 	 condom
profiláctico 	 noun 	 prophylactic 	 prophylactic
heterocíclico 	 adjective 	 heterocyclic 	 heterocyclic
heurístico 	 adjective 	 heuristic 	 heuristic
higroscópico 	 adjective 	 hygroscopic 	 hygroscopic
hispanismo 	 noun 	 Hispanism 	 Hispanicism, Hispanism, Castilianism
hispanismo 	 noun 	 Castilianism 	 Hispanicism, Hispanism, Castilianism
hispanismo 	 noun 	 Hispanicism 	 Hispanicism, Hispanism, Castilianism
historiógrafo 	 noun 	 historiographer 	 historiographer
hipertrofiar 	 verb 	 hypertrophy 	 to hypertrophy
laburo 	 noun 	 work 	 work
laburo 	 noun 	 hard 	 hard or tiring task
laburo 	 noun 	 tiring 	 hard or tiring task
laburo 	 noun 	 task 	 hard or tiring task
homógrafo 	 adjective 	 homographic 	 homographic
homógrafo 	 noun 	 homograph 	 homograph
idiopático 	 adjective 	 idiopathic 	 idiopathic
hmong 	 adjective 	 Hmong 	 Hmong
hmong 	 noun 	 Hmong 	 Hmong
imperfectivo 	 noun 	 imperfective 	 imperfective
imbuir 	 verb 	 imbue 	 to imbue
iludir 	 verb 	 deceive 	 to deceive
iludir 	 verb 	 ridicule 	 to mock, ridicule
iludir 	 verb 	 mock 	 to mock, ridicule
ordenador portátil 	 noun 	 laptop 	 notebook , laptop
ordenador portátil 	 noun 	 notebook 	 notebook , laptop
computadora portátil 	 noun 	 laptop 	 notebook , laptop
computadora portátil 	 noun 	 notebook 	 notebook , laptop
inacabado 	 adjective 	 unfinished 	 unfinished
inapto 	 adjective 	 inept 	 inept
casquete 	 noun 	 hood 	 hood
casquete 	 noun 	 bowl 	 bowl
casquete 	 noun 	 rug 	 hairpiece, rug
casquete 	 noun 	 hairpiece 	 hairpiece, rug
casquete 	 noun 	 helmet 	 helmet
casquete 	 noun 	 polar ice 	 polar ice, polar icecap
casquete 	 noun 	 polar icecap 	 polar ice, polar icecap
casquete 	 noun 	 plaster 	 poultice, plaster, cataplas
casquete 	 noun 	 cataplas 	 poultice, plaster, cataplas
casquete 	 noun 	 poultice 	 poultice, plaster, cataplas
casquete 	 noun 	 sexual intercourse 	 sexual intercourse
casquete 	 noun 	 axe 	 axe
balonvoleísta 	 noun 	 volleyballer 	 volleyballer
medios sociales 	 noun 	 social media 	 social media
anarcocomunismo 	 noun 	 anarcho-communism 	 anarcho-communism
anarcocomunista 	 noun 	 anarcho-communist 	 anarcho-communist
estalinista 	 adjective 	 Stalinist 	 Stalinist
estalinista 	 noun 	 Stalinist 	 Stalinist
gagá 	 adjective 	 gaga 	 gaga
acervar 	 verb 	 pile up 	 to pile up
guinchar 	 verb 	 pierce 	 to pierce; prick
guinchar 	 verb 	 prick 	 to pierce; prick
gálata 	 adjective 	 Galatian 	 Galatian
gálata 	 noun 	 Galatian 	 Galatian
skúa 	 noun 	 great skua 	 great skua, Stercorarius skua/Catharacta skua
skúa 	 noun 	 Catharacta skua 	 great skua, Stercorarius skua/Catharacta skua
skúa 	 noun 	 Stercorarius skua 	 great skua, Stercorarius skua/Catharacta skua
tiquitaca 	 noun 	 tiki-taka 	 tiki-taka
hemíptero 	 noun 	 hemipter 	 hemipter, hemipteran
hemíptero 	 noun 	 hemipteran 	 hemipter, hemipteran
instanciar 	 verb 	 instantiate 	 to instantiate
antitauromaquia 	 noun 	 antitauromachy 	 antitauromachy, antibullfighting
antitauromaquia 	 noun 	 antibullfighting 	 antitauromachy, antibullfighting
antitaurino 	 adjective 	 antitaurine 	 antitaurine
interpretador 	 noun 	 translator 	 translator
lindeza 	 noun 	 prettiness 	 prettiness
lindeza 	 noun 	 decentness 	 niceness; decentness
lindeza 	 noun 	 niceness 	 niceness; decentness
desbrozadora 	 noun 	 string trimmer 	 string trimmer
motocultor 	 noun 	 two-wheel tractor 	 two-wheel tractor
kibutz 	 noun 	 kibbutz 	 kibbutz
1.ª 	 adjective 	 1st 	 primera 1st
lansquenete 	 noun 	 lansquenet 	 lansquenet
lazareto 	 noun 	 lazaretto 	 lazaretto
guanche 	 noun 	 Guanche 	 Guanche
ristra 	 noun 	 string 	 string
ristra 	 noun 	 ristraEnglish 	 ristra
prolegómeno 	 noun 	 prologue 	 prologue
chochín 	 noun 	 wren 	 wren
búcaro 	 noun 	 clay 	 clay
búcaro 	 noun 	 jug 	 clay jug or vase
búcaro 	 noun 	 vase 	 clay jug or vase
búcaro 	 noun 	 clay 	 clay jug or vase
mangla 	 noun 	 stain 	 stain
líbero 	 noun 	 sweeper 	 sweeper
líbero 	 noun 	 libero 	 libero
macaense 	 adjective 	 Macanese 	 Macanese
macaense 	 noun 	 Macanese 	 Macanese
macal 	 noun 	 malanga 	 malanga, Xanthosoma
macal 	 noun 	 Xanthosoma 	 malanga, Xanthosoma
cummingtonita 	 noun 	 cummingtoniteEnglish 	 Cummingtonite
medios de comunicación de masas 	 noun 	 mass media 	 mass media
medios de comunicación 	 noun 	 media 	 media
maoísta 	 adjective 	 Maoist 	 Maoist
maoísta 	 noun 	 Maoist 	 Maoist
masturbador 	 adjective 	 masturbating 	 masturbating
metro cúbico 	 noun 	 cubic meter 	 cubic metre; cubic meter US
metro cúbico 	 noun 	 cubic metre 	 cubic metre; cubic meter US
microsegundo 	 noun 	 microsecond 	 microsecond
micénico 	 adjective 	 Mycenaean 	 Mycenaean
mesada 	 noun 	 severance pay 	 Severance pay owed to an employee not terminated for cause
mesada 	 noun 	 for cause 	 Severance pay owed to an employee not terminated for cause
pucho 	 noun 	 cigarette 	 cigarette
pucho 	 noun 	 butt 	 butt
mioceno 	 adjective 	 Miocene 	 Miocene
molinete 	 noun 	 pinwheel 	 pinwheel
molinete 	 noun 	 windlass 	 windlass
molinete 	 noun 	 turnstile 	 turnstile
mongólico 	 adjective 	 Mongolic 	 Mongolic
mongólico 	 adjective 	 moronic 	 moronic
