gratis 	 adverb 	 free 	 gratis, free
anarco-sindacalismo 	 noun 	 anarcho- 	 anarcho-syndicalism
anarco-sindacalismo 	 noun 	 syndicalism 	 anarcho-syndicalism
andana 	 noun 	 pathway 	 pathway
andana 	 noun 	 windrow 	 windrow
androcentrico 	 adjective 	 androcentric 	 androcentric
aneroide 	 adjective 	 aneroid 	 aneroid
aneroide 	 noun 	 aneroid barometer 	 aneroid barometer
anestesiologo 	 noun 	 anesthesiologist 	 anaesthesiologist / anesthesiologist
anestesiologo 	 noun 	 anaesthesiologist 	 anaesthesiologist / anesthesiologist
angiosarcoma 	 noun 	 English 	 angiosarcoma
anglico 	 adjective 	 Anglian 	 Anglian
anglismo 	 noun 	 Anglicism 	 anglicism, Anglicism
anglismo 	 noun 	 anglicism 	 anglicism, Anglicism
anglonormanno 	 adjective 	 Norman 	 Anglo-Norman
anglonormanno 	 adjective 	 Anglo- 	 Anglo-Norman
animella 	 noun 	 sweetbread 	 sweetbread
animella 	 noun 	 moving part 	 The main moving part of a valve
animella 	 noun 	 valve 	 The main moving part of a valve
animella 	 noun 	 mill 	 A levigated button prior to being milled
animella 	 noun 	 button 	 A levigated button prior to being milled
animella 	 noun 	 levigated 	 A levigated button prior to being milled
anodico 	 adjective 	 anodic 	 anodic
anofele 	 noun 	 anopheles 	 anopheles
anomalistico 	 adjective 	 anomalistic 	 anomalistic
anomico 	 adjective 	 anomic 	 anomic
anona 	 noun 	 custard apple 	 custard apple
anorgasmico 	 adjective 	 anorgasmic 	 anorgasmic
anserino 	 adjective 	 anserine 	 anserine
anserino 	 adjective 	 goose 	 goose
antalgico 	 adjective 	 analgesic 	 analgesic
antalgico 	 noun 	 analgesic 	 analgesic
antalgico 	 noun 	 painkiller 	 painkiller
antiartritico 	 adjective 	 antiarthritic 	 antiarthritic
antiartritico 	 noun 	 antiarthritic 	 antiarthritic
antiautoritario 	 adjective 	 antiauthoritarian 	 antiauthoritarian
xero 	 noun 	 genus 	 The Xerus taxonomic genus
xero 	 noun 	 taxonomic 	 The Xerus taxonomic genus
xero 	 noun 	 Xerus 	 The Xerus taxonomic genus
xero 	 noun 	 Xerus 	 Any member of the Xerus taxonomic genus
antibalistico 	 adjective 	 antiballistic 	 antiballistic
anticarie 	 adjective 	 anticavity 	 anticavity
anticatodo 	 noun 	 anticathode 	 anticathode
anticlinale 	 adjective 	 anticlinal 	 anticlinal
anticlinale 	 noun 	 anticline 	 anticline
anticolerica 	 noun 	 vaccination 	 cholera vaccination
anticolerica 	 noun 	 cholera 	 cholera vaccination
anticolerico 	 adjective 	 anticholera 	 anticholera
colerico 	 adjective 	 cholera 	 cholera
antidata 	 noun 	 antedate 	 antedate
antideflagrante 	 adjective 	 explosion-proof 	 explosion-proof
antidetonante 	 adjective 	 antiknock 	 antiknock
antidetonante 	 noun 	 antiknock 	 antiknock agent
antidifterico 	 adjective 	 diphtheria 	 anti-diphtheria
antidifterico 	 adjective 	 anti- 	 anti-diphtheria
difterico 	 adjective 	 diphtheria 	 diphtheric; diphtheria
difterico 	 adjective 	 diphtheric 	 diphtheric; diphtheria
antidogmatico 	 adjective 	 antidogmatic 	 antidogmatic
antieuropeista 	 noun 	 Europeanist 	 anti-European, anti-Europeanist
antieuropeista 	 noun 	 anti-European 	 anti-European, anti-Europeanist
anti-fading 	 noun 	 antifading 	 antifading
antifonario 	 noun 	 antiphonary 	 antiphonary
antifrasi 	 noun 	 antiphrasis 	 antiphrasis
antifrastico 	 adjective 	 antiphrastic 	 antiphrastic
antileucemico 	 adjective 	 antileukaemic 	 antileukemic / antileukaemic
antileucemico 	 adjective 	 antileukemic 	 antileukemic / antileukaemic
antimagnetico 	 adjective 	 antimagnetic 	 antimagnetic
antimalarico 	 adjective 	 antimalarial 	 antimalarial
antimalarico 	 noun 	 antimalarial 	 antimalarial
cedrato 	 adjective 	 flavoured 	 citron-flavoured, citron
cedrato 	 adjective 	 citron 	 citron-flavoured, citron
antiofidico 	 adjective 	 snake 	 anti-snake bite
antiofidico 	 adjective 	 bite 	 anti-snake bite
antiofidico 	 adjective 	 anti- 	 anti-snake bite
antiofidico 	 noun 	 serum 	 snake-bite serum; antivenin
antiofidico 	 noun 	 antivenin 	 snake-bite serum; antivenin
antipapa 	 noun 	 antipope 	 antipope
antiperistaltico 	 adjective 	 antiperistaltic 	 antiperistaltic
antiradar 	 adjective 	 English 	 antiradar
antisepsi 	 noun 	 antisepsis 	 antisepsis
antistrofe 	 noun 	 antistrophe 	 antistrophe
antitecnologico 	 adjective 	 antitechnological 	 antitechnological
antitermico 	 noun 	 antipyretic 	 antipyretic, febrifuge
antitermico 	 noun 	 febrifuge 	 antipyretic, febrifuge
antracosi 	 noun 	 anthracosis 	 anthracosis
antroposofico 	 adjective 	 anthroposophic 	 anthroposophic
anturio 	 noun 	 anthurium 	 anthurium
oolitico 	 adjective 	 oolithic 	 oolithic
orografia 	 noun 	 orography 	 orography
appiè di 	 adverb 	 foot 	 At the foot of
appiè di 	 adverb 	 bottom 	 At the bottom of
aortite 	 noun 	 aortitis 	 aortitis
apiretico 	 adjective 	 afebrile 	 apyretic, afebrile
apiretico 	 adjective 	 apyretic 	 apyretic, afebrile
aplanatico 	 adjective 	 aplanatic 	 aplanatic
obolo 	 noun 	 offering 	 small offering
obolo 	 noun 	 obolus 	 obolus, obol
obolo 	 noun 	 obol 	 obolus, obol
numismatica 	 noun 	 numismatics 	 numismatics
numismatico 	 adjective 	 numismatic 	 numismatic
ortocentro 	 noun 	 orthocenter 	 orthocentre / orthocenter
ortocentro 	 noun 	 orthocentre 	 orthocentre / orthocenter
hydrospeed 	 noun 	 riverboarding 	 riverboarding
apriorista 	 noun 	 apriorist 	 apriorist
aptero 	 adjective 	 wingless 	 apterous, wingless
aptero 	 adjective 	 apterous 	 apterous, wingless
aptero 	 adjective 	 apteral 	 apteral
aquagym 	 noun 	 aquaerobics 	 aquaerobics
osteologo 	 noun 	 osteologist 	 osteologist
otolite 	 noun 	 otolith 	 otolith
ovoide 	 adjective 	 ovoid 	 ovoid
ovoide 	 noun 	 ovoid 	 ovoid
arabista 	 noun 	 Arabist 	 Arabist
aracnoide 	 noun 	 arachnoid 	 arachnoid
arborescente 	 adjective 	 arborescent 	 arborescent
paleobotanica 	 noun 	 paleobotany 	 paleobotany
paleografia 	 noun 	 paleography 	 paleography
paleomagnetismo 	 noun 	 paleomagnetism 	 paleomagnetism
palina 	 noun 	 ranging 	 ranging rod or pole
palina 	 noun 	 rod 	 ranging rod or pole
palina 	 noun 	 pole 	 ranging rod or pole
palina 	 noun 	 signpost 	 signpost
arcaista 	 noun 	 archaist 	 archaist
archeggio 	 noun 	 bowing 	 bowing
archiepiscopale 	 adjective 	 archbishop 	 archiepiscopal; archbishop
archiepiscopale 	 adjective 	 archiepiscopal 	 archiepiscopal; archbishop
panama 	 noun 	 Panama hat 	 Panama hat
panama 	 noun 	 basketweave 	 basketweave
panarabismo 	 noun 	 pan-Arabism 	 pan-Arabism
pania 	 noun 	 birdlime 	 birdlime
pania 	 noun 	 snare 	 lure, snare
pania 	 noun 	 lure 	 lure, snare
panoplia 	 noun 	 hoplite 	 A hoplite's armour
panoplia 	 noun 	 armour 	 A hoplite's armour
panoplia 	 noun 	 trophy 	 A collection of weapons, or of various parts of an armour, displayed as a trophy
panoplia 	 noun 	 collection 	 A collection of weapons, or of various parts of an armour, displayed as a trophy
panoplia 	 noun 	 weapons 	 A collection of weapons, or of various parts of an armour, displayed as a trophy
pantagruelico 	 adjective 	 pantagruelian 	 pantagruelian
pantagruelico 	 adjective 	 enormous 	 enormous
pantegana 	 noun 	 sewer 	 sewer rat
pantegana 	 noun 	 rat 	 sewer rat
pantomimo 	 noun 	 mime 	 mime
argentifero 	 adjective 	 argentiferous 	 argentiferous
argivo 	 adjective 	 Argive 	 Argive
argivo 	 noun 	 Argive 	 Argive
argonauta 	 noun 	 Argonaut 	 Argonaut
argonauta 	 noun 	 argonaut 	 argonaut
armigero 	 noun 	 armiger 	 armiger
armigero 	 noun 	 bodyguard 	 bodyguard
armilla 	 noun 	 English 	 armilla
armilla 	 noun 	 armil 	 armil
simil legno 	 noun 	 wood 	 imitation wood
simil legno 	 noun 	 imitation 	 imitation wood
simil-legno 	 noun 	 wood 	 imitation wood
simil-legno 	 noun 	 imitation 	 imitation wood
fola 	 noun 	 fairy tale 	 fairy tale
fola 	 noun 	 fib 	 fib
paracleto 	 noun 	 paraclete 	 Paraclete / paraclete
paracleto 	 noun 	 Paraclete 	 Paraclete / paraclete
paracleto 	 noun 	 Holy Spirit 	 Holy Spirit
parafa 	 noun 	 paraph 	 paraph
parafa 	 noun 	 initials 	 initials
parafernalia 	 noun 	 paraphernalia 	 paraphernalia
parafernalia 	 noun 	 gear 	 gear
paragogico 	 adjective 	 paragogic 	 paragogic
paralinguistica 	 noun 	 paralinguistics 	 paralinguistics
paramnesia 	 noun 	 English 	 paramnesia
paraselene 	 noun 	 English 	 paraselene
arri 	 interjection 	 gee up 	 gee up, giddyup in urging a horse forward
arri 	 interjection 	 giddyup 	 gee up, giddyup in urging a horse forward
arsenicale 	 adjective 	 arsenical 	 arsenical
arsiccio 	 adjective 	 singed 	 scorched, singed
arsiccio 	 adjective 	 scorched 	 scorched, singed
arsiccio 	 adjective 	 parched 	 parched
quercite 	 noun 	 English 	 quercite, quercitol
quercite 	 noun 	 quercitol 	 quercite, quercitol
perifrastico 	 adjective 	 periphrastic 	 periphrastic
peripatetica 	 noun 	 streetwalker 	 streetwalker
peripatetica 	 noun 	 whore 	 prostitute, trollop, strumpet, whore
peripatetica 	 noun 	 strumpet 	 prostitute, trollop, strumpet, whore
peripatetica 	 noun 	 prostitute 	 prostitute, trollop, strumpet, whore
peripatetica 	 noun 	 trollop 	 prostitute, trollop, strumpet, whore
periscopico 	 adjective 	 periscopic 	 periscopic
pinite 	 noun 	 English 	 pinite
ascaro 	 noun 	 askari 	 askari
asfaltico 	 adjective 	 asphaltic 	 asphaltic; asphalt
asfaltico 	 adjective 	 asphalt 	 asphaltic; asphalt
asferico 	 adjective 	 aspherical 	 aspheric, aspherical
asferico 	 adjective 	 aspheric 	 aspheric, aspherical
aspermia 	 noun 	 English 	 aspermia
aspersorio 	 noun 	 aspergillum 	 aspergillum
aspersorio 	 noun 	 dagger 	 dagger
piezometro 	 noun 	 piezometer 	 piezometer
piroclastico 	 adjective 	 pyroclastic 	 pyroclastic
pirolitico 	 adjective 	 pyrolytic 	 pyrolytic
pirometro 	 noun 	 pyrometer 	 pyrometer
assafetida 	 noun 	 asafoetida 	 asafoetida
planimetro 	 noun 	 planimeter 	 planimeter
assiriologo 	 noun 	 Assyriologist 	 Assyriologist
assunta 	 noun 	 Assumption 	 Assumption
astracan 	 noun 	 astrakhan 	 astrakhan
astrogeologia 	 noun 	 astrogeology 	 astrogeology
atonale 	 adjective 	 atonal 	 atonal
atropo 	 noun 	 death's-head hawkmoth 	 death's-head hawkmoth
plurilinguismo 	 noun 	 multilingualism 	 multilingualism
pluripara 	 adjective 	 multiparous 	 multiparous
pluripara 	 noun 	 multipara 	 multipara
plasmide 	 noun 	 plasmid 	 plasmid
olivetta 	 noun 	 olive 	 small olive
olivetta 	 noun 	 toggle 	 toggle
olivetta 	 noun 	 privet 	 privet
nome botanico 	 noun 	 botanical name 	 botanical name
autoerotico 	 adjective 	 autoerotic 	 autoerotic
policiclico 	 adjective 	 polycyclic 	 polycyclic
polisemico 	 adjective 	 polysemous 	 polysemous
polisintetico 	 adjective 	 polysynthetic 	 polysynthetic
polista 	 noun 	 polo player 	 polo player
polito 	 adjective 	 polished 	 polished
polito 	 adjective 	 burnished 	 burnished
polito 	 adjective 	 refined 	 refined
avatara 	 noun 	 avatar 	 avatar
avatara 	 noun 	 incarnation 	 incarnation
avidamente 	 adverb 	 avidly 	 avidly, greedily
avidamente 	 adverb 	 greedily 	 avidly, greedily
aviolancio 	 noun 	 airdrop 	 airdrop
aviotrasporto 	 noun 	 transport 	 air transport
aviotrasporto 	 noun 	 air 	 air transport
pornofilm 	 noun 	 pornographic 	 pornographic film, skin flick
pornofilm 	 noun 	 film 	 pornographic film, skin flick
pornofilm 	 noun 	 skin flick 	 pornographic film, skin flick
pornovideo 	 noun 	 pornographic 	 pornographic video
pornovideo 	 noun 	 video 	 pornographic video
babelico 	 adjective 	 Babelic 	 Babelic
babilonico 	 adjective 	 Babylonian 	 Babylonian
babilonico 	 adjective 	 confused 	 chaotic, confused
babilonico 	 adjective 	 chaotic 	 chaotic, confused
baby-doll 	 noun 	 baby doll 	 baby doll nightie
baby-doll 	 noun 	 nightie 	 baby doll nightie
baccarà 	 noun 	 baccarat 	 baccarat
psicografo 	 noun 	 psychograph 	 psychograph
psicolinguistica 	 noun 	 psycholinguistics 	 psycholinguistics
psicolinguistico 	 adjective 	 psycholinguistic 	 psycholinguistic
psicometrico 	 adjective 	 psychometric 	 psychometric
psicopatia 	 noun 	 psychopathy 	 psychopathy
psicoterapeutico 	 adjective 	 psychotherapeutic 	 psychotherapeutic
balì 	 noun 	 bailiff 	 bailiff
balinese 	 adjective 	 Balinese 	 Balinese
balinese 	 noun 	 Balinese 	 Balinese person
balinese 	 noun 	 Balinese 	 Balinese language
ballota 	 noun 	 black horehound 	 black horehound
balneoterapia 	 noun 	 balneotherapy 	 balneotherapy
balsamina 	 noun 	 Impatiens balsamina 	 garden balsam , Impatiens balsamina
balsamina 	 noun 	 garden balsam 	 garden balsam , Impatiens balsamina
balsamina 	 noun 	 Impatiens 	 the genus Impatiens
non-stop 	 adverb 	 nonstop 	 nonstop
bambocciante 	 noun 	 English 	 bambocciante
bangio 	 noun 	 banjo 	 banjo
barbablù 	 noun 	 monster 	 monster, ogre
barbablù 	 noun 	 ogre 	 monster, ogre
radioastronomo 	 noun 	 radio astronomer 	 radio astronomer
cerreto 	 noun 	 wood 	 Turkey oak wood
cerreto 	 noun 	 Turkey oak 	 Turkey oak wood
radioguida 	 noun 	 radio 	 radio navigation aid
radioguida 	 noun 	 navigation 	 radio navigation aid
radioguida 	 noun 	 aid 	 radio navigation aid
radiotelegrafo 	 noun 	 radiotelegraph 	 radiotelegraph
radiotelescopio 	 noun 	 radio telescope 	 radio telescope
barbacane 	 noun 	 barbican 	 barbican
barbacane 	 noun 	 buttress 	 buttress
diluviale 	 adjective 	 diluvial 	 diluvial
cagnotto 	 noun 	 ruffian 	 Hired ruffian
gotto 	 noun 	 mug 	 mug, mugful
gotto 	 noun 	 mugful 	 mug, mugful
gotto 	 noun 	 glass 	 glass, glassful
gotto 	 noun 	 glassful 	 glass, glassful
barbato 	 adjective 	 barbate 	 barbate
barcaccia 	 noun 	 tub 	 tub
barcaccia 	 noun 	 box 	 box
barcaccia 	 noun 	 longboat 	 longboat
retrogradare 	 verb 	 retrograde 	 To retrograde
fitoclimatico 	 adjective 	 phytoclimatic 	 phytoclimatic
pluviometria 	 noun 	 pluviometry 	 pluviometry
biogeografico 	 adjective 	 biogeographic 	 biogeographic
retronimo 	 noun 	 retronym 	 retronym
ghiara 	 noun 	 gravel 	 gravel
bardiglio 	 noun 	 marble 	 A form of marble
bardolino 	 noun 	 Bardolino 	 Bardolino
barena 	 noun 	 bank 	 bank, sandbank
barena 	 noun 	 sandbank 	 bank, sandbank
bargello 	 noun 	 comune 	 Police or military chief in medieval Italian comuni
bargello 	 noun 	 military 	 Police or military chief in medieval Italian comuni
bargello 	 noun 	 police 	 Police or military chief in medieval Italian comuni
bargello 	 noun 	 chief 	 Police or military chief in medieval Italian comuni
bargello 	 noun 	 medieval 	 Police or military chief in medieval Italian comuni
bargello 	 noun 	 headquarters 	 Medieval police or military headquarters
barzoi 	 noun 	 borzoi 	 borzoi
bas-bleu 	 noun 	 bluestocking 	 bluestocking
basculla 	 noun 	 bascule 	 bascule
batavo 	 adjective 	 Batavian 	 Batavian
batavo 	 noun 	 Batavian 	 Batavian
laureto 	 noun 	 laurel 	 laurel thicket
laureto 	 noun 	 thicket 	 laurel thicket
becher 	 noun 	 beaker 	 beaker
bellino 	 adjective 	 attractive 	 pretty, attractive, sweet
bellino 	 adjective 	 sweet 	 pretty, attractive, sweet
bellino 	 adjective 	 pretty 	 pretty, attractive, sweet
bengali 	 noun 	 Bengali 	 Bengali
bentos 	 noun 	 benthic 	 benthos, benthic
bentos 	 noun 	 benthos 	 benthos, benthic
benzile 	 noun 	 benzyl 	 benzyl
semiologico 	 adjective 	 semiological 	 semiological
semiologo 	 noun 	 semiologist 	 semiologist
onciale 	 adjective 	 uncial 	 uncial
marruca 	 noun 	 Christ's thorn 	 Jerusalem thorn, Christ's thorn
marruca 	 noun 	 Jerusalem thorn 	 Jerusalem thorn, Christ's thorn
bersò 	 noun 	 bower 	 arbour, bower
bersò 	 noun 	 arbour 	 arbour, bower
bernardino 	 noun 	 Bernardine 	 Bernardine
bernese 	 adjective 	 Bernese 	 Bernese
bernese 	 noun 	 Bernese 	 Bernese
bestiario 	 noun 	 bestiary 	 bestiary
betonica 	 noun 	 betony 	 betony, woundwort
betonica 	 noun 	 woundwort 	 betony, woundwort
betonista 	 noun 	 operator 	 concrete-mixer operator
betonista 	 noun 	 concrete 	 concrete-mixer operator
betonista 	 noun 	 mixer 	 concrete-mixer operator
sinologo 	 noun 	 Sinologist 	 Sinologist
sismometro 	 noun 	 seismometer 	 seismometer
biconcavo 	 adjective 	 biconcave 	 biconcave
bidente 	 noun 	 pitchfork 	 pitchfork
bienne 	 adjective 	 two 	 two-year-old
bienne 	 adjective 	 -year-old 	 two-year-old
bilabiale 	 adjective 	 bilabial 	 bilabial
bilabiale 	 noun 	 speech 	 A bilabial speech sound
bilabiale 	 noun 	 sound 	 A bilabial speech sound
bilionesimo 	 adjective 	 trillionth 	 billionth , trillionth
bilionesimo 	 adjective 	 billionth 	 billionth , trillionth
sociolinguistica 	 noun 	 sociolinguistics 	 sociolinguistics
sociolinguistico 	 adjective 	 sociolinguistic 	 sociolinguistic
sociopatia 	 noun 	 sociopathy 	 sociopathy
sociopolitico 	 adjective 	 sociopolitical 	 sociopolitical
soprassaturo 	 adjective 	 supersaturated 	 supersaturated
biosatellite 	 noun 	 English 	 biosatellite
fumoir 	 noun 	 smoking room 	 smoking room
sottolio 	 adverb 	 oil 	 In oil
sottolio 	 adjective 	 oil 	 In oil
sottolio 	 noun 	 packed 	 oil-packed vegetable
sottolio 	 noun 	 vegetable 	 oil-packed vegetable
sottolio 	 noun 	 oil 	 oil-packed vegetable
sottosterzo 	 noun 	 understeer 	 understeer
falaropo 	 noun 	 phalarope 	 phalarope
bisello 	 noun 	 chamfer 	 chamfer
bisello 	 noun 	 round 	 round
sovrasterzo 	 noun 	 oversteer 	 oversteer
argali 	 noun 	 asia 	 biggest central asia wild sheep
argali 	 noun 	 central 	 biggest central asia wild sheep
argali 	 noun 	 sheep 	 biggest central asia wild sheep
argali 	 noun 	 wild 	 biggest central asia wild sheep
argali 	 noun 	 biggest 	 biggest central asia wild sheep
disfamare 	 verb 	 satiate 	 to satiate
disfamare 	 verb 	 satisfy 	 to satisfy
disfamare 	 verb 	 discredit 	 to defame, to discredit
disfamare 	 verb 	 defame 	 to defame, to discredit
bonus-malus 	 noun 	 no-claim bonus 	 no-claim bonus
speleo 	 adjective 	 cave 	 cave
borboglio 	 noun 	 gurgle 	 gurgle
borboglio 	 noun 	 murmur 	 murmur
borboglio 	 noun 	 rumbling 	 rumbling, grumbling
borboglio 	 noun 	 grumbling 	 rumbling, grumbling
borgogna 	 noun 	 Burgundy 	 Burgundy
borsanera 	 noun 	 black market 	 black market
bostoniano 	 adjective 	 Bostonian 	 Bostonian
bostoniano 	 noun 	 Bostonian 	 Bostonian
spirometria 	 noun 	 spirometry 	 spirometry
stenocardia 	 noun 	 English 	 stenocardia
brandeggio 	 noun 	 traverse 	 traverse
brasca 	 noun 	 cabbage 	 cabbage
brasile 	 noun 	 brazilwood 	 brazilwood
bratto 	 noun 	 sculling 	 sculling
brenta 	 noun 	 keg 	 keg
broccio 	 noun 	 weapon 	 A spear-like weapon
broccio 	 noun 	 spear 	 A spear-like weapon
