犬 	 noun 	 canine 	 dog; canine
手榴弾 	 noun 	 hand grenade 	 from 1928 a hand grenade
乳製品 	 noun 	 dairy product 	 dairy products
発祥地 	 noun 	 birthplace 	 place of origin, birthplace
死亡証明書 	 noun 	 death certificate 	 death certificate
散逸 	 noun 	 dissipation 	 dissipation
散逸 	 verb 	 scatter 	 scatter and become lost
散逸 	 verb 	 lost 	 scatter and become lost
散逸 	 verb 	 dissipate 	 dissipate
把持 	 noun 	 grasp 	 grasping
把持 	 verb 	 grasp 	 to grasp
把持 	 verb 	 :File:Foreign body in esophagus.jpgSummary 	 * :File:Foreign body in esophagus.jpgSummary
輔祭 	 noun 	 deacon 	 deacon in the Orthodox Church
債務者 	 noun 	 debtor 	 debtor
落葉樹 	 noun 	 deciduous 	 deciduous tree
常緑樹 	 noun 	 evergreen 	 evergreen tree
夢想家 	 noun 	 dreamer 	 dreamer
ドリル 	 noun 	 drillEtymology 1 	 a drill
ドリル 	 noun 	 drillEtymology 1 	 a drill
ドリル 	 noun 	 drillEtymology 2 	 a drill
小滴 	 noun 	 droplet 	 droplet
点滴 	 noun 	 drop 	 drop, raindrop
点滴 	 noun 	 raindrop 	 drop, raindrop
点滴 	 noun 	 drip 	 intravenous drip
点滴 	 verb 	 raindrop 	 raindrop
苦役 	 noun 	 drudgery 	 drudgery, toil
苦役 	 noun 	 toil 	 drudgery, toil
苦役 	 noun 	 hard labor 	 hard labor
呼吸困難 	 noun 	 labored breathing 	 dyspnea, labored breathing
呼吸困難 	 noun 	 dyspnea 	 dyspnea, labored breathing
自由市場 	 noun 	 free market 	 free market
監察 	 noun 	 inspection 	 inspection
監察 	 noun 	 supervision 	 supervision
監察 	 verb 	 inspect 	 inspect
監察 	 verb 	 supervise 	 supervise
担架 	 noun 	 stretcher 	 stretcher
剥奪 	 noun 	 divestiture 	 divestiture
剥奪 	 verb 	 divest 	 to divest
被除数 	 noun 	 dividend 	 dividend
閲覧室 	 noun 	 reading room 	 reading room
鶏冠石 	 noun 	 realgar 	 realgar
赤狐 	 noun 	 Vulpes vulpes 	 a red fox Vulpes vulpes
赤狐 	 noun 	 red fox 	 a red fox Vulpes vulpes
赤狐 	 noun 	 silver fox 	 |silver fox
簡約 	 noun 	 brevity 	 brevity, conciseness
簡約 	 noun 	 conciseness 	 brevity, conciseness
簡約 	 verb 	 abridge 	 simplify, abridge
簡約 	 verb 	 simplify 	 simplify, abridge
反駁 	 noun 	 refutation 	 refutation
反駁 	 noun 	 agreement 	 agreement
反駁 	 verb 	 refute 	 refute, disprove
反駁 	 verb 	 disprove 	 refute, disprove
成績表 	 noun 	 report card 	 report card
鰥寡 	 noun 	 widower 	 widow and widower
鰥寡 	 noun 	 widow 	 widow and widower
幽居 	 noun 	 retirement 	 retirement, retreat
幽居 	 noun 	 retreat 	 retirement, retreat
幽居 	 verb 	 retire 	 retire, seclude oneself from the world
幽居 	 verb 	 seclude 	 retire, seclude oneself from the world
評論家 	 noun 	 critic 	 critic; reviewer
評論家 	 noun 	 reviewer 	 critic; reviewer
評論家 	 noun 	 commentator 	 commentator
右派 	 noun 	 right wing 	 right wing group
納税者 	 noun 	 taxpayer 	 taxpayer
突変 	 noun 	 mutation 	 mutation
染色體 	 noun 	 chromosome 	 |chromosome
集団遺伝学 	 noun 	 population genetics 	 population genetics
自然選択 	 noun 	 natural selection 	 natural selection
気質 	 noun 	 temperament 	 temperament, disposition
気質 	 noun 	 disposition 	 temperament, disposition
張力 	 noun 	 tension 	 tension
調味 	 verb 	 season 	 to season food or drink
触手 	 noun 	 tentacle 	 tentacle
簡明 	 noun 	 terseness 	 terseness, conciseness
簡明 	 noun 	 conciseness 	 terseness, conciseness
四面体 	 noun 	 triangular pyramid 	 tr=sankakusui||triangular pyramid; a tetrahedron
四面体 	 noun 	 tetrahedron 	 tr=sankakusui||triangular pyramid; a tetrahedron
織物 	 noun 	 fabric 	 textile, fabric
織物 	 noun 	 textile 	 textile, fabric
論題 	 noun 	 thesis 	 subject of discussion, thesis
論題 	 noun 	 subject 	 subject of discussion, thesis
テータ 	 noun 	 theta 	 theta
三塁 	 noun 	 third base 	 third base
胸椎 	 noun 	 thoracic vertebra 	 thoracic vertebra
閾値 	 noun 	 threshold 	 threshold
血栓症 	 noun 	 thrombosis 	 thrombosis
血栓 	 noun 	 thrombus 	 thrombus
迅雷 	 noun 	 thunderclap 	 thunderclap
墓碑 	 noun 	 gravestone 	 tombstone; gravestone
墓碑 	 noun 	 tombstone 	 tombstone; gravestone
地勢 	 noun 	 terrain 	 topography, terrain
地勢 	 noun 	 topography 	 topography, terrain
斜頸 	 noun 	 torticollis 	 torticollis
貿易風 	 noun 	 trade wind 	 a trade wind
先駆者 	 noun 	 trailblazer 	 trailblazer
先駆者 	 noun 	 forerunner 	 forerunner
下肢 	 noun 	 leg 	 lower limbs, legs
下肢 	 noun 	 limb 	 lower limbs, legs
下肢 	 noun 	 lower 	 lower limbs, legs
外傷 	 noun 	 trauma 	 external physical trauma
暴風雨 	 noun 	 rainstorm 	 rainstorm
展覧 	 noun 	 expo 	 expo, exhibition, show
展覧 	 noun 	 show 	 expo, exhibition, show
展覧 	 noun 	 exhibition 	 expo, exhibition, show
展覧 	 verb 	 expo 	 to display in an expo
展覧 	 verb 	 display 	 to display in an expo
宝庫 	 noun 	 treasury 	 treasury, place where treasures are kept
宝庫 	 noun 	 treasure trove 	 treasure trove
樹洞 	 noun 	 tree hollow 	 tree hollow
吸虫 	 noun 	 trematode 	 trematode
塹壕 	 noun 	 entrenchment 	 trench ; entrenchment
塹壕 	 noun 	 trench 	 trench ; entrenchment
三輪車 	 noun 	 three-wheeler 	 pedicab; tricycle, three-wheeler
三輪車 	 noun 	 pedicab 	 pedicab; tricycle, three-wheeler
三輪車 	 noun 	 tricycle 	 pedicab; tricycle, three-wheeler
三葉虫 	 noun 	 trilobite 	 a trilobite
吟遊詩人 	 noun 	 troubadour 	 troubadour
異性 	 noun 	 opposite sex 	 the opposite sex
異性 	 noun 	 isomerism 	 isomerism
誤植 	 noun 	 misprint 	 misprint, typo
誤植 	 noun 	 typo 	 misprint, typo
僭主 	 noun 	 tyrant 	 tyrant
トラウマ 	 noun 	 trauma 	 trauma
トラウマ 	 noun 	 trauma 	 trauma
送話器 	 noun 	 transmitter 	 telephone transmitter
商号 	 noun 	 trade name 	 trade name
ユー 	 pronoun 	 you 	 you
富裕 	 noun 	 wealth 	 wealth
点火 	 noun 	 ignition 	 ignition
点火 	 verb 	 ignite 	 to ignite
假定 	 noun 	 assumption 	 仮定: assumption
火葬 	 noun 	 cremation 	 cremation
火葬 	 verb 	 cremate 	 to cremate
不必要 	 noun 	 needlessness 	 needlessness
動乱 	 noun 	 riot 	 riot, disturbance
動乱 	 noun 	 disturbance 	 riot, disturbance
動乱 	 noun 	 unrest 	 unrest, agitation
動乱 	 noun 	 agitation 	 unrest, agitation
尿素 	 noun 	 urea 	 urea
都市化 	 noun 	 urbanization 	 urbanization
都市化 	 verb 	 urbanize 	 urbanize
免許証 	 noun 	 license 	 license
反攻 	 noun 	 defiance 	 resistance, defiance, disobedience
反攻 	 noun 	 disobedience 	 resistance, defiance, disobedience
反攻 	 noun 	 resistance 	 resistance, defiance, disobedience
反攻 	 verb 	 disobey 	 resist, disobey, rebel
反攻 	 verb 	 resist 	 resist, disobey, rebel
反攻 	 verb 	 rebel 	 resist, disobey, rebel
しょたい 	 noun 	 typeface 	 書体 typeface
飛翔 	 verb 	 fly 	 soar, fly high
飛翔 	 verb 	 soar 	 soar, fly high
誹謗 	 noun 	 slander 	 slander
誹謗 	 noun 	 abuse 	 verbal abuse
閉幕式 	 noun 	 closing 	 closing ceremony
閉幕式 	 noun 	 ceremony 	 closing ceremony
素描 	 noun 	 sketch 	 sketch
腔腸 	 noun 	 coelenteron 	 coelenteron
天頂 	 noun 	 zenith 	 zenith
雄蕊 	 noun 	 stamen 	 stamen
獻血 	 noun 	 donation 	 献血: blood donation
獻血 	 noun 	 blood 	 献血: blood donation
獻血 	 verb 	 donate 	 献血: to donate blood
獻血 	 verb 	 blood 	 献血: to donate blood
献血 	 noun 	 donation 	 blood donation
献血 	 noun 	 blood 	 blood donation
献血 	 verb 	 donate 	 donate blood
献血 	 verb 	 blood 	 donate blood
被虐 	 noun 	 suffering 	 suffering pain, enduring pain
負数 	 noun 	 negative 	 negative number
負数 	 noun 	 number 	 negative number
蘚苔 	 noun 	 bryophyte 	 bryophyte, moss
蘚苔 	 noun 	 moss 	 bryophyte, moss
耐火 	 noun 	 fireproof 	 fire-resistant, fireproof
液胞 	 noun 	 vacuole 	 vacuole
利き手 	 noun 	 hand 	 dominant hand
利き手 	 noun 	 dominant 	 dominant hand
浮氷 	 noun 	 floe 	 ice floe
料理店 	 noun 	 restaurant 	 restaurant, eatery
料理店 	 noun 	 eatery 	 restaurant, eatery
料理店 	 noun 	 Thesaurus:レストラン 	 Thesaurus:レストラン
狂喜 	 noun 	 ecstasy 	 ecstasy, raptures
狂喜 	 noun 	 raptures 	 ecstasy, raptures
狂喜 	 verb 	 exult 	 to exult
きょうき 	 noun 	 insanity 	 狂気 madness; insanity
きょうき 	 noun 	 madness 	 狂気 madness; insanity
浮腫 	 noun 	 edema 	 edema
船医 	 noun 	 ship 	 doctor on board a ship, ship's doctor
船医 	 noun 	 doctor 	 doctor on board a ship, ship's doctor
接地 	 noun 	 landing 	 landing an airplane etc
接地 	 noun 	 ground 	 earth, ground
接地 	 noun 	 earth 	 earth, ground
接地 	 verb 	 land 	 land
卵形 	 noun 	 egg 	 oval, egg
卵形 	 noun 	 oval 	 oval, egg
卵形 	 noun 	 egg 	 oval, egg
卵形 	 noun 	 oval 	 oval, egg
出格 	 noun 	 elative 	 elative, elative case
出格 	 noun 	 elative case 	 elative, elative case
接骨木 	 noun 	 Sambucus sieboldiana 	 Sambucus sieboldiana
接骨木 	 noun 	 Sambucus sieboldiana 	 Sambucus sieboldiana
ケイ 	 noun 	 kay 	 tr=kē||kay name of the letter K, k
電極 	 noun 	 electrode 	 electrode
令名 	 noun 	 reputation 	 good name; reputation
令名 	 noun 	 name 	 good name; reputation
令名 	 noun 	 good 	 good name; reputation
令名 	 noun 	 :ja:s:君が代の歴史 	 * 1956, 山田孝雄, 君が代の歴史
ピー 	 noun 	 pi 	 pi letter of Greek alphabet
エス 	 noun 	 id 	 id
ワイ 	 pronoun 	 me 	 me
ゼット 	 noun 	 zee 	 |zee rare
清廉 	 noun 	 honesty 	 honesty, integrity
清廉 	 noun 	 integrity 	 honesty, integrity
表号 	 noun 	 symbol 	 emblem, symbol
表号 	 noun 	 emblem 	 emblem, symbol
概略 	 noun 	 summary 	 outline, gist, summary
概略 	 noun 	 outline 	 outline, gist, summary
概略 	 noun 	 gist 	 outline, gist, summary
方向舵 	 noun 	 rudder 	 rudder
成文 	 noun 	 material 	 written material, writing
成文 	 noun 	 written 	 written material, writing
成文 	 noun 	 writing 	 written material, writing
成文 	 noun 	 w:Heian period 	 starting from the Heian period, an epithet for a person who was assigned to the desired public office, as indicated on their application for office
成文 	 noun 	 epithet 	 starting from the Heian period, an epithet for a person who was assigned to the desired public office, as indicated on their application for office
成文 	 noun 	 assigned 	 starting from the Heian period, an epithet for a person who was assigned to the desired public office, as indicated on their application for office
語尾 	 noun 	 ending 	 ending
合奏 	 noun 	 ensemble 	 musical ensemble
嫉妬 	 noun 	 jealousy 	 jealousy
嫉妬 	 noun 	 envy 	 envy
嫉妬 	 verb 	 feel 	 feel jealous
累代 	 noun 	 generation 	 successive generations of a family etc
累代 	 noun 	 successive 	 successive generations of a family etc
累代 	 noun 	 eon 	 eon
やきゅう 	 noun 	 baseball 	 野球 baseball
肩章 	 noun 	 epaulet 	 epaulet
碑文 	 noun 	 epigraph 	 epigraph
代用品 	 noun 	 ersatz 	 substitute; ersatz
代用品 	 noun 	 substitute 	 substitute; ersatz
噴出 	 noun 	 gushing 	 spewing, gushing
噴出 	 noun 	 spewing 	 spewing, gushing
噴出 	 noun 	 eruption 	 eruption, explosion of anger etc
噴出 	 noun 	 explosion 	 eruption, explosion of anger etc
噴出 	 verb 	 spew 	 spew, gush
噴出 	 verb 	 gush 	 spew, gush
噴出 	 verb 	 explode 	 erupt, explode in anger etc
噴出 	 verb 	 erupt 	 erupt, explode in anger etc
ノーズ 	 noun 	 nose 	 nose
漫罵 	 noun 	 derision 	 derision
漫罵 	 verb 	 curse 	 to curse and verbally abuse
恒久 	 noun 	 perpetuity 	 permanence, permanency, perpetuity
恒久 	 noun 	 permanence 	 permanence, permanency, perpetuity
恒久 	 noun 	 permanency 	 permanence, permanency, perpetuity
恒久 	 noun 	 temporariness 	 gloss=temporariness
疾行 	 noun 	 fast 	 fast walking
疾行 	 noun 	 walking 	 fast walking
疾行 	 noun 	 fast 	 fast moving
疾行 	 noun 	 moving 	 fast moving
疾行 	 noun 	 slow 	 slow walking
疾行 	 verb 	 fastly 	 walk fastly
疾行 	 verb 	 walk 	 walk fastly
疾行 	 verb 	 move 	 move fastly
本性 	 noun 	 inherent 	 one's inherent nature
本性 	 noun 	 nature 	 one's inherent nature
本性 	 noun 	 inherent 	 one's inherent nature
本性 	 noun 	 nature 	 one's inherent nature
佇立 	 verb 	 still 	 stand still
佇立 	 verb 	 stand 	 stand still
圖案 	 noun 	 sketch 	 |design, pattern, sketch
圖案 	 noun 	 pattern 	 |design, pattern, sketch
圖案 	 noun 	 design 	 |design, pattern, sketch
證言 	 noun 	 testimony 	 testimony
證言 	 verb 	 testify 	 to testify
献身 	 noun 	 dedication 	 dedication; devotion
献身 	 noun 	 devotion 	 dedication; devotion
證人 	 noun 	 witness 	 証人: witness
獻身 	 noun 	 dedication 	 献身: dedication; devotion
獻身 	 noun 	 devotion 	 献身: dedication; devotion
目擊 	 noun 	 event 	 目撃:  seeing an event, witnessing
目擊 	 noun 	 witnessing 	 目撃:  seeing an event, witnessing
目擊 	 verb 	 witness 	 目撃: to witness
目擊者 	 noun 	 eyewitness 	 eyewitness
茂み 	 noun 	 thicket 	 thicket, copse
茂み 	 noun 	 copse 	 thicket, copse
双眸 	 noun 	 pair 	 pair of eyes
双眸 	 noun 	 eye 	 pair of eyes
伴侶 	 noun 	 companion 	 companion
伴侶 	 noun 	 spouse 	 spouse
保温 	 noun 	 retaining 	 retaining warmth
保温 	 noun 	 warmth 	 retaining warmth
保温 	 noun 	 heat 	 heat insulation
保温 	 noun 	 insulation 	 heat insulation
注射器 	 noun 	 syringe 	 a syringe
墻壁 	 noun 	 wall 	 wall
粘液 	 noun 	 mucus 	 mucus
結膜炎 	 noun 	 conjunctivitis 	 conjunctivitis
獸醫 	 noun 	 veterinarian 	 獣医: veterinarian
孤兒院 	 noun 	 orphanage 	 |orphanage a residential institution for the care and protection of orphans
乳汁 	 noun 	 milk 	 milk
乳汁 	 noun 	 latex 	 latex
一遍 	 noun 	 time 	 once, one time
一遍 	 noun 	 once 	 once, one time
一遍 	 noun 	 exclusive 	 being exclusive, only, just that one
一遍 	 noun 	 only 	 being exclusive, only, just that one
覚悟 	 noun 	 readiness 	 resolution; mental readiness
覚悟 	 noun 	 resolution 	 resolution; mental readiness
覚悟 	 noun 	 mental 	 resolution; mental readiness
覚悟 	 noun 	 abandonment 	 abandonment
覚悟 	 verb 	 mentally 	 to prepare oneself; to be mentally ready
覚悟 	 verb 	 prepare 	 to prepare oneself; to be mentally ready
覚悟 	 verb 	 ready 	 to prepare oneself; to be mentally ready
親身 	 noun 	 kin 	 relation, relative, kin
親身 	 noun 	 relation 	 relation, relative, kin
親身 	 noun 	 relative 	 relation, relative, kin
いそぐ 	 verb 	 hasty 	 速ぐ to hasten or to rush, in order to get something done or to get somewhere; to be in a hurry, to be hasty
いそぐ 	 verb 	 hasten 	 速ぐ to hasten or to rush, in order to get something done or to get somewhere; to be in a hurry, to be hasty
いそぐ 	 verb 	 rush 	 速ぐ to hasten or to rush, in order to get something done or to get somewhere; to be in a hurry, to be hasty
いそぐ 	 verb 	 hurry 	 速ぐ to hasten or to rush, in order to get something done or to get somewhere; to be in a hurry, to be hasty
かしつ 	 noun 	 varnish 	 仮漆 varnish
底本 	 noun 	 text 	 original text of a book etc., source
底本 	 noun 	 original 	 original text of a book etc., source
底本 	 noun 	 source 	 original text of a book etc., source
降臨 	 noun 	 descent 	 descent of a god from heaven to earth
降臨 	 noun 	 god 	 descent of a god from heaven to earth
降臨 	 noun 	 earth 	 descent of a god from heaven to earth
降臨 	 noun 	 heaven 	 descent of a god from heaven to earth
降臨 	 noun 	 arrival 	 arrival
降臨 	 verb 	 heaven 	 to descend from heaven to the earth
降臨 	 verb 	 earth 	 to descend from heaven to the earth
降臨 	 verb 	 descend 	 to descend from heaven to the earth
降臨 	 verb 	 arrive 	 to appear; to arrive
降臨 	 verb 	 appear 	 to appear; to arrive
軍醫 	 noun 	 field 	 military surgeon, field doctor, combat surgeon
軍醫 	 noun 	 military 	 military surgeon, field doctor, combat surgeon
額面 	 noun 	 face value 	 face value
輸卵管 	 noun 	 Fallopian tube 	 Fallopian tube
家業 	 noun 	 family business 	 family business
頸椎 	 noun 	 cervical vertebra 	 cervical vertebra
腰部 	 noun 	 hips 	 waist, hips, area of the pelvis and lower back
