a 	 interjection 	 hah 	 hah!
鑒定 	 verb 	 appraise 	 to inspect; to appraise; to examine
鑒定 	 verb 	 examine 	 to inspect; to appraise; to examine
形影 	 noun 	 form 	 form and shadow; image; picture; photograph
形影 	 noun 	 image 	 form and shadow; image; picture; photograph
形影 	 noun 	 picture 	 form and shadow; image; picture; photograph
形影 	 noun 	 photograph 	 form and shadow; image; picture; photograph
形影 	 noun 	 shadow 	 form and shadow; image; picture; photograph
lâu 	 adverb 	 long 	 long
đứng 	 verb 	 stand 	 to stand
đứng 	 adjective 	 still 	 be still
cơ sở 	 noun 	 foundation 	 foundation; base; basis
cơ sở 	 noun 	 base 	 foundation; base; basis
cơ sở 	 noun 	 basis 	 foundation; base; basis
cơ sở 	 noun 	 premises 	 enterprise; organ; office premises
cơ sở 	 noun 	 office 	 enterprise; organ; office premises
cơ sở 	 noun 	 organ 	 enterprise; organ; office premises
cơ sở 	 noun 	 enterprise 	 enterprise; organ; office premises
肌體 	 noun 	 organism 	 human body, organism
肌體 	 noun 	 body 	 human body, organism
cơ thể 	 noun 	 organism 	 human body, organism
cơ thể 	 noun 	 body 	 human body, organism
ở lại 	 verb 	 stay 	 to remain, to stay
ở lại 	 verb 	 remain 	 to remain, to stay
đủ 	 verb 	 sufficient 	 to be sufficient; to be enough
đủ 	 verb 	 enough 	 to be sufficient; to be enough
đủ 	 verb 	 over 	 to be finished; to be over
đủ 	 verb 	 finished 	 to be finished; to be over
vuông 	 adjective 	 square 	 square
vuông 	 adjective 	 right 	 right
nhất 	 adverb 	 most 	 the most in
nhất 	 adverb 	 top 	 at the top of one's priority
nhất 	 adverb 	 priority 	 at the top of one's priority
nhất 	 adverb 	 position 	 in the first position
nhất 	 adverb 	 first 	 in the first position
nhất 	 interjection 	 darn 	 you are / he/she is so darn lucky
nhất 	 interjection 	 lucky 	 you are / he/she is so darn lucky
đĩ 	 noun 	 whore 	 whore; prostitute
đĩ 	 noun 	 prostitute 	 whore; prostitute
đĩ 	 noun 	 kiddy 	 little girl ; baby girl; girlie; kiddy
đĩ 	 noun 	 girl 	 little girl ; baby girl; girlie; kiddy
đĩ 	 noun 	 baby 	 little girl ; baby girl; girlie; kiddy
đĩ 	 noun 	 girlie 	 little girl ; baby girl; girlie; kiddy
đĩ 	 noun 	 little 	 little girl ; baby girl; girlie; kiddy
đĩ 	 noun 	 first-born 	 Name used to call a close peasant friend who has a first-born baby girl
đĩ 	 noun 	 peasant 	 Name used to call a close peasant friend who has a first-born baby girl
đĩ 	 noun 	 close 	 Name used to call a close peasant friend who has a first-born baby girl
đĩ 	 noun 	 baby 	 Name used to call a close peasant friend who has a first-born baby girl
đĩ 	 noun 	 girl 	 Name used to call a close peasant friend who has a first-born baby girl
đĩ 	 noun 	 friend 	 Name used to call a close peasant friend who has a first-born baby girl
đĩ 	 adjective 	 provocative 	 flirtatious; provocative
đĩ 	 adjective 	 flirtatious 	 flirtatious; provocative
triệu 	 numeral 	 million 	 million
sạch 	 adjective 	 clean 	 clean
sạch 	 adverb 	 utterly 	 completely; entirely; utterly
sạch 	 adverb 	 completely 	 completely; entirely; utterly
sạch 	 adverb 	 entirely 	 completely; entirely; utterly
mô tả 	 verb 	 describe 	 to describe
模寫 	 verb 	 describe 	 to describe
kẻ cắp 	 noun 	 thief 	 thief
nô lệ 	 noun 	 slave 	 a slave
thớt 	 noun 	 cutting board 	 a cutting board; a chopping board
thớt 	 noun 	 chopping board 	 a cutting board; a chopping board
thớt 	 noun 	 English 	 thread
có lẽ 	 adverb 	 maybe 	 maybe; perhaps; probably; possibly
có lẽ 	 adverb 	 probably 	 maybe; perhaps; probably; possibly
có lẽ 	 adverb 	 perhaps 	 maybe; perhaps; probably; possibly
có lẽ 	 adverb 	 possibly 	 maybe; perhaps; probably; possibly
dạy 	 verb 	 teach 	 to teach, to train
dạy 	 verb 	 train 	 to teach, to train
điền 	 noun 	 field 	 land, field
điền 	 noun 	 land 	 land, field
điền 	 verb 	 fill in 	 to fill in
接頭語 	 noun 	 prefix 	 prefix
接尾語 	 noun 	 suffix 	 suffix
tuỷ sống 	 noun 	 spinal cord 	 spinal cord
quanh 	 adjective 	 indirect 	 roundabout; indirect; sinuous; meandering
quanh 	 adjective 	 sinuous 	 roundabout; indirect; sinuous; meandering
quanh 	 adjective 	 roundabout 	 roundabout; indirect; sinuous; meandering
quanh 	 adjective 	 meandering 	 roundabout; indirect; sinuous; meandering
quanh 	 adjective 	 sidestepping 	 evasive; sidestepping
quanh 	 adjective 	 evasive 	 evasive; sidestepping
hẹp 	 adjective 	 narrow 	 narrow
xoá bỏ 	 verb 	 cancel 	 to cancel, to cross out
xoá bỏ 	 verb 	 cross out 	 to cancel, to cross out
cồn 	 noun 	 sand dune 	 sand dune
cồn 	 noun 	 sandy 	 sandy islet; cay
cồn 	 noun 	 islet 	 sandy islet; cay
cồn 	 noun 	 cay 	 sandy islet; cay
cồn 	 noun 	 mountain 	 mountain
cồn 	 verb 	 surge 	 to surge; to billow
cồn 	 verb 	 billow 	 to surge; to billow
cồn 	 verb 	 uneasy 	 |to be disturbed; to be uneasy
cồn 	 verb 	 disturbed 	 |to be disturbed; to be uneasy
cồn 	 noun 	 fuel 	 alcohol; ethanol when used as a fuel, disinfectant or solvent
cồn 	 noun 	 ethanol 	 alcohol; ethanol when used as a fuel, disinfectant or solvent
cồn 	 noun 	 solvent 	 alcohol; ethanol when used as a fuel, disinfectant or solvent
cồn 	 noun 	 alcohol 	 alcohol; ethanol when used as a fuel, disinfectant or solvent
cồn 	 noun 	 disinfectant 	 alcohol; ethanol when used as a fuel, disinfectant or solvent
cồn 	 noun 	 paste 	 paste; gum
cồn 	 noun 	 gum 	 paste; gum
mẻ 	 adjective 	 chipped 	 chipped
mẻ 	 noun 	 batch 	 a batch
mẻ 	 noun 	 ferment 	 rice ferment
mẻ 	 noun 	 rice 	 rice ferment
muôi 	 noun 	 paddle 	 a rice paddle; a shamoji
muôi 	 noun 	 shamoji 	 a rice paddle; a shamoji
muôi 	 noun 	 rice 	 a rice paddle; a shamoji
muôi 	 noun 	 ladle 	 a ladle
đích 	 noun 	 goal 	 a goal
đồi 	 noun 	 hill 	 a hill elevated location
xông 	 verb 	 charge 	 to charge forward
xông 	 verb 	 soak 	 to soak in steam or smoke
xông 	 verb 	 steam 	 to soak in steam or smoke
xông 	 verb 	 smoke 	 to soak in steam or smoke
đệ 	 noun 	 minion 	 a henchman or minion
đệ 	 noun 	 henchman 	 a henchman or minion
đệ 	 pronoun 	 you 	 you refers to the male junior among the speakers
loạn 	 noun 	 rebellion 	 a rebellion
loạn 	 adjective 	 chaotic 	 disordered; chaotic
loạn 	 adjective 	 disordered 	 disordered; chaotic
bập bênh 	 noun 	 seesaw 	 a seesaw
nôm 	 adjective 	 written 	 written in Vietnamese using chữ Nôm
nôm 	 adjective 	 Vietnamese 	 written in Vietnamese using chữ Nôm
羅剎 	 noun 	 rakshasa 	 rakshasa
buồi 	 noun 	 cock 	 a dick; a cock
buồi 	 noun 	 dick 	 a dick; a cock
múi 	 noun 	 segment 	 segment; section
múi 	 noun 	 section 	 segment; section
múi 	 noun 	 knot 	 knot
múi 	 noun 	 pack 	 pack
múi 	 noun 	 zone 	 belt; zone
múi 	 noun 	 belt 	 belt; zone
đeo 	 verb 	 carry 	 to carry
đeo 	 verb 	 wear 	 to wear, to put on
đeo 	 verb 	 put on 	 to wear, to put on
nôi 	 noun 	 cradle 	 a cradle
nôi 	 noun 	 cradle 	 a cradle
hút 	 verb 	 absorb 	 to absorb, to suck
hút 	 verb 	 suck 	 to absorb, to suck
hút 	 verb 	 drinking straw 	 a drinking straw
hút 	 verb 	 smoke 	 to smoke
hút 	 verb 	 attract 	 to attract
hút 	 verb 	 attract 	 to attract
khoẻ 	 adjective 	 strong 	 strong
khoẻ 	 adjective 	 healthy 	 healthy
rày 	 adverb 	 time 	 now, today, this time
rày 	 adverb 	 this 	 now, today, this time
rày 	 adverb 	 now 	 now, today, this time
rày 	 adverb 	 today 	 now, today, this time
產科 	 noun 	 obstetrics 	 obstetrics
túm 	 verb 	 grab 	 to grab
túm 	 verb 	 catch 	 to catch
dòm 	 verb 	 look at 	 to look at
hâm 	 adjective 	 crazy 	 a bit crazy
hâm 	 verb 	 warm up 	 to warm up, to reheat
hâm 	 verb 	 reheat 	 to warm up, to reheat
公國 	 noun 	 duchy 	 duchy; dukedom; principality
公國 	 noun 	 dukedom 	 duchy; dukedom; principality
公國 	 noun 	 principality 	 duchy; dukedom; principality
đời 	 noun 	 life 	 life
đời 	 noun 	 world 	 world
đời 	 noun 	 generation 	 generation
đời 	 noun 	 era 	 era
mật mã 	 noun 	 cipher 	 code; cipher
mật mã 	 noun 	 code 	 code; cipher
hứa 	 verb 	 promise 	 to promise; to make a promise
amoni 	 noun 	 ammonium 	 ammonium
kiềm 	 noun 	 base 	 a base of an alkali metal or alkaline earth metal
kiềm 	 noun 	 alkaline earth metal 	 a base of an alkali metal or alkaline earth metal
kiềm 	 noun 	 alkali metal 	 a base of an alkali metal or alkaline earth metal
白檀 	 noun 	 gum tree 	 gum tree
接線 	 noun 	 tangent 	 tangent
女界 	 noun 	 woman 	 woman, female
女界 	 noun 	 female 	 woman, female
男界 	 noun 	 man 	 man, male
男界 	 noun 	 male 	 man, male
vung 	 noun 	 cover 	 lid, cover
vung 	 noun 	 lid 	 lid, cover
vung 	 verb 	 flourish 	 transitive to brandish, flourish
vung 	 verb 	 brandish 	 transitive to brandish, flourish
vung 	 verb 	 toss 	 transitive to raise up  with one's hands and toss it at the ground
vung 	 verb 	 raise up 	 transitive to raise up  with one's hands and toss it at the ground
vung 	 verb 	 squander 	 transitive to squander
vung 	 adverb 	 freewheelingly 	 freewheelingly
退化 	 verb 	 degenerate 	 to degenerate;to decline
退化 	 verb 	 decline 	 to degenerate;to decline
khoẻ mạnh 	 adjective 	 healthy 	 healthy
mạnh 	 adjective 	 strong 	 strong; powerful; vigorous
mạnh 	 adjective 	 vigorous 	 strong; powerful; vigorous
mạnh 	 adjective 	 powerful 	 strong; powerful; vigorous
輪迴 	 noun 	 samsara 	 samsara
hiền 	 adjective 	 virtuous 	 virtuous
hiền 	 adjective 	 kind 	 kind; gentle; meek; docile
hiền 	 adjective 	 docile 	 kind; gentle; meek; docile
hiền 	 adjective 	 gentle 	 kind; gentle; meek; docile
hiền 	 adjective 	 meek 	 kind; gentle; meek; docile
hiền 	 adjective 	 nun 	 |ma xơ is from |sister; nun)
hiền 	 adjective 	 sister 	 |ma xơ is from |sister; nun)
hiền 	 adjective 	 nutritious 	 innocuous; harmless; nutritious
hiền 	 adjective 	 harmless 	 innocuous; harmless; nutritious
hiền 	 adjective 	 innocuous 	 innocuous; harmless; nutritious
hiền 	 adjective 	 ingenuous 	 ingenuous
vách 	 noun 	 wall 	 wall
buồm 	 noun 	 sail 	 sail
trạm 	 noun 	 station 	 stop, station
trạm 	 noun 	 stop 	 stop, station
中將 	 noun 	 lieutenant general 	 lieutenant general
超現實 	 adjective 	 surrealistic 	 surrealistic
vác 	 verb 	 carry 	 to carry
外傳 	 noun 	 side 	 side story
外傳 	 noun 	 story 	 side story
ngươi 	 pronoun 	 you 	 you
ngươi 	 noun 	 pupil 	 pupil the hole in the middle of the iris of the eye
cởi 	 verb 	 take off 	 to take off
cởi 	 verb 	 untie 	 to untie
cởi 	 verb 	 undo 	 to undo
dệt 	 verb 	 weave 	 to weave
vectơ 	 noun 	 vector 	 a vector
傳道 	 verb 	 evangelise 	 to evangelise
幻象 	 noun 	 optical 	 optical illusion; mirage
幻象 	 noun 	 mirage 	 optical illusion; mirage
幻象 	 noun 	 illusion 	 optical illusion; mirage
等式 	 noun 	 equality 	 equality
免疫學 	 noun 	 immunology 	 immunology
戰艦 	 noun 	 battleship 	 battleship
mi mắt 	 noun 	 eyelid 	 eyelid
lượng tử 	 noun 	 quantum 	 quantum
前編 	 noun 	 prequel 	 prequel
chưởng 	 noun 	 hand 	 a move performed by pushing the front of the hand, with all fingers straightened, forward
chưởng 	 noun 	 push 	 a move performed by pushing the front of the hand, with all fingers straightened, forward
chưởng 	 noun 	 straighten 	 a move performed by pushing the front of the hand, with all fingers straightened, forward
chưởng 	 noun 	 finger 	 a move performed by pushing the front of the hand, with all fingers straightened, forward
chưởng 	 noun 	 move 	 a move performed by pushing the front of the hand, with all fingers straightened, forward
chưởng 	 noun 	 front 	 a move performed by pushing the front of the hand, with all fingers straightened, forward
共生 	 noun 	 symbiosis 	 symbiosis
亂視 	 noun 	 astigmatism 	 astigmatism
mắm 	 noun 	 fish 	 Vietnamese salted, fermented fish
mắm 	 noun 	 fermented 	 Vietnamese salted, fermented fish
mắm 	 noun 	 Vietnamese 	 Vietnamese salted, fermented fish
mắm 	 noun 	 salted 	 Vietnamese salted, fermented fish
寶物 	 noun 	 treasure 	 treasure
kiết 	 noun 	 dysentery 	 dysentery
kiết 	 adjective 	 poor 	 poor, short of money, penniless
kiết 	 adjective 	 penniless 	 poor, short of money, penniless
kiết 	 adjective 	 money 	 poor, short of money, penniless
kiết 	 adjective 	 short 	 poor, short of money, penniless
kiết 	 adjective 	 stingy 	 stingy, miserly
kiết 	 adjective 	 miserly 	 stingy, miserly
註解 	 noun 	 legend 	 legend
bàn chải 	 noun 	 cleaning 	 a handheld brush for cleaning
bàn chải 	 noun 	 brush 	 a handheld brush for cleaning
bàn chải 	 noun 	 handheld 	 a handheld brush for cleaning
thẩy 	 verb 	 toss 	 to toss
thẩy 	 pronoun 	 he 	 |he; him
thẩy 	 pronoun 	 him 	 |he; him
gượng 	 adjective 	 forced 	 strained, forced, unnatural
gượng 	 adjective 	 unnatural 	 strained, forced, unnatural
gượng 	 adjective 	 strained 	 strained, forced, unnatural
vốn 	 noun 	 bond 	 capital; bond; fund
vốn 	 noun 	 fund 	 capital; bond; fund
vốn 	 noun 	 capital 	 capital; bond; fund
vốn 	 adverb 	 formerly 	 originally; formerly
vốn 	 adverb 	 originally 	 originally; formerly
大小便 	 verb 	 urinate 	 to defecate and urinate
大小便 	 verb 	 defecate 	 to defecate and urinate
bịt 	 verb 	 stop up 	 to cover, to seal, to stop up
bịt 	 verb 	 cover 	 to cover, to seal, to stop up
bịt 	 verb 	 seal 	 to cover, to seal, to stop up
chầu 	 noun 	 soiree 	 soiree with sing-song girls/geishas
chầu 	 noun 	 bout 	 round, bout, session
chầu 	 noun 	 session 	 round, bout, session
chầu 	 noun 	 round 	 round, bout, session
chầu 	 noun 	 season 	 period, season
chầu 	 noun 	 period 	 period, season
chầu 	 verb 	 court 	 to attend court
dăm 	 noun 	 a few 	 some five; about five; a few
dăm 	 noun 	 about 	 some five; about five; a few
dăm 	 noun 	 some 	 some five; about five; a few
dăm 	 noun 	 five 	 some five; about five; a few
người thợ 	 noun 	 workman 	 workman
mối 	 noun 	 termite 	 termite
mối 	 noun 	 common house gecko 	 common house gecko
mối 	 noun 	 knot 	 knot; end
mối 	 noun 	 end 	 knot; end
mối 	 noun 	 go-between 	 negotiator; go-between
mối 	 noun 	 negotiator 	 negotiator; go-between
mối 	 verb 	 matchmaker 	 to be a matchmaker
nuốt 	 verb 	 swallow 	 to swallow
nuốt 	 verb 	 control 	 to repress; to check; to control
nuốt 	 verb 	 repress 	 to repress; to check; to control
nuốt 	 verb 	 check 	 to repress; to check; to control
nhoà 	 verb 	 fade 	 to fade; to dim
nhoà 	 verb 	 dim 	 to fade; to dim
kể lại 	 verb 	 narrate 	 to narrate
小說家 	 noun 	 novelist 	 novelist
mến 	 verb 	 like 	 to love; to like; to be fond of
mến 	 verb 	 love 	 to love; to like; to be fond of
mến 	 verb 	 fond 	 to love; to like; to be fond of
lão 	 adjective 	 old 	 old
ngay 	 adjective 	 direct 	 direct; straight
ngay 	 adjective 	 straight 	 direct; straight
ngay 	 adjective 	 straight away 	 as soon as, straight away
ngay 	 adjective 	 as soon as 	 as soon as, straight away
𤜬 	 noun 	 hunt 	 to hunt
𦓿 	 noun 	 plough 	 to plough
容顏 	 noun 	 visage 	 visage
trầu 	 noun 	 betel 	 betel
trầu 	 noun 	 paan 	 a paan
trốn 	 verb 	 hide 	 to hide oneself
trốn 	 verb 	 permission 	 to free oneself from someone or something without permission
trốn 	 verb 	 free 	 to free oneself from someone or something without permission
trọn 	 adverb 	 all 	 fully, completely; entirely; all
trọn 	 adverb 	 fully 	 fully, completely; entirely; all
trọn 	 adverb 	 entirely 	 fully, completely; entirely; all
trọn 	 adverb 	 completely 	 fully, completely; entirely; all
刀劍 	 noun 	 sword 	 sword
鄰近 	 adjective 	 near 	 close; near
鄰近 	 adjective 	 close 	 close; near
醫科 	 noun 	 medicine 	 medicine
階乘 	 noun 	 factorial 	 factorial
地震學 	 noun 	 seismology 	 seismology
mẫn cảm 	 adjective 	 sensitive 	 sensitive
物理化學 	 noun 	 chemical physics 	 chemical physics
工農 	 noun 	 worker 	 blue-collar workers and peasants
工農 	 noun 	 blue-collar 	 blue-collar workers and peasants
工農 	 noun 	 peasant 	 blue-collar workers and peasants
còi 	 noun 	 whistle 	 a whistle
còi 	 noun 	 horn 	 a horn
còi 	 noun 	 siren 	 a siren device for making a sound alarm
còi 	 adjective 	 skinny 	 skinny; bony
còi 	 adjective 	 bony 	 skinny; bony
法術 	 noun 	 magic 	 magic
少將 	 noun 	 major general 	 major general
đốn 	 verb 	 fell 	 to fell
聲門 	 noun 	 glottis 	 glottis
鳴管 	 noun 	 syrinx 	 syrinx
生化學 	 noun 	 biochemistry 	 biochemistry
ê-ke 	 noun 	 set square 	 a set square; a triangle
ê-ke 	 noun 	 triangle 	 a set square; a triangle
đui 	 adjective 	 blind 	 blind unable to see
chột 	 adjective 	 blind 	 blind
chột 	 adjective 	 blind 	 having only one functional eye among the two; having one blind eye among the two
chột 	 adjective 	 functional 	 having only one functional eye among the two; having one blind eye among the two
