δύο 	 numeral 	 two 	 cardinal numbers : two
κώρυκος 	 noun 	 wallet 	 leathern sack or wallet for provisions
κώρυκος 	 noun 	 provision 	 leathern sack or wallet for provisions
κώρυκος 	 noun 	 sack 	 leathern sack or wallet for provisions
κώρυκος 	 noun 	 gymnasium 	 punchbag in the gymnasium
κώρυκος 	 noun 	 punchbag 	 punchbag in the gymnasium
κώρυκος 	 noun 	 quiver 	 leathern quiver
κώρυκος 	 noun 	 scrotum 	 scrotum
τανάγρα 	 noun 	 cauldron 	 A copper, a cauldron
τανάγρα 	 noun 	 copper 	 A copper, a cauldron
μίδας 	 noun 	 insect 	 A destructive insect in grains
μίδας 	 noun 	 grain 	 A destructive insect in grains
ἀναποδίζω 	 verb 	 backwards 	 make a step backwards
ἀναποδίζω 	 verb 	 step 	 make a step backwards
ἀναποδίζω 	 verb 	 cross-examine 	 call back and question, cross-examine
ἀναποδίζω 	 verb 	 return 	 return of retrograde motion of the planets, of recurring events
ξουθός 	 adjective 	 nimble 	 nimble, rapid
ξουθός 	 adjective 	 rapid 	 nimble, rapid
ξουθός 	 adjective 	 rustling 	 rustling, whirring
ξουθός 	 adjective 	 whirr 	 rustling, whirring
ξουθός 	 adjective 	 chirrup 	 chirruping, twittering, trilling
ξουθός 	 adjective 	 twitter 	 chirruping, twittering, trilling
ξουθός 	 adjective 	 trill 	 chirruping, twittering, trilling
ξουθός 	 adjective 	 golden 	 golden yellow
ξουθός 	 adjective 	 yellow 	 golden yellow
ἄναυρος 	 noun 	 torrent 	 mountain torrent
σκῦρος 	 noun 	 road metal 	 chippings of stone used as road metal
σκῦρος 	 noun 	 stone 	 chippings of stone used as road metal
σκῦρος 	 noun 	 chipping 	 chippings of stone used as road metal
ἀθήρ 	 noun 	 awn 	 awn
ἀθήρ 	 noun 	 chaff 	 chaff
ἀθήρ 	 noun 	 barb 	 barb of a weapon
ἀθήρ 	 noun 	 weapon 	 barb of a weapon
ἀθήρ 	 noun 	 fish 	 spine or prickle of a fish
ἀθήρ 	 noun 	 prickle 	 spine or prickle of a fish
ἀθήρ 	 noun 	 spine 	 spine or prickle of a fish
κυφός 	 adjective 	 bent 	 bent forward, stooping, hunchbacked
κυφός 	 adjective 	 stoop 	 bent forward, stooping, hunchbacked
κυφός 	 adjective 	 hunchback 	 bent forward, stooping, hunchbacked
κυφός 	 adjective 	 forward 	 bent forward, stooping, hunchbacked
κυφός 	 adjective 	 round 	 curved, round
κυφός 	 adjective 	 curve 	 curved, round
βύσσος 	 noun 	 flax 	 flax
βύσσος 	 noun 	 linen 	 linen
βύσσος 	 noun 	 silk 	 silk
ἀστακός 	 noun 	 spiny lobster 	 spiny lobster
ἀστακός 	 noun 	 common lobster 	 common lobster
ἀστακός 	 noun 	 ear 	 hollow of the ear
ἀστακός 	 noun 	 hollow 	 hollow of the ear
καλλίας 	 noun 	 ape 	 A kind of tame ape
ἴδη 	 noun 	 timber 	 timber tree, wood
ἴδη 	 noun 	 wood 	 timber tree, wood
ἴδη 	 noun 	 hill 	 wooded hill
βῆσσα 	 noun 	 glen 	 wooded combe, glen
βῆσσα 	 noun 	 combe 	 wooded combe, glen
βῆσσα 	 noun 	 Egypt 	 kind of drinking cup used in Egypt
βῆσσα 	 noun 	 cup 	 kind of drinking cup used in Egypt
δῶ 	 noun 	 house 	 house
ἀγήνωρ 	 adjective 	 heroic 	 manly, bold, heroic
ἀγήνωρ 	 adjective 	 bold 	 manly, bold, heroic
ἀγήνωρ 	 adjective 	 manly 	 manly, bold, heroic
ἄλκιμος 	 adjective 	 stout 	 stout, strong
ἄλκιμος 	 adjective 	 strong 	 stout, strong
ἄλκιμος 	 adjective 	 brave 	 stout-hearted, brave
ἄλκιμος 	 adjective 	 stout-hearted 	 stout-hearted, brave
ἔλυμος 	 noun 	 millet 	 millet
ἔλυμος 	 noun 	 pipe 	 kind of Phrygian pipe made of boxwood
ἔλυμος 	 noun 	 boxwood 	 kind of Phrygian pipe made of boxwood
θέμις 	 noun 	 law 	 old, established law or custom
θέμις 	 noun 	 custom 	 old, established law or custom
θέμις 	 noun 	 justice 	 divinely ordained justice
θέμις 	 noun 	 divine 	 divinely ordained justice
θέμις 	 noun 	 ordain 	 divinely ordained justice
πῃ 	 adverb 	 somehow 	 somehow
πῃ 	 adverb 	 somewhere 	 somewhere
ἴον 	 noun 	 violet 	 violet, namely sweet violet
καῖρος 	 noun 	 loom 	 row of thrums in the loom, ravel
καῖρος 	 noun 	 thrum 	 row of thrums in the loom, ravel
καῖρος 	 noun 	 ravel 	 row of thrums in the loom, ravel
καῖρος 	 noun 	 row 	 row of thrums in the loom, ravel
ἥσυχος 	 adjective 	 still 	 quiet, still, calm
ἥσυχος 	 adjective 	 calm 	 quiet, still, calm
ἥσυχος 	 adjective 	 quiet 	 quiet, still, calm
ἥσυχος 	 adjective 	 gentle 	 quiet, gentle, moderate
ἥσυχος 	 adjective 	 moderate 	 quiet, gentle, moderate
ἥσυχος 	 adjective 	 quiet 	 quiet, gentle, moderate
ἥσυχος 	 adjective 	 cautious 	 cautious
ἥσυχος 	 adjective 	 gentle 	 gentle
ἐπιπλέω 	 verb 	 sail 	 to sail on or over a body of water
ἐπιπλέω 	 verb 	 attack 	 to sail against, attack
ὅμηρος 	 noun 	 hostage 	 pledge, surety, hostage
ὅμηρος 	 noun 	 pledge 	 pledge, surety, hostage
ὅμηρος 	 noun 	 surety 	 pledge, surety, hostage
κροτών 	 noun 	 tick 	 tick
κροτών 	 noun 	 castor oil 	 castor oil plant
κροτών 	 noun 	 castor bean 	 castor beans
ῥύπος 	 noun 	 filth 	 dirt, filth, uncleanliness
ῥύπος 	 noun 	 dirt 	 dirt, filth, uncleanliness
ῥύπος 	 noun 	 uncleanliness 	 dirt, filth, uncleanliness
ῥύπος 	 noun 	 meanness 	 sordidness, meanness
ῥύπος 	 noun 	 sordidness 	 sordidness, meanness
ῥύπος 	 noun 	 wax 	 sealing wax
μύσος 	 noun 	 pollution 	 uncleanness, defilement, pollution
μύσος 	 noun 	 defilement 	 uncleanness, defilement, pollution
μύσος 	 noun 	 uncleanness 	 uncleanness, defilement, pollution
αἰόλος 	 adjective 	 quick 	 quick, nimble, swift
αἰόλος 	 adjective 	 swift 	 quick, nimble, swift
αἰόλος 	 adjective 	 nimble 	 quick, nimble, swift
αἰόλος 	 adjective 	 wriggling 	 wriggling
αἰόλος 	 adjective 	 sheeny 	 glittering, sheeny
αἰόλος 	 adjective 	 glittering 	 glittering, sheeny
αἰόλος 	 adjective 	 changeful 	 chequered, changeful
αἰόλος 	 adjective 	 chequer 	 chequered, changeful
αἰόλος 	 adjective 	 shifty 	 shifty, slippery
αἰόλος 	 adjective 	 slippery 	 shifty, slippery
πάτρια 	 noun 	 custom 	 ancestral customs
πάτρια 	 noun 	 ancestral 	 ancestral customs
θρύον 	 noun 	 reed 	 reed, rush
θρύον 	 noun 	 rush 	 reed, rush
θρύον 	 noun 	 thorn apple 	 thorn apple
σπίνος 	 noun 	 chaffinch 	 chaffinch
σπίνος 	 noun 	 blaze 	 kind of stone, which blazes when water touches it
σπίνος 	 noun 	 stone 	 kind of stone, which blazes when water touches it
σπίνος 	 noun 	 water 	 kind of stone, which blazes when water touches it
ποι 	 adverb 	 somewhither 	 to somewhere, somewhither
ποι 	 adverb 	 somewhere 	 to somewhere, somewhither
ἄραδος 	 noun 	 disturbance 	 disturbance
ἄραδος 	 noun 	 palpitation 	 palpitation
ῥίον 	 noun 	 summit 	 peak, summit, any jutting part of a mountain
ῥίον 	 noun 	 peak 	 peak, summit, any jutting part of a mountain
ῥίον 	 noun 	 mountain 	 peak, summit, any jutting part of a mountain
ῥίον 	 noun 	 headland 	 headland
ῥίον 	 noun 	 bay 	 bay formed by a foreland
ῥίον 	 noun 	 foreland 	 bay formed by a foreland
ἵδρυμα 	 noun 	 establishment 	 establishment, foundation
ἵδρυμα 	 noun 	 foundation 	 establishment, foundation
ἵδρυμα 	 noun 	 shrine 	 temple, shrine
ἵδρυμα 	 noun 	 temple 	 temple, shrine
ἐφιάλτης 	 noun 	 demon 	 nightmare, conceived as a throttling demon
ἐφιάλτης 	 noun 	 nightmare 	 nightmare, conceived as a throttling demon
ἀκιρίς 	 noun 	 w:Hesychius of Alexandria 	 Hesychius' gives the definition as: |lamp
γαυλός 	 noun 	 pail 	 milk pail
γαυλός 	 noun 	 bucket 	 water bucket
γαυλός 	 noun 	 vessel 	 any round vessel, beehive
γαυλός 	 noun 	 beehive 	 any round vessel, beehive
ἐξώστης 	 noun 	 drive out 	 one who drives out
ἐξώστης 	 noun 	 w:Hippocrates 	 * 9 c.460 BCE – c.370 BCE, Hippocrates, On ancient medicine, 9
ἐξώστης 	 noun 	 w:Achigenes 	 of pulse: coined by Archigenes
ἐξώστης 	 noun 	 w:Achigenes 	 *  2nd century CE, Archigenes, Apud Galenum, Aëtium, Oribasium, 8.662
ἐξώστης 	 noun 	 w:Hesychius of Alexandria 	 Hesychius gives the definition as: platform of a ship or for docking ships
ἐξώστης 	 noun 	 platform 	 Hesychius gives the definition as: platform of a ship or for docking ships
ἐξώστης 	 noun 	 balcony 	 balcony
θάψος 	 noun 	 fustic 	 fustic
ἀκτέα 	 noun 	 elder 	 elder
πάτρα 	 noun 	 fatherland 	 fatherland, native land
πάτρα 	 noun 	 native land 	 fatherland, native land
ταρσός 	 noun 	 cheese 	 frame of wickerwork, crate, for drying cheese on
ταρσός 	 noun 	 wickerwork 	 frame of wickerwork, crate, for drying cheese on
ταρσός 	 noun 	 crate 	 frame of wickerwork, crate, for drying cheese on
ταρσός 	 noun 	 frame 	 frame of wickerwork, crate, for drying cheese on
ταρσός 	 noun 	 reed 	 mat of reeds
ταρσός 	 noun 	 mat 	 mat of reeds
ταρσός 	 noun 	 mass 	 mass of matted roots
ταρσός 	 noun 	 root 	 mass of matted roots
ταρσός 	 noun 	 hand 	 flat of the foot; palm of the hand
ταρσός 	 noun 	 flat 	 flat of the foot; palm of the hand
ταρσός 	 noun 	 foot 	 flat of the foot; palm of the hand
ταρσός 	 noun 	 palm 	 flat of the foot; palm of the hand
ταρσός 	 noun 	 flat 	 flat of the outstretched wing
ταρσός 	 noun 	 wing 	 flat of the outstretched wing
ταρσός 	 noun 	 oar 	 rows of oars on the sides of ships
ταρσός 	 noun 	 ship 	 rows of oars on the sides of ships
ταρσός 	 noun 	 row 	 rows of oars on the sides of ships
ταρσός 	 noun 	 saw 	 row of teeth in a saw
ταρσός 	 noun 	 teeth 	 row of teeth in a saw
ταρσός 	 noun 	 row 	 row of teeth in a saw
ὄχθη 	 noun 	 riverbank 	 bank, riverbank, dyke by the side of a river
ὄχθη 	 noun 	 bank 	 bank, riverbank, dyke by the side of a river
ὄχθη 	 noun 	 dyke 	 bank, riverbank, dyke by the side of a river
ὄχθη 	 noun 	 river 	 bank, riverbank, dyke by the side of a river
ὄχθη 	 noun 	 rocky 	 high and rocky edge by the sea
ὄχθη 	 noun 	 edge 	 high and rocky edge by the sea
ὄχθη 	 noun 	 high 	 high and rocky edge by the sea
ὄχθη 	 noun 	 sea 	 high and rocky edge by the sea
λέρος 	 noun 	 fish 	 kind of fish
ἴλη 	 noun 	 troop 	 band, troop of men
ἴλη 	 noun 	 band 	 band, troop of men
ἴλη 	 noun 	 horse 	 troop of horses, squadron of cavalry
ἴλη 	 noun 	 troop 	 troop of horses, squadron of cavalry
ἴλη 	 noun 	 squadron 	 troop of horses, squadron of cavalry
ἴλη 	 noun 	 cavalry 	 troop of horses, squadron of cavalry
ἴλη 	 noun 	 subdivision 	 subdivision of the ἀγέλη at Sparta
ἴλη 	 noun 	 Sparta 	 subdivision of the ἀγέλη at Sparta
ἀρτέμων 	 noun 	 bysail 	 topsail, foresail, bysail
ἀρτέμων 	 noun 	 topsail 	 topsail, foresail, bysail
ἀρτέμων 	 noun 	 foresail 	 topsail, foresail, bysail
ἰσθμός 	 noun 	 narrow 	 neck, narrow passage of the body
ἰσθμός 	 noun 	 body 	 neck, narrow passage of the body
ἰσθμός 	 noun 	 neck 	 neck, narrow passage of the body
ἰσθμός 	 noun 	 pharynx 	 pharynx, fauces
ἰσθμός 	 noun 	 fauces 	 pharynx, fauces
ἰσθμός 	 noun 	 neck 	 isthmus, neck of land between two seas
ἰσθμός 	 noun 	 land 	 isthmus, neck of land between two seas
ἰσθμός 	 noun 	 sea 	 isthmus, neck of land between two seas
ἰσθμός 	 noun 	 isthmus 	 isthmus, neck of land between two seas
ἰσθμός 	 noun 	 strait 	 strait, narrow channel
ἰσθμός 	 noun 	 channel 	 strait, narrow channel
σχῖνος 	 noun 	 lentisk 	 lentisk
μέροψ 	 noun 	 men 	 epithet of men
μέροψ 	 noun 	 epithet 	 epithet of men
μέροψ 	 noun 	 bee-eater 	 bee-eater
εἶα 	 interjection 	 come on 	 come on!, let’s go!
εἶα 	 interjection 	 let’s go 	 come on!, let’s go!
κλῆμα 	 noun 	 tendril 	 Grapevines twig, branch, tendril of the vine
κλῆμα 	 noun 	 vine 	 Grapevines twig, branch, tendril of the vine
κλῆμα 	 noun 	 twig 	 Grapevines twig, branch, tendril of the vine
κλῆμα 	 noun 	 branch 	 Grapevines twig, branch, tendril of the vine
κλῆμα 	 noun 	 sprout 	 sprout, shoot
κλῆμα 	 noun 	 shoot 	 sprout, shoot
κλῆμα 	 noun 	 slip 	 cutting, slip
κλῆμα 	 noun 	 cutting 	 cutting, slip
κλῆμα 	 noun 	 cane 	 vine staff, cane carried by Roman centurions
κλῆμα 	 noun 	 centurion 	 vine staff, cane carried by Roman centurions
κλῆμα 	 noun 	 vine staff 	 vine staff, cane carried by Roman centurions
ἀρία 	 noun 	 holm oak 	 holm oak
ὀρός 	 noun 	 whey 	 whey, the watery part of milk
ὀρός 	 noun 	 milk 	 whey, the watery part of milk
ὀρός 	 noun 	 watery 	 whey, the watery part of milk
ὀρός 	 noun 	 serum 	 serum of blood
ὀρός 	 noun 	 blood 	 serum of blood
σίδη 	 noun 	 pomegranate 	 Myrtales order plants pomegranate
σίδη 	 noun 	 water lily 	 Nymphaeales order plants kind of waterplant growing near Orchomenus, water lily
σίδη 	 noun 	 Orchomenus 	 Nymphaeales order plants kind of waterplant growing near Orchomenus, water lily
σίδη 	 noun 	 waterplant 	 Nymphaeales order plants kind of waterplant growing near Orchomenus, water lily
ἄρον 	 noun 	 cuckoopint 	 cuckoopint
σκῆψις 	 noun 	 plea 	 pretext, plea, excuse, pretence
σκῆψις 	 noun 	 pretext 	 pretext, plea, excuse, pretence
σκῆψις 	 noun 	 pretence 	 pretext, plea, excuse, pretence
σκῆψις 	 noun 	 excuse 	 pretext, plea, excuse, pretence
σκῆψις 	 noun 	 lawcourt 	 plea in a lawcourt
σκῆψις 	 noun 	 plea 	 plea in a lawcourt
γάνος 	 noun 	 sheen 	 brightness, sheen
γάνος 	 noun 	 brightness 	 brightness, sheen
γάνος 	 noun 	 pride 	 gladness, joy, pride
γάνος 	 noun 	 gladness 	 gladness, joy, pride
γάνος 	 noun 	 joy 	 gladness, joy, pride
γάνος 	 noun 	 freshness 	 freshness, limpidity, transparency
γάνος 	 noun 	 transparency 	 freshness, limpidity, transparency
γάνος 	 noun 	 limpidity 	 freshness, limpidity, transparency
γάνος 	 noun 	 garden 	 garden
ὀλός 	 noun 	 cuttlefish 	 ink of the cuttlefish
ὀλός 	 noun 	 ink 	 ink of the cuttlefish
ὀλός 	 noun 	 blood 	 blood
ὦτος 	 noun 	 long-eared owl 	 long-eared owl
ὦτος 	 noun 	 deceive 	 booby, easily deceived person
ὦτος 	 noun 	 booby 	 booby, easily deceived person
πῶρος 	 noun 	 tuff 	 tuff
πῶρος 	 noun 	 building 	 kind of marble used in building
πῶρος 	 noun 	 marble 	 kind of marble used in building
πῶρος 	 noun 	 cavern 	 stalactite in caverns
πῶρος 	 noun 	 stalactite 	 stalactite in caverns
πῶρος 	 noun 	 bladder 	 stone in the bladder
πῶρος 	 noun 	 stone 	 stone in the bladder
κελεός 	 noun 	 green woodpecker 	 green woodpecker
μαλλός 	 noun 	 flock 	 flock of wool
μαλλός 	 noun 	 wool 	 flock of wool
μαλλός 	 noun 	 hair 	 tress, braid of hair
μαλλός 	 noun 	 tress 	 tress, braid of hair
μαλλός 	 noun 	 braid 	 tress, braid of hair
δυσκέλαδος 	 adjective 	 shriek 	 ill-sounding, shrieking
δυσκέλαδος 	 adjective 	 sounding 	 ill-sounding, shrieking
δυσκέλαδος 	 adjective 	 ill 	 ill-sounding, shrieking
δυσκέλαδος 	 adjective 	 foulmouthed 	 foulmouthed
ὀθόνη 	 noun 	 linen 	 fine linen cloth
ὀθόνη 	 noun 	 cloth 	 fine linen cloth
ὀθόνη 	 noun 	 sail 	 sailcloth, sail
ὀθόνη 	 noun 	 sailcloth 	 sailcloth, sail
ὀθόνη 	 noun 	 eye 	 membranes that enclose the pupil of the eye
ὀθόνη 	 noun 	 pupil 	 membranes that enclose the pupil of the eye
ὀθόνη 	 noun 	 membrane 	 membranes that enclose the pupil of the eye
κύπρινος 	 adjective 	 henna 	 made from the flower of henna
κύπρινος 	 adjective 	 flower 	 made from the flower of henna
τελαμών 	 noun 	 support 	 broad strap or band for bearing or supporting anything
τελαμών 	 noun 	 band 	 broad strap or band for bearing or supporting anything
τελαμών 	 noun 	 broad 	 broad strap or band for bearing or supporting anything
τελαμών 	 noun 	 strap 	 broad strap or band for bearing or supporting anything
τελαμών 	 noun 	 bear 	 broad strap or band for bearing or supporting anything
τελαμών 	 noun 	 belt 	 leathern strap or belt
τελαμών 	 noun 	 strap 	 leathern strap or belt
τελαμών 	 noun 	 leathern 	 leathern strap or belt
τελαμών 	 noun 	 linen 	 linen bandage for wounds
τελαμών 	 noun 	 wound 	 linen bandage for wounds
τελαμών 	 noun 	 bandage 	 linen bandage for wounds
τελαμών 	 noun 	 figure 	 telamon, colossal figure used as bearing-pillars
τελαμών 	 noun 	 telamon 	 telamon, colossal figure used as bearing-pillars
τελαμών 	 noun 	 pillar 	 telamon, colossal figure used as bearing-pillars
ἐλεός 	 noun 	 kitchen 	 kitchen table
ἐλεός 	 noun 	 table 	 kitchen table
ἐλεός 	 noun 	 dresser 	 dresser
ἐλεός 	 noun 	 owl 	 kind of owl
ἄκατος 	 noun 	 vessel 	 light vessel, boat
ἄκατος 	 noun 	 boat 	 light vessel, boat
ἄκατος 	 noun 	 cup 	 cup shaped like a boat
ἄκατος 	 noun 	 boat 	 cup shaped like a boat
ἀνάσσω 	 verb 	 lord 	 to rule, be lord
ἀνάσσω 	 verb 	 rule 	 to rule, be lord
