gratis 	 adverb 	 free 	 free, without charge
spänd 	 adjective 	 excitement 	 excited, uptight, filled with excitement, with tension
spänna 	 verb 	 tighten 	 to stretch, to tighten
spänna 	 verb 	 stretch 	 to stretch, to tighten
spänna 	 verb 	 pull 	 to pull  a bow or crossbow
spänna 	 verb 	 crossbow 	 to pull  a bow or crossbow
spänna 	 verb 	 bow 	 to pull  a bow or crossbow
spänna 	 verb 	 clamp 	 to fasten , to clamp , to strap on
spänna 	 verb 	 fasten 	 to fasten , to clamp , to strap on
spänna 	 verb 	 strap 	 to fasten , to clamp , to strap on
spänna 	 verb 	 span 	 to span
spänna 	 verb 	 build 	 to build a bridge
spänna 	 verb 	 bridge 	 to build a bridge
spänna 	 verb 	 jump 	 to kick, to jump
spänna 	 verb 	 kick 	 to kick, to jump
spänna 	 verb 	 spend 	 to spend
grann 	 adjective 	 fine 	 fine, beautiful
grann 	 adjective 	 beautiful 	 fine, beautiful
grann 	 noun 	 gull 	 gull
undre 	 adjective 	 lower 	 lower
nedre 	 adjective 	 lower 	 lower
nedre 	 adjective 	 southern 	 southern
mojäng 	 noun 	 gadget 	 gadget, utility
mojäng 	 noun 	 utility 	 gadget, utility
träff 	 noun 	 date 	 a meeting, a date , an appointment
träff 	 noun 	 appointment 	 a meeting, a date , an appointment
träff 	 noun 	 meeting 	 a meeting, a date , an appointment
träff 	 noun 	 hit 	 a hit
igång 	 adverb 	 moving 	 in motion, moving, running
igång 	 adverb 	 running 	 in motion, moving, running
igång 	 adverb 	 motion 	 in motion, moving, running
tving 	 noun 	 clamp 	 a clamp
stryk 	 noun 	 beating 	 a beating
sådär 	 adverb 	 thus 	 thus, in that way, like that, to that degree
sådär 	 adverb 	 approximately 	 approximately, roughly, around
sådär 	 adverb 	 roughly 	 approximately, roughly, around
sådär 	 adverb 	 around 	 approximately, roughly, around
sådär 	 adverb 	 so-so 	 so-so, neither well nor poorly
humör 	 noun 	 mood 	 mood, temper
humör 	 noun 	 temper 	 mood, temper
skämma 	 verb 	 spoil 	 to spoil, to ruin, to dishonour
skämma 	 verb 	 ruin 	 to spoil, to ruin, to dishonour
skämma 	 verb 	 dishonour 	 to spoil, to ruin, to dishonour
skämma 	 verb 	 shame 	 to make a shame of
ragg 	 noun 	 fur 	 coarse fur, bristles
ragg 	 noun 	 bristle 	 coarse fur, bristles
raggen 	 noun 	 devil 	 the devil
götet 	 noun 	 Gothenburg 	 ' Gothenburg , a city in Sweden
götet 	 noun 	 Sweden 	 ' Gothenburg , a city in Sweden
bakåt 	 adverb 	 backwards 	 back , backwards, in reverse, towards the rear
bakåt 	 adverb 	 reverse 	 back , backwards, in reverse, towards the rear
bakåt 	 adverb 	 rear 	 back , backwards, in reverse, towards the rear
bakåt 	 adverb 	 back 	 back , backwards, in reverse, towards the rear
målad 	 adjective 	 painted 	 painted
mjukt 	 adverb 	 softly 	 softly
spalta 	 verb 	 split 	 to split
tröst 	 adjective 	 comforting 	 comforting
tröst 	 noun 	 comfort 	 comfort, consolation
tröst 	 noun 	 consolation 	 comfort, consolation
tröst 	 noun 	 pacifier 	 a  pacifier
napp 	 noun 	 pacifier 	 a  pacifier
napp 	 noun 	 nipple 	 nipple
skött 	 adjective 	 maintained 	 maintained, cared for, taken care of
skött 	 adjective 	 cared 	 maintained, cared for, taken care of
flott 	 adjective 	 stylish 	 luxurious, stylish, pimped
flott 	 adjective 	 luxurious 	 luxurious, stylish, pimped
flott 	 adjective 	 pimped 	 luxurious, stylish, pimped
flott 	 adjective 	 afloat 	 afloat
flott 	 adverb 	 luxuriously 	 luxuriously, stylishly
flott 	 adverb 	 stylishly 	 luxuriously, stylishly
flott 	 adverb 	 w:Povel Ramel 	 * 1970, Povel Ramel, Jag diggar dej
flott 	 adverb 	 afloat 	 afloat
flott 	 noun 	 grease 	 fat, grease
flott 	 noun 	 fat 	 fat, grease
flytt 	 noun 	 move 	 a move, a removal
flytt 	 noun 	 removal 	 a move, a removal
flydd 	 adjective 	 escaped 	 escaped, gone, past
flydd 	 adjective 	 gone 	 escaped, gone, past
flydd 	 adjective 	 past 	 escaped, gone, past
flydd 	 adjective 	 w:Johan Ludvig Runeberg 	 * 1848, Johan Ludvig Runeberg, Fänrik Ståls sägner
brydd 	 adjective 	 bewildered 	 bewildered
halvt 	 adverb 	 half 	 half, halfway
halvt 	 adverb 	 halfway 	 half, halfway
skalv 	 noun 	 quake 	 a quake, a shaking
skalv 	 noun 	 shaking 	 a quake, a shaking
jordskalv 	 noun 	 earthquake 	 an earthquake
vänligen 	 adverb 	 kindly 	 kindly, please
vänligen 	 adverb 	 please 	 kindly, please
slippa 	 verb 	 get away 	 to not have to do, to get away
slippa 	 verb 	 deal with 	 to not have to experience , to not have to deal with
slippa 	 verb 	 unable 	 to be unable
trötta 	 verb 	 tired 	 to tire , to make  tired
trötta 	 verb 	 tire 	 to tire , to make  tired
tryta 	 verb 	 run out 	 to run out
förlag 	 noun 	 investment 	 an investment, an expense, a kind of business enterprise where a large one-time production cost is financed upfront, by a |investor, resulting in a store supply, |stock, which is later sold a piece over an extended time to regain the investment; typically applied to shipping and to book publishing, where the stock is called |edition
förlag 	 noun 	 enterprise 	 an investment, an expense, a kind of business enterprise where a large one-time production cost is financed upfront, by a |investor, resulting in a store supply, |stock, which is later sold a piece over an extended time to regain the investment; typically applied to shipping and to book publishing, where the stock is called |edition
förlag 	 noun 	 expense 	 an investment, an expense, a kind of business enterprise where a large one-time production cost is financed upfront, by a |investor, resulting in a store supply, |stock, which is later sold a piece over an extended time to regain the investment; typically applied to shipping and to book publishing, where the stock is called |edition
förlag 	 noun 	 company 	 a publishing company , a publisher, a publishing house
förlag 	 noun 	 publisher 	 a publishing company , a publisher, a publishing house
förlag 	 noun 	 publishing house 	 a publishing company , a publisher, a publishing house
mestis 	 noun 	 mestizo 	 mestizo
låna 	 verb 	 borrow 	 to loan, to borrow
låna 	 verb 	 loan 	 to loan, to borrow
låna 	 verb 	 lend 	 to lend
e-bok 	 noun 	 e-book 	 an e-book
kopiering 	 noun 	 copying 	 copying
rippa 	 verb 	 rip 	 to rip
tolkning 	 noun 	 interpretation 	 an interpretation
tolkning 	 noun 	 skijoring 	 skijoring
y. 	 adjective 	 younger 	 younger; yngre
d.ä. 	 adjective 	 senior 	 senior, Sr, the older; den äldre
d.ä. 	 adjective 	 den 	 senior, Sr, the older; den äldre
d.ä. 	 adjective 	 Sr 	 senior, Sr, the older; den äldre
d.ä. 	 adjective 	 äldre 	 senior, Sr, the older; den äldre
d.ä. 	 adjective 	 older 	 senior, Sr, the older; den äldre
d.ä. 	 phrase 	 that is 	 that is, i.e.; det är
d.ä. 	 phrase 	 det 	 that is, i.e.; det är
d.ä. 	 phrase 	 är 	 that is, i.e.; det är
d.ä. 	 phrase 	 i.e. 	 that is, i.e.; det är
ik 	 noun 	 sport 	 sports club, athletic club; idrottsklubb
ik 	 noun 	 club 	 sports club, athletic club; idrottsklubb
ik 	 noun 	 athletic 	 sports club, athletic club; idrottsklubb
öb 	 noun 	 supreme 	 supreme commander; överbefälhavare
öb 	 noun 	 commander 	 supreme commander; överbefälhavare
rö 	 noun 	 straw 	 a straw
företa 	 verb 	 undertake 	 to undertake, to do
företa 	 verb 	 do 	 to undertake, to do
överta 	 verb 	 take over 	 to take over
odla 	 verb 	 plant 	 to grow, to cultivate, to plant
odla 	 verb 	 grow 	 to grow, to cultivate, to plant
odla 	 verb 	 cultivate 	 to grow, to cultivate, to plant
hövding 	 noun 	 chief 	 a chief
grunda 	 verb 	 found 	 to start, to found, to lay the foundation
grunda 	 verb 	 foundation 	 to start, to found, to lay the foundation
grunda 	 verb 	 start 	 to start, to found, to lay the foundation
vingård 	 noun 	 vineyard 	 a vineyard
länd 	 noun 	 loin 	 loin
israelit 	 noun 	 Israelite 	 an Israelite
utsikt 	 noun 	 view 	 a view
utsikt 	 noun 	 forecast 	 a future, a  fortune, a  forecast
utsikt 	 noun 	 future 	 a future, a  fortune, a  forecast
utsikt 	 noun 	 fortune 	 a future, a  fortune, a  forecast
träta 	 noun 	 quarrel 	 quarrel
träta 	 verb 	 quarrel 	 to quarrel
trakt 	 noun 	 region 	 a tract, a region, a district, a province
trakt 	 noun 	 province 	 a tract, a region, a district, a province
trakt 	 noun 	 tract 	 a tract, a region, a district, a province
trakt 	 noun 	 district 	 a tract, a region, a district, a province
stolpe 	 noun 	 post 	 a pole, a post
stolpe 	 noun 	 pole 	 a pole, a post
stolpe 	 noun 	 pale 	 a pale
stolpe 	 noun 	 post 	 a post
slita 	 verb 	 wear 	 to wear
slita 	 verb 	 tear 	 to tear
slita 	 verb 	 labour 	 to labour, to work
slita 	 verb 	 work 	 to labour, to work
slinka 	 noun 	 slut 	 a slut, a bitch, a prostitute
slinka 	 noun 	 bitch 	 a slut, a bitch, a prostitute
slinka 	 noun 	 prostitute 	 a slut, a bitch, a prostitute
slinka 	 verb 	 move 	 to slip, to slink, to move without control, to move unnoticed
slinka 	 verb 	 slip 	 to slip, to slink, to move without control, to move unnoticed
slinka 	 verb 	 slink 	 to slip, to slink, to move without control, to move unnoticed
militärt 	 adverb 	 militarily 	 militarily
operatör 	 noun 	 ISP 	 an operator, a service provider, an ISP
operatör 	 noun 	 provider 	 an operator, a service provider, an ISP
operatör 	 noun 	 operator 	 an operator, a service provider, an ISP
operatör 	 noun 	 service 	 an operator, a service provider, an ISP
målare 	 noun 	 painter 	 a painter
vakans 	 noun 	 vacancy 	 a vacancy
motett 	 noun 	 motet 	 motet
avbildning 	 noun 	 projection 	 a depiction, a projection
avbildning 	 noun 	 depiction 	 a depiction, a projection
avbilda 	 verb 	 project 	 to depict, to project
avbilda 	 verb 	 depict 	 to depict, to project
avbild 	 noun 	 depiction 	 a depiction, an image
avbild 	 noun 	 image 	 a depiction, an image
avledning 	 noun 	 derivation 	 a derivation
kontinuerlig 	 adjective 	 continuous 	 continuous
konfrontation 	 noun 	 confrontation 	 a confrontation
intäkt 	 noun 	 revenue 	 a revenue
täkt 	 noun 	 quarry 	 a quarry
täck 	 adjective 	 beautiful 	 pretty, beautiful
täck 	 adjective 	 pretty 	 pretty, beautiful
avgjort 	 adverb 	 decidedly 	 definitely, decidedly
avgjort 	 adverb 	 definitely 	 definitely, decidedly
avgjord 	 adjective 	 settled 	 definite, decided, done, settled
avgjord 	 adjective 	 definite 	 definite, decided, done, settled
avgjord 	 adjective 	 decided 	 definite, decided, done, settled
avgjord 	 adjective 	 done 	 definite, decided, done, settled
åhöra 	 verb 	 listen 	 to listen to
kompani 	 noun 	 company 	 a company
kompani 	 noun 	 corporation 	 a company, a corporation, a commercial venture
bataljon 	 noun 	 battalion 	 a battalion
kärl 	 noun 	 vessel 	 a vessel
postis 	 noun 	 employee 	 employee at the post agency
välta 	 noun 	 stack 	 a pile or stack of felled trees
välta 	 noun 	 pile 	 a pile or stack of felled trees
välta 	 verb 	 fall over 	 to tip, to fall over, to fell
välta 	 verb 	 tip 	 to tip, to fall over, to fell
välta 	 verb 	 fell 	 to tip, to fall over, to fell
välta 	 verb 	 roller 	 to flatten, using a roller
vält 	 adjective 	 felled 	 tipped, felled
vält 	 adjective 	 tipped 	 tipped, felled
vält 	 noun 	 road roller 	 a road roller
vält 	 noun 	 roller 	 an agricultural roller
överste 	 noun 	 colonel 	 a colonel
överste 	 noun 	 captain 	 a group captain
överste 	 noun 	 group 	 a group captain
anfang 	 noun 	 initial 	 a  initial
antända 	 verb 	 set on fire 	 to set on fire; to set fire to, to light
antända 	 verb 	 set fire to 	 to set on fire; to set fire to, to light
antända 	 verb 	 light 	 to set on fire; to set fire to, to light
antända 	 verb 	 ignite 	 to ignite
astrofysik 	 noun 	 astrophysics 	 astrophysics
plåt 	 noun 	 sheet metal 	 sheet metal
plåt 	 noun 	 plate 	 a plate, a tray, a flat object
plåt 	 noun 	 tray 	 a plate, a tray, a flat object
plåt 	 noun 	 ticket 	 an entrance ticket
plåt 	 noun 	 baking tray 	 baking tray
plåt 	 noun 	 frying pan 	 frying pan, skillet
plåt 	 noun 	 skillet 	 frying pan, skillet
biofysik 	 noun 	 biophysics 	 biophysics
brunbjörn 	 noun 	 brown bear 	 a brown bear
flygel 	 noun 	 flank 	 a flank of a military troop
flygel 	 noun 	 wing 	 a wing of a building
flygel 	 noun 	 grand piano 	 a grand piano
fräck 	 adjective 	 shameless 	 shameless, rude
fräck 	 adjective 	 rude 	 shameless, rude
fräck 	 adjective 	 nice 	 cool, nice
fräck 	 adjective 	 cool 	 cool, nice
fördelaktig 	 adjective 	 advantageous 	 advantageous
förman 	 noun 	 foreman 	 a foreman
fästa 	 verb 	 fasten 	 to fasten
lärka 	 noun 	 lark 	 a lark
såra 	 verb 	 wound 	 to wound
såra 	 verb 	 hurt 	 to hurt emotionally
tålig 	 adjective 	 durable 	 durable
rasist 	 noun 	 racist 	 a racist
sovjet 	 noun 	 soviet 	 a soviet, a council
sovjet 	 noun 	 council 	 a soviet, a council
sovjet 	 noun 	 Soviet Union 	 a citizen of the Soviet Union
sovjet 	 noun 	 citizen 	 a citizen of the Soviet Union
krock 	 noun 	 crash 	 a collision, a crash
krock 	 noun 	 collision 	 a collision, a crash
grevinna 	 noun 	 countess 	 a countess
perfektion 	 noun 	 perfection 	 perfection
trigonometrisk 	 adjective 	 trigonometric 	 trigonometric
trast 	 noun 	 thrush 	 a thrush
bunke 	 noun 	 bowl 	 a bowl
skarva 	 verb 	 extend 	 to extend
skarva 	 verb 	 exaggerate 	 to exaggerate, to brag
skarva 	 verb 	 brag 	 to exaggerate, to brag
kärra 	 noun 	 carriage 	 a cart, a carriage, a wagon
kärra 	 noun 	 wagon 	 a cart, a carriage, a wagon
kärra 	 noun 	 cart 	 a cart, a carriage, a wagon
kärra 	 noun 	 car 	 car
skarv 	 noun 	 joint 	 a joint, an extension
skarv 	 noun 	 extension 	 a joint, an extension
skarv 	 noun 	 cormorant 	 a cormorant
bälte 	 noun 	 belt 	 a belt
nukleär 	 adjective 	 nuclear 	 nuclear; pertaining to the atom nucleus
finans 	 noun 	 finance 	 finance
lagråd 	 noun 	 council 	 council on legislation
lagråd 	 noun 	 legislation 	 council on legislation
utgift 	 noun 	 expense 	 an expense, expenditure
utgift 	 noun 	 expenditure 	 an expense, expenditure
diarium 	 noun 	 register 	 a diary, a register of documents received and produced at an office
diarium 	 noun 	 document 	 a diary, a register of documents received and produced at an office
diarium 	 noun 	 diary 	 a diary, a register of documents received and produced at an office
diarium 	 noun 	 office 	 a diary, a register of documents received and produced at an office
kabinett 	 noun 	 cabinet 	 a cabinet, a storage closet
kabinett 	 noun 	 closet 	 a cabinet, a storage closet
kabinett 	 noun 	 government 	 a cabinet, a government
skrivelse 	 noun 	 communication 	 a writ, a written communication
skrivelse 	 noun 	 writ 	 a writ, a written communication
skrivelse 	 noun 	 written 	 a writ, a written communication
övertid 	 noun 	 overtime 	 overtime
övernatta 	 verb 	 stay 	 to overnight, to stay overnight
övernatta 	 verb 	 overnight 	 to overnight, to stay overnight
ökning 	 noun 	 increase 	 an increase
fullmakt 	 noun 	 mandate 	 a mandate, a power of attorney
fullmakt 	 noun 	 power of attorney 	 a mandate, a power of attorney
pressombudsman 	 noun 	 ombudsman 	 press ombudsman
pressombudsman 	 noun 	 press 	 press ombudsman
barnombudsman 	 noun 	 ombudsman 	 children's ombudsman
barnombudsman 	 noun 	 children 	 children's ombudsman
bistånd 	 noun 	 aid 	 aid, support
bistånd 	 noun 	 support 	 aid, support
bistånd 	 noun 	 foreign 	 international development cooperation, foreign aid
bistånd 	 noun 	 aid 	 international development cooperation, foreign aid
bistånd 	 noun 	 development 	 international development cooperation, foreign aid
bistånd 	 noun 	 cooperation 	 international development cooperation, foreign aid
bistånd 	 noun 	 international 	 international development cooperation, foreign aid
brigad 	 noun 	 brigade 	 a brigade
inspektör 	 noun 	 officer 	 an inspector, an officer
inspektör 	 noun 	 inspector 	 an inspector, an officer
inspektör 	 noun 	 inspector 	 an inspector
inspektör 	 noun 	 sergeant 	 a sergeant
skadad 	 adjective 	 wounded 	 hurt, damaged, wounded
skadad 	 adjective 	 hurt 	 hurt, damaged, wounded
skadad 	 adjective 	 damaged 	 hurt, damaged, wounded
smärt 	 adjective 	 thin 	 thin, slim, slender
smärt 	 adjective 	 slender 	 thin, slim, slender
smärt 	 adjective 	 slim 	 thin, slim, slender
beundra 	 verb 	 admire 	 to admire
ordlista 	 noun 	 dictionary 	 a dictionary
gnaga 	 verb 	 gnaw 	 to gnaw
källing 	 noun 	 kitten 	 kitten
välling 	 noun 	 cereal 	 gruel, soup made from cereal, thin porridge
välling 	 noun 	 soup 	 gruel, soup made from cereal, thin porridge
välling 	 noun 	 porridge 	 gruel, soup made from cereal, thin porridge
välling 	 noun 	 gruel 	 gruel, soup made from cereal, thin porridge
sinnes 	 adjective 	 mad 	 insane, mad
sinnes 	 adjective 	 insane 	 insane, mad
sinnes 	 adverb 	 madly 	 insanely, madly
sinnes 	 adverb 	 insanely 	 insanely, madly
avund 	 noun 	 envy 	 envy
bekymra 	 verb 	 worry 	 to worry
fabulös 	 adjective 	 fabulous 	 fabulous
facettera 	 verb 	 cut 	 to facet, to cut with facets
facettera 	 verb 	 facet 	 to facet, to cut with facets
häpen 	 adjective 	 surprised 	 surprised
