SortOrder,Egyptian,Transliteration,Translation,SignCodes,GroupWritingScore,Error
16703,𓂧𓂋𓊪𓂡,drp,make offering,D46-D21-Q3-D40,0,0
16704,𓂧𓂋𓊪𓅱𓏳𓏥,drpw,offerings,D46-D21-Q3-G43-Z8-Z2,0,0
16705,𓂧𓂋𓊪𓀜𓏳𓏥,drpw,"meal, sustenance",D46-D21-Q3-A24-Z8-Z2,0,0
16706,𓂧𓂋𓆑𓏯𓏛,drf,"writing, script, title deeds",D46-D21-I9-Z5-Y1V,0,0
16707,𓂧𓂋𓆑𓍼𓏤,drf,"writing, script, title deeds",D46-D21-I9-V12-Z1,0,0
16708,𓆓𓂋𓏛𓏯𓆑,drf,"writing, script, title deeds",I10-D21-Y1-Z5-I9,0,0
16709,𓂧𓂋𓎼𓇋𓇋𓏏𓅭,drgyt,bat (mammal),D46-D21-W11-M17-M17-X1-G39,0,0
16710,𓂧𓉔𓈖𓂢,dhn,"to bow down, to bow low",D46-O4-N35-D41,0,0
16711,𓂧𓉔𓈖𓁶,dhn,"bow (to), appoint, order (burial)",D46-O4-N35-D1,0,0
16712,𓂧𓉔𓈖𓁶𓇾𓈇𓏤,dhn tꜣ,touch the earth with the forehead in obeisance,D46-O4-N35-D1-N16-N23-Z1,0,0
16713,𓂧𓉔𓈖𓀁,dhn,appoint,D46-O4-N35-A2,0,0
16714,𓂧𓉔𓈖𓂢𓂡,dhn,appoint,D46-O4-N35-D41-D40,0,0
16715,𓂧𓉔𓄿𓂧𓂢𓀜,dhn,to appoint,D46-O4-G1-D46-D41-A24,0,0
16716,𓏏𓈖𓉔𓄿𓏏𓄔𓏭,dhn,to appoint,X1-N35-O4-G1-X1-F21-Z4,0,0
16717,𓂧𓉔𓈖𓏭𓏞𓂷𓂡,dhn,to convey,D46-O4-N35-Z4-Y3-D51-D40,0,0
16718,𓂧𓉔𓄿𓈖𓄔𓅆,dhn,to promote,D46-O4-G1-N35-F21-G7,0,0
16719,𓂧𓉔𓈖𓏭𓏞𓏛,dhn,to promote,D46-O4-N35-Z4-Y3-Y1,0,0
16720,𓂧𓉔𓈖𓏭𓏞,dhn,to assign,D46-O4-N35-Z4-Y3,0,0
16721,𓂧𓉔𓈖𓂢𓂡,dhn,to assign,D46-O4-N35-D41-D40,0,0
16722,𓂧𓉔𓈖𓍼,dhn,to assign,D46-O4-N35-V12,0,0
16723,𓂧𓉔𓈖𓏏𓁶,dhnt,forehead,D46-O4-N35-X1-D1,0,0
16724,𓂧𓉔𓏯𓈖𓏏𓏯𓁶𓏤𓄻,dhnt,forehead,D46-O4-Z5-N35-X1-Z5-D1-Z1-F51B,0,0
16725,𓂧𓉔𓁶𓈖𓏏𓏭,dhnt,"mountain top, peak, summit",D46-O4-D1-N35-X1-Z4,0,0
16726,𓂧𓉔𓈖𓏏𓁶𓊌,dhnt,mountain top,D46-O4-N35-X1-D1-O39,0,0
16727,𓏏𓉔𓄿𓈖𓁶𓏤𓊌,dhnt,"mountain top, peak, summit",X1-O4-G1-N35-D1-Z1-O39,0,0
16728,𓂧𓉔𓈖𓏏𓁶𓈉,dhnt,hill top,D46-O4-N35-X1-D1-N25,0,0
16729,𓂧𓎛𓇋𓅪,dḥj,"hang down, be low, be humiliated",D46-V28-M17-G37,0,0
16730,𓂧𓎛𓅪,dḥj,hang down,D46-V28-G37,0,0
16731,𓂧𓇉𓄿𓅪,dḥj,be low,D46-M16-G1-G37,0,0
16732,𓍘𓏲𓎛𓏲𓏴𓂡,dḥj,be low,U33-Z7-V28-Z7-Z9-D40,0,0
16733,𓂧𓇉𓄿𓏭𓂢,dḥj,be discouraging,D46-M16-G1-Z4-D41,0,0
16734,𓂧𓎛𓅪𓂢,dḥj,be humiliated,D46-V28-G37-D41,0,0
16735,𓂧𓇉𓄿𓆰𓏥,dḥꜣ,straw,D46-M16-G1-M2-Z2,0,0
16736,𓂧𓇉𓁸𓏥,dḥꜣ,straw,D46-M16-D3-Z2,0,0
16737,𓂧𓇉𓄿𓁹𓄦𓅓𓏲𓆰𓏫,dḥꜣ,straw,D46-M16-G1-D4-F37B-G17-Z7-M2-Z3A,0,0
16738,𓂧𓇉𓄿𓂡,dḥꜣ,to advance,D46-M16-G1-D40,0,0
16739,𓂧𓇉𓏴𓂡,dḥꜣ,to support,D46-M16-Z9-D40,0,0
16740,𓂧𓇉𓁶𓂡,dḥꜣ,to support,D46-M16-D1-D40,0,0
16741,𓂧𓎛𓏲𓈒𓏥,dḥw,( a metal),D46-V28-Z7-N33-Z2,0,0
16742,𓂧𓎛𓋔𓆃𓆃,dḥn,wing,D46-V28-S3-H5-H5,0,0
16743,𓂧𓁷𓂋𓄛,dḥr,"leather, hide",D46-D2-D21-F27,0,0
16744,𓄛,dḥr,"leather, hide",F27,0,0
16745,𓂧𓁷𓂋𓇋𓄛,dḥr,"leather, hide",D46-D2-D21-M17-F27,0,0
16746,𓂧𓁷𓂋𓇋𓏲𓅪𓐎,dḥr,to embitter,D46-D2-D21-M17-Z7-G37-Aa2,0,0
16747,𓂧𓁷𓂋𓅪,dḥr,"bitter, bitterness",D46-D2-D21-G37,0,0
16748,𓂧𓁷𓂋𓇋𓏏𓐎𓅪,dḥr,bitter,D46-D2-D21-M17-X1-Aa2-G37,0,0
16749,𓂧𓁷𓂋𓇋𓏲𓐎𓅪,dḥr,"bitter, harsh",D46-D2-D21-M17-Z7-Aa2-G37,0,0
16750,𓂧𓁷𓂋𓏏𓅪𓏥,dḥrt,"bitterness, sickness",D46-D2-D21-X1-G37-Z2,0,0
16751,𓂧𓁷𓂋𓏏𓄛𓅪𓏥,dḥrt,sickness,D46-D2-D21-X1-F27-G37-Z2,0,0
16752,𓂧𓁷𓂋𓇋𓏲𓅪𓐎,dḥrt,sickness,D46-D2-D21-M17-Z7-G37-Aa2,0,0
16753,𓂧𓎛𓏏𓈒𓏪,dḥt,"(tin, lead ?)",D46-V28-X1-N33-Z3,0,0
16754,𓂧𓎛𓏏𓏭𓈓,dḥty,lead (metal),D46-V28-X1-Z4-N33A,0,0
16755,𓆓𓎛𓏏𓏭𓈓,dḥty,lead (metal),I10-V28-X1-Z4-N33A,0,0
16756,𓂧𓎛𓏏𓏏𓄹𓄹,dḥtt,testicles,D46-V28-X1-X1-F51-F51,0,0
16757,𓂧𓐍𓀒,dḫ,to overthrow,D46-Aa1-A15,0,0
16758,𓂧𓐍𓀒𓂡,dḫ,to defeat,D46-Aa1-A15-D40,0,0
16759,𓂧𓐍𓏴𓂡,dḫ,to cast down,D46-Aa1-Z9-D40,0,0
16760,𓂧𓐍𓅱𓏏𓊌𓏥,dḫwt,boulders,D46-Aa1-G43-X1-O39-Z2,0,0
16761,𓊏𓏏𓈖𓏏𓂧𓐍𓈖𓂢,šspt nt dḫn,chorus of singers,O42-X1-N35-X1-D46-Aa1-N35-D41,0,0
16763,𓆓𓊃𓏌,ds,jar,I10-O34-W24,0,0
16765,𓂧𓋴𓌪,ds,knife,D46-S29-T30,0,0
16767,𓂧𓊃𓌪,ds,flint,D46-O34-T30,0,0
16768,𓂧𓋴𓇋𓀁,dsj,vilify,D46-S29-M17-A2,0,0
16769,𓂧𓈙𓃭𓏤𓆭𓏫,dšr,wood,D46-N37-E23-Z1-M1A-Z3A,0,0
16770,𓂧𓈙𓂋𓅟,dšr,flamingo,D46-N37-D21-G27,0,0
16771,𓂧𓈙𓂋𓅟,dšr,"red, reddening",D46-N37-D21-G27,0,0
16772,𓂧𓈙𓂋𓏯,dšr,"red, reddening",D46-N37-D21-Z5,0,0
16773,𓂧𓈙𓂋𓅟𓄣𓏤,dšr jb,furious,D46-N37-D21-G27-F34-Z1,0,0
16774,𓂧𓂋𓈙𓅟𓁷𓏤,dšr ḥr,furious,D46-D21-N37-G27-D2-Z1,0,0
16775,𓂧𓈙𓂋𓏏𓋔,dšrt,the Red crown,D46-N37-D21-X1-S3,0,0
16776,𓅟𓂋𓏏𓋔,dšrt,the Red crown,G27-D21-X1-S3,0,0
16777,𓂧𓈙𓂋𓏏𓏯,dšrt,the Red crown,D46-N37-D21-X1-Z5,0,0
16778,𓂧𓈙𓂋𓏏𓅟𓈉,dšrt,"the Red Land, desert",D46-N37-D21-X1-G27-N25,0,0
16779,𓅟𓏏𓈉,dšrt,"the Red Land, desert",G27-X1-N25,0,0
16780,𓅟𓂋𓏏𓈉,dšrt,"the Red Land, desert",G27-D21-X1-N25,0,0
16781,𓂧𓈙𓂋𓏏𓈉,dšrt,"the Red Land, desert",D46-N37-D21-X1-N25,0,0
16782,𓂧𓈙𓂋𓏏𓊖,dšrt,"the Red Land, desert",D46-N37-D21-X1-O49,0,0
16783,𓅟𓏏𓎽,dšrt,red pot,G27-X1-W12,0,0
16784,𓅟𓂋𓏏𓎽𓇠,dšrt,red pot,G27-D21-X1-W12-M33,0,0
16785,𓂧𓈙𓂋𓏏𓏯,dšrt,wrath,D46-N37-D21-X1-Z5,0,0
16786,𓂧𓈙𓂋𓅱𓅪𓏥,dšrw,wrath,D46-N37-D21-G43-G37-Z2,0,0
16787,𓅟𓂋𓅱𓏥,dšrw,wrath,G27-D21-G43-Z2,0,0
16788,𓂧𓈙𓂋𓅱𓅟𓏥,dšrw,wrath,D46-N37-D21-G43-G27-Z2,0,0
16789,𓂧𓈙𓂋𓅱𓅟,dšrw,blood,D46-N37-D21-G43-G27,0,0
16790,𓂧𓈙𓂋𓂐,dšrw,blood,D46-N37-D21-D26,0,0
16791,𓂧𓈎𓌽,dq,"flour, powder",D46-N29-U9,0,0
16792,𓂷𓈓,dq,"flour, powder",D51-N33A,0,0
16793,𓂧𓈎𓂷𓈓,dq,"flour, powder",D46-N29-D51-N33A,0,0
16794,𓂧𓈎𓂋𓂷𓈓,dq,"flour, powder",D46-N29-D21-D51-N33A,0,0
16795,𓂧𓈎𓇋𓇋𓂷𓈓,dq,"flour, powder",D46-N29-M17-M17-D51-N33A,0,0
16796,𓂧𓈎𓏴𓌪𓂡,dq,to hack up,D46-N29-Z9-T30-D40,0,0
16797,𓂧𓈎𓂋𓂷,dqr,"press (against), exclude (from), a process in spinning",D46-N29-D21-D51,0,0
16798,𓂧𓈎𓂋𓂷𓂻,dqr,"compel, force",D46-N29-D21-D51-D54,0,0
16799,𓂧𓈎𓂋𓂷𓈒𓏥,dqrw,"fruit, fruit trees",D46-N29-D21-D51-N33-Z2,0,0
16800,𓂧𓈎𓄿𓂷𓈒𓏥,dqrw,"fruit, fruit trees",D46-N29-G1-D51-N33-Z2,0,0
16801,𓏙𓈎,dqrw,"fruit, fruit tree(s)",X8-N29,0,0
16802,𓂧𓎼𓂷𓈒𓏥,dqrw,"fruit, fruit tree(s)",D46-W11-D51-N33-Z2,0,0
16803,𓂧𓎼𓄿𓇋𓇋𓈒𓏥,dqrw,"fruit, fruit tree(s)",D46-W11-G1-M17-M17-N33-Z2,0,0
16804,𓂧𓈎𓂷𓈒𓏥,dqrw,incense,D46-N29-D51-N33-Z2,0,0
16805,𓂧𓎼𓏯𓏛𓌪𓀜,dgꜣ,to plant,D46-W11-Z5-Y1-T30-A24,0,0
16806,𓂧𓎼𓄿𓂷𓂡,dgꜣ,"to plant, to cover, to plate",D46-W11-G1-D51-D40,0,0
16807,𓂧𓎼𓄿𓂷𓂡,dgꜣ,"to be covered, be decked",D46-W11-G1-D51-D40,0,0
16808,𓂧𓎼𓏯𓇋𓇋𓌪𓂡𓏪,dgꜣ,to overlay,D46-W11-Z5-M17-M17-T30-D40-Z3,0,0
16809,𓂧𓎼𓄿𓂷𓂡𓏫,dgꜣ,"to cover, to hide",D46-W11-G1-D51-D40-Z3A,0,0
16810,𓂧𓎼𓄿𓌪𓈔,dgꜣ,razor,D46-W11-G1-T30-N34,0,0
16811,𓂧𓎼𓄿𓏲𓈔𓏫,dgꜣw,razors,D46-W11-G1-Z7-N34-Z3A,0,0
16812,𓂧𓎼𓄿𓂾𓂻𓏛,dgꜣ,walk,D46-W11-G1-D56-D54-Y1,0,0
16813,𓂧𓎼𓄿𓇋𓏲𓂾𓏭𓂻,dgꜣ,"walk, march, take steps",D46-W11-G1-M17-Z7-D56-Z4-D54,0,0
16814,𓂧𓎼𓄿𓇋𓇋𓅪𓂻,dgꜣ,to go barefoot,D46-W11-G1-M17-M17-G37-D54,0,0
16815,𓂧𓎼𓄿𓁻,dgꜣ,to behold. to see,D46-W11-G1-D6,0,0
16816,𓂧𓎼𓄿𓇋𓇋𓁻,dgꜣ,"to behold, to see, to look, to stare",D46-W11-G1-M17-M17-D6,0,0
16817,𓂧𓎼𓄿𓇋𓇋𓏏𓁺,dgꜣyt,staring,D46-W11-G1-M17-M17-X1-D5,0,0
16818,𓂧𓎼𓄿𓇋𓇋𓏏𓄹𓏥,dgꜣyt,cuts of red meat,D46-W11-G1-M17-M17-X1-F51B-Z2,0,0
16819,𓂧𓎼𓄿𓈒𓏥,dgꜣwt,(a fruit),D46-W11-G1-N33-Z2,0,0
16820,𓂧𓎼𓀃,dgj,hide,D46-W11-A4,0,0
16821,𓂧𓎼𓄿𓇋𓇋𓀃𓅪,dgj,hide,D46-W11-G1-M17-M17-A4-G37,0,0
16822,𓂧𓎼𓁹,dgj,look (at),D46-W11-D4,0,0
16823,𓂧𓎼𓄿𓁺,dgj,look (at),D46-W11-G1-D5,0,0
16824,𓂧𓎼𓁹,dgj,"see, behold",D46-W11-D4,0,0
16825,𓂧𓎼𓇋𓇋𓁹,dgj,"see, behold",D46-W11-M17-M17-D4,0,0
16826,𓂧𓎼𓄿𓇋𓇋𓁼,dgj,"see, behold",D46-W11-G1-M17-M17-D7,0,0
16827,𓂧𓎼𓇋𓇋𓏏𓀃𓅭,dgyt,a type of bird,D46-W11-M17-M17-X1-A4-G39,0,0
16828,𓂧𓎼𓇋𓇋𓏏𓅭,dgyt,bat (mammal),D46-W11-M17-M17-X1-G39,0,0
16829,𓂧𓄿𓎼𓇋𓇋𓏏𓅯,dgyt,bat (mammal),D46-G1-W11-M17-M17-X1-G41,0,0
16830,𓂧𓂋𓎼𓇋𓇋𓏏𓅭,dgyt,bat (mammal),D46-D21-W11-M17-M17-X1-G39,0,0
16831,𓂧𓄿𓎼𓇋𓇋𓏯,dgyt,bat (mammal),D46-G1-W11-M17-M17-Z5,0,0
16832,𓂧𓅠𓅓𓆭,dgm,castor oil plant,D46-G28-G17-M1,0,0
16833,𓂧𓎼𓄿𓅓𓏲𓆰𓏥,dgm,castor oil plant,D46-W11-G1-G17-Z7-M2-Z2,0,0
16834,𓂧𓎼𓅓𓁻,dgm,be speechless,D46-W11-G17-D6,0,0
16835,𓂧𓎼𓅓𓀉,dgm,be speechless,D46-W11-G17-A7,0,0
16836,𓂧𓎼𓄿𓋴𓂾𓂻,dgs,"to walk, to set foot",D46-W11-G1-S29-D56-D54,0,0
16837,𓂧𓎼𓄿𓂷𓂡𓋴𓂾𓂻,dgs,to trepass,D46-W11-G1-D51-D40-S29-D56-D54,0,0
16838,𓂧𓎼𓊃𓂾𓂻,dgs,to trespass,D46-W11-O34-D56-D54,0,0
16839,𓂧𓎼𓂧𓎼𓂾𓂻,dgdg,to trample down,D46-W11-D46-W11-D56-D54,0,0
16840,𓂧𓎼𓄿𓂧𓎼𓂻,dgdg,to trample down,D46-W11-G1-D46-W11-D54,0,0
16841,𓂧𓎼𓄿𓂧𓎼𓄿𓂾𓂻,dgdg,"to walk over, to tread",D46-W11-G1-D46-W11-G1-D56-D54,0,0
16842,𓂧𓏏𓏤𓆰𓏫,dt,"(a plant, papyrus marsh ?)",D46-X1-Z1-M2-Z3A,0,0
16843,𓂧𓂧𓆭𓉐,dd,grove,D46-D46-M1-O1,0,0
16847,𓂞𓂞𓇋𓈒𓏥,ddj,haematite,D37-D37-M17-N33-Z2,0,0
16851,𓂧𓂧𓃹𓀭,ddwn,Dedwen (a Nubian god),D46-D46-E34-A40,0,0
16855,𓆓𓏤,ḏt,cobra,I10-Z1,0,0
16856,𓆓𓏤𓏏,ḏt,"body, image, bodily form (of god, statues), self",I10-Z1-X1,0,0
16857,𓆓𓏏𓏤𓆓𓏏𓇾,ḏt ḏt,for ever,I10-X1-Z1-I10-X1-N16,0,0
16858,𓈖𓆓𓏏𓏤𓆓𓏏𓇿,n ḏt ḏt,for ever,N35-I10-X1-Z1-I10-X1-N17,0,0
16859,𓆓𓏏𓇾,ḏt,"eternity, for ever",I10-X1-N16,0,0
16860,𓆓𓏏𓇾,ḏt,estate,I10-X1-N16,0,0
16861,𓆓𓏏,ḏt,estate,I10-X1,0,0
16862,𓆓𓏏𓏤,ḏt,estate,I10-X1-Z1,0,0
16863,𓆓𓏏𓊖,ḏt,estate,I10-X1-O49,0,0
16864,𓆓𓏏𓇾,ḏt,serf,I10-X1-N16,0,0
16865,𓆓𓏏𓇾𓀀𓁐𓏥,ḏwt,serfs,I10-X1-N16-A1-B1-Z2,0,0
16866,𓆓𓏤𓏏𓀀𓁐𓏥,ḏwt,serfs,I10-Z1-X1-A1-B1-Z2,0,0
16867,𓆓𓏏𓇇,ḏt,papyrus stem,I10-X1-M15,0,0
16868,𓆓𓏏𓏤𓈖𓈘𓈇,ḏt,flood,I10-X1-Z1-N35A-N36-N23,0,0
16869,𓍑𓄿𓏴𓆱,ḏꜣ,fire drill,U28-G1-Z9-M3,0,0
16870,𓍑𓏤,ḏꜣ,fire drill,U28-Z1,0,0
16871,𓍑𓄿𓏴𓂻,ḏꜣ,fire boring,U28-G1-Z9-D54,0,0
16872,𓍑𓏤𓁶𓄹𓏤,ḏꜣ,"head, skull",U28-Z1-D1-F51B-Z1,0,0
16873,𓍑𓏏𓂩,ḏrt,"hand, handful",U28-X1-D47,0,0
16874,𓍑𓄿𓅯,ḏꜣ,crane,U28-G1-G41,0,0
16875,𓍑𓏏𓊌𓅭,ḏꜣt,crane,U28-X1-O39-G39,0,0
16876,𓍑𓄿𓏴𓏛,ḏꜣ,"to show forth, to reveal, to extend, to carry over",U28-G1-Z9-Y1,0,0
16877,𓍑𓄿𓌷𓂝𓏏𓅆,ḏꜣ mꜣꜥt,to spread righteousness,U28-G1-U5-D36-X1-G7,0,0
16878,𓍑𓄿𓏴𓂡𓂋𓏤,ḏꜣ r,be contentious,U28-G1-Z9-D40-D21-Z1,0,0
16879,𓍑𓄿𓏴𓂡𓂋𓂧𓂾,ḏꜣ rd,impede,U28-G1-Z9-D40-D21-D46-D56,0,0
16880,𓍑𓄿𓏴𓏛𓂋𓂧𓌗,ḏꜣ rd,to stunt growth,U28-G1-Z9-Y1-D21-D46-T12,0,0
16881,𓍑𓄿𓏴𓊛𓇾𓈇𓏤,ḏꜣ tꜣ,"be busied, interfere (with)",U28-G1-Z9-P1-N16-N23-Z1,0,0
16882,𓍒𓏏𓏥,ḏꜣt,"balance, remainder, deficiency",U29-X1-Z2,0,0
16883,𓍑𓄿𓏴𓂡,ḏꜣj,"extend (arm), oppose (oneself), pierce, transfix",U28-G1-Z9-D40,0,0
16884,𓍑𓄿𓏴𓊠,ḏꜣj,"extend (arm), oppose (oneself), pierce, transfix",U28-G1-Z9-P4,0,0
16885,𓍑𓄿𓏴𓏛,ḏꜣj,to oppose,U28-G1-Z9-Y1,0,0
16886,𓍑𓄿𓇋𓇋𓏏𓏴,ḏꜣj,to block,U28-G1-M17-M17-X1-Z9,0,0
16887,𓍑𓏴𓂡,ḏꜣj,"pierce, transfix",U28-Z9-D40,0,0
16888,𓍑𓏯𓇋𓏯𓏏𓏴𓄻,ḏꜣj,(part of abdomen ?),U28-Z5-M17-Z5-X1-Z9-F51B,0,0
16889,𓍑𓄿𓇋𓐎,ḏꜣj,to violate,U28-G1-M17-Aa2,0,0
16890,𓍑𓄿𓇋𓌟𓐎,ḏꜣj,to be ill,U28-G1-M17-T19B-Aa2,0,0
16891,𓍑𓄿𓏴𓂡,ḏꜣj,"devour (food), provide (with), ",U28-G1-Z9-D40,0,0
16892,𓍑𓄿𓏴𓊠,ḏꜣj,"devour (food), provide (with), ",U28-G1-Z9-P4,0,0
16893,𓍑𓄿𓏴𓂡,ḏꜣj,"reach out (of child's mouth after milk), take (the breast to)",U28-G1-Z9-D40,0,0
16894,𓍑𓄿𓏴𓊠,ḏꜣj,"reach out (of child's mouth after milk), take (the breast to)",U28-G1-Z9-P4,0,0
16895,𓍑𓏴𓇋𓇋,ḏꜣj,reach out (of child's mouth after milk),U28-Z9-M17-M17,0,0
16896,𓍑𓄿𓇋𓇋𓊛𓏫,ḏꜣj,ferry boat,U28-G1-M17-M17-P1-Z3A,0,0
16898,𓍑𓄿𓏴𓊛,ḏꜣj,"ferry (one across), cross (sky)",U28-G1-Z9-P1,0,0
16899,𓍑𓊛,ḏꜣj,"ferry (one across), cross (sky)",U28-P1,0,0
16901,𓍑𓄿𓇋𓇋𓊛,ḏꜣj,"to sail over, ferry (one across), cross (sky)",U28-G1-M17-M17-P1,0,0
16902,𓍑𓄿𓏏𓊛,ḏꜣj,to convey,U28-G1-X1-P1,0,0
16903,𓇋𓂋𓏭𓀸𓏛𓀀𓍑𓄿𓏭𓊛𓀜,jry ḏꜣy,passenger,M17-D21-Z4-A47-Y1-A1-U28-G1-Z4-P1-A24,0,0
16904,𓍑𓄿𓇋𓇋𓏱,ḏꜣjw,transgressor,U28-G1-M17-M17-Z6,0,0
16905,𓍑𓄿𓇋𓇋𓏏𓏴,ḏꜣjw,transgressor,U28-G1-M17-M17-X1-Z9,0,0
16906,𓍑𓄿𓇋𓏲𓏛𓀜,ḏꜣjw,foe,U28-G1-M17-Z7-Y1-A24,0,0
16907,𓍑𓄿𓁹𓂋𓏭𓈒𓏥,ḏꜣjr,(a fruit ?),U28-G1-D4-D21-Z4-N33-Z2,0,0
16908,𓍑𓄿𓇋𓋴𓏭𓆰𓏪,ḏꜣjs,straw (?),U28-G1-M17-S29-Z4-M2-Z3,0,0
16909,𓍑𓄿𓇋𓋴𓆰,ḏꜣjs,hostility,U28-G1-M17-S29-M2,0,0
16910,𓍑𓄿𓇋𓋴𓀁,ḏꜣjs,"dispute, argue, oppose (actions)",U28-G1-M17-S29-A2,0,0
16911,𓍑𓄿𓋴𓀁,ḏꜣjs,"dispute, argue, oppose (actions)",U28-G1-S29-A2,0,0
16912,𓍑𓇋𓋴𓀜,ḏꜣjs,"argument, dispute",U28-M17-S29-A24,0,0
16913,𓍑𓄿𓇋𓋴𓏯,ḏꜣjs,"argument, dispute",U28-G1-M17-S29-Z5,0,0
16915,𓍑𓄿𓇋𓋴𓅱𓀁𓀀,ḏꜣjsw,disputant,U28-G1-M17-S29-G43-A2-A1,0,0
16920,𓍑𓄿𓇋𓇋𓏏𓅪𓏥,ḏꜣyt,wrongdoing,U28-G1-M17-M17-X1-G37-Z2,0,0
16921,𓍑𓏏,ḏꜣyt,wrongdoing,U28-X1,0,0
16922,𓍑𓏏𓏴,ḏꜣyt,wrongdoing,U28-X1-Z9,0,0
16923,𓍑𓄿𓏏𓏝,ḏꜣyt,wrongdoing,U28-G1-X1-Y2,0,0
16924,𓍑𓄿𓇋𓇋𓏏𓏱,ḏꜣyt,"ill, harm, wrong",U28-G1-M17-M17-X1-Z6,0,0
16925,𓍑𓄿𓇋𓏏𓇋𓀐𓏦,ḏꜣyt,"ill, harm, wrong",U28-G1-M17-X1-M17-A14-Z2A,0,0
16926,𓍑𓄿𓏴𓏛,ḏꜣyt,transgression,U28-G1-Z9-Y1,0,0
16927,𓍑𓄿𓏴𓅠,ḏꜣyt,offence,U28-G1-Z9-G28,0,0
16928,𓍑𓄿𓇋𓇋𓏏𓍱,ḏꜣyt,"robe, cloak",U28-G1-M17-M17-X1-V6,0,0
16929,𓇋𓀁𓍑𓄿𓍱,ḏꜣyt,"robe, cloak",M17-A2-U28-G1-V6,0,0
16930,𓍑𓄿𓇋𓇋𓏲𓏱,ḏꜣyw,opponent,U28-G1-M17-M17-Z7-Z6,0,0
16931,𓍑𓄿𓏴𓅂𓁄𓏪,ḏꜣytyw,opponents,U28-G1-Z9-G4-A59A-Z3,0,0
16932,𓍑𓄿𓇋𓇋𓅂,ḏꜣytyw,opponents,U28-G1-M17-M17-G4,0,0
16933,𓍑𓅱𓋳,ḏꜣw,mat,U28-G43-S28,0,0
16934,𓍑𓄿𓋳,ḏꜣw,mat,U28-G1-S28,0,0
16935,𓍑𓏤𓋳,ḏꜣw,mat,U28-Z1-S28,0,0
16936,𓍑𓄿𓅱𓇰,ḏꜣw,night,U28-G1-G43-N2,0,0
16937,𓍑𓄿𓍯𓄿𓍘𓇋𓅭,ḏꜥwꜣtj,sandfly,U28-G1-V4-G1-U33-M17-G39,0,0
16938,𓂋𓍑𓄿𓅱𓏏𓏴𓏛,r ḏꜣwt,"in return for, because of",D21-U28-G1-G43-X1-Z9-Y1,0,0
16939,𓂋𓍑𓏏𓅱,r ḏꜣwt,"in return for, because of",D21-U28-X1-G43,0,0
16940,𓂋𓍑𓏏𓏴,r ḏꜣwt,"in return for, because of",D21-U28-X1-Z9,0,0
16941,𓂋𓍑𓄿𓅱𓏏𓐎𓏛𓏥,r ḏꜣwt,"in return for, because of",D21-U28-G1-G43-X1-Aa2-Y1-Z2,0,0
16942,𓍑𓄿𓂝𓏲𓈎𓀁,ḏꜣꜥq,cry,U28-G1-D36-Z7-N29-A2,0,0
16943,𓍑𓄿𓃀𓎛𓅱𓂝𓀀,ḏꜣbḥw,type of fisherman,U28-G1-D58-V28-G43-D36-A1,0,0
16944,𓍑𓄿𓆑𓊮,ḏꜣf,"heat, burn",U28-G1-I9-Q7,0,0
16946,𓍑𓄿𓅓𓏲𓀔𓀀𓏥,ḏꜣmw,"young men, troops",U28-G1-G17-Z7-A17-A1-Z2,0,0
16947,𓍑𓄿𓅓𓌙𓀀𓏥,ḏꜣmw,young men,U28-G1-G17-T14-A1-Z2,0,0
16948,𓍑𓄿𓅓𓏲𓀔𓀀𓁐𓏥,ḏꜣmw,young men,U28-G1-G17-Z7-A17-A1-B1-Z2,0,0
16956,𓍑𓄿𓂋𓏛𓏥,ḏꜣrw,need,U28-G1-D21-Y1-Z2,0,0
16957,𓍑𓄿𓂋𓅱𓀁,ḏꜣrw,need,U28-G1-D21-G43-A2,0,0
16960,𓍑𓉔𓏭𓈉,ḏꜣhy,part of Palestine and Phoenicia,U28-O4-Z4-N25,0,0
16961,𓍑𓎛𓏏𓉐,ḏꜣḥt,pit,U28-V28-X1-O1,0,0
16962,𓍑𓏏𓏏𓐖,ḏꜣtt,estate,U28-X1-X1-Aa8,0,0
16963,𓐖𓏏𓏏,ḏꜣtt,estate,Aa8-X1-X1,0,0
16964,𓐖𓏏𓊖,ḏꜣtt,estate,Aa8-X1-O49,0,0
16965,𓈈𓏏𓊖,ḏꜣtt,estate,N24-X1-O49,0,0
16966,𓐖𓈇𓏤,ḏꜣtt,estate,Aa8-N23-Z1,0,0
16967,𓍑𓄿𓂧𓅱𓉹,ḏꜣdw,audience hall,U28-G1-D46-G43-O27,0,0
16968,𓍑𓄿𓂧𓅱𓉐,ḏꜣdw,audience hall,U28-G1-D46-G43-O1,0,0
16969,𓍑𓄿𓍑𓄿𓁶𓄻,ḏꜣḏꜣ,head,U28-G1-U28-G1-D1-F51B,0,0
16970,𓍑𓄿𓍑𓄿𓁶𓏤,ḏꜣḏꜣ,"head, tip (of bow)",U28-G1-U28-G1-D1-Z1,0,0
16971,𓁶𓏤,ḏꜣḏꜣ,"head, tip (of bow)",D1-Z1,0,0
16972,𓍑𓍑𓁶,ḏꜣḏꜣ,"head, tip (of bow)",U28-U28-D1,0,0
16973,𓍑𓍑𓁶,ḏꜣḏꜣ,bulb,U28-U28-D1,0,0
16974,𓍑𓄿𓍑𓄿𓁶𓏤𓅆,ḏꜣḏꜣ,bulb,U28-G1-U28-G1-D1-Z1-G7,0,0
