pie 	 adverb 	 piously 	 piously
estadi 	 verb 	 remain 	 to continue to be, to be for some time, to remain
estadi 	 verb 	 be 	 to continue to be, to be for some time, to remain
gruvi 	 verb 	 groove 	 To enjoy rhythmic music, to groove
ranca 	 adjective 	 rancid 	 rancid
taŭono 	 noun 	 tauon 	 tauon
ameti 	 verb 	 like 	 to love a little, to like, be fond of
ameti 	 verb 	 fond 	 to love a little, to like, be fond of
ameti 	 verb 	 love 	 to love a little, to like, be fond of
ameti 	 verb 	 a little 	 to love a little, to like, be fond of
reganto 	 noun 	 regent 	 regent
ĉukĉa 	 adjective 	 Chukotka 	 Chukchi, relating to or coming from Chukotka
ĉukĉa 	 adjective 	 Chukchi 	 Chukchi, relating to or coming from Chukotka
edzigi 	 verb 	 marry 	 to marry
humiligi 	 verb 	 humiliate 	 to humiliate, debase
humiligi 	 verb 	 debase 	 to humiliate, debase
prefere 	 adverb 	 preferably 	 preferably
anĉo 	 noun 	 reed 	 a reed
arkta 	 adjective 	 Arctic 	 Arctic; of the Arctic
arkta 	 adjective 	 Arctic 	 Arctic; of the Arctic
bito 	 noun 	 bit 	 bit
ĉasio 	 noun 	 chassis 	 chassis
ĥino 	 noun 	 Chinese 	 a Chinese person
drivi 	 verb 	 drift 	 to drift
etno 	 noun 	 ethnicity 	 an ethnicity
etno 	 noun 	 gento 	 gento
eŭfemismo 	 noun 	 euphemism 	 a euphemism
farĉi 	 verb 	 stuff 	 to stuff
glisi 	 verb 	 glide 	 to glide
ofendi 	 verb 	 offend 	 to offend
digamo 	 noun 	 digamma 	 digamma
zeto 	 noun 	 zeta 	 zeta
muo 	 noun 	 mu 	 mu
kopo 	 noun 	 koppa 	 koppa
taŭo 	 noun 	 tau 	 tau
ĥio 	 noun 	 chiEtymology_1 	 chi
heto 	 noun 	 heta 	 heta
interligo 	 noun 	 alliance 	 an association between two parts, such as nations, groups, families or persons. An alliance, testament
interligo 	 noun 	 testament 	 an association between two parts, such as nations, groups, families or persons. An alliance, testament
interligo 	 noun 	 covenant 	 He has done this to show mercy to our ancestors, and to remember his holy covenant –
interligo 	 noun 	 to link 	 gloss=to link
aviada 	 adjective 	 aviation 	 related to aviation
eriko 	 noun 	 erica 	 erica
kontinua 	 adjective 	 continuous 	 continuous
junipero 	 noun 	 Juniperus 	 juniper, shrub or tree of the genus Juniperus
junipero 	 noun 	 juniper 	 juniper, shrub or tree of the genus Juniperus
ŝedo 	 noun 	 shed 	 shed
ŝedo 	 noun 	 penthouse 	 penthouse
edziginto 	 noun 	 spouse 	 spouse : into
ĝermi 	 verb 	 germinate 	 to germinate
ĝermi 	 verb 	 sprout 	 to sprout, bud
ĝermi 	 verb 	 bud 	 to sprout, bud
ĝustigi 	 verb 	 adjust 	 adjust
ekiri 	 verb 	 start 	 to start to go
ekiri 	 verb 	 go 	 to start to go
reteni 	 verb 	 retain 	 to keep, retain
reteni 	 verb 	 detain 	 to hold back, detain
ĵuri 	 verb 	 swear 	 to swear
ĵuri 	 verb 	 w:World Congress of Esperanto 	 * 1905, L. L. Zamenhof, speech at the first World Congress of Esperanto
ĵuri 	 verb 	 w:L. L. Zamenhof 	 * 1905, L. L. Zamenhof, speech at the first World Congress of Esperanto
gravedigi 	 verb 	 impregnate 	 to impregnate
aĝa 	 adjective 	 old 	 of  an age,  old, aged
aĝa 	 adjective 	 age 	 of  an age,  old, aged
stumpo 	 noun 	 stump 	 stump
postaĵo 	 noun 	 rear 	 back part, rear
postaĵo 	 noun 	 back 	 back part, rear
postaĵo 	 noun 	 backside 	 backside, bottom, butt
postaĵo 	 noun 	 bottom 	 backside, bottom, butt
postaĵo 	 noun 	 butt 	 backside, bottom, butt
kaĉo 	 noun 	 gruel 	 porridge, gruel, pap
kaĉo 	 noun 	 pap 	 porridge, gruel, pap
kaĉo 	 noun 	 porridge 	 porridge, gruel, pap
kaĝo 	 noun 	 cage 	 cage
frostiĝi 	 verb 	 freeze 	 to freeze
voko 	 noun 	 call 	 a call
oriolo 	 noun 	 oriole 	 oriole
produkto 	 noun 	 product 	 product
produkto 	 noun 	 production 	 production
saĝe 	 adverb 	 wisely 	 wisely
kuŝiĝi 	 verb 	 lie down 	 to lie down
kolere 	 adverb 	 angrily 	 angrily
sfinkso 	 noun 	 sphinx 	 sphinx
erao 	 noun 	 era 	 era
kokso 	 noun 	 hip 	 hip
solena 	 adjective 	 ceremonious 	 ceremonious, solemn, ceremonial
solena 	 adjective 	 solemn 	 ceremonious, solemn, ceremonial
solena 	 adjective 	 ceremonial 	 ceremonious, solemn, ceremonial
angio 	 noun 	 blood vessel 	 blood vessel
somera 	 adjective 	 summer 	 summer; of or relating to summer
glora 	 adjective 	 famous 	 glorious, famous
glora 	 adjective 	 glorious 	 glorious, famous
jam temp' está 	 phrase 	 high time 	 it's high time, it's about time
jam temp' está 	 phrase 	 it's about time 	 it's high time, it's about time
jam temp' está 	 phrase 	 w:William Auld 	 * 1987, William Auld , La Graveco de la Fideliĝo, translation of The Importance of Being Earnest by Oscar Wilde
jam temp' está 	 phrase 	 w:Oscar Wilde 	 * 1987, William Auld , La Graveco de la Fideliĝo, translation of The Importance of Being Earnest by Oscar Wilde
d-ino 	 noun 	 doctress 	 |doctress
ŭaŭ 	 interjection 	 wow 	 wow
vegana 	 adjective 	 vegan 	 vegan
akĉento 	 noun 	 accent 	 accent
inaŭguri 	 verb 	 inaugurate 	 to inaugurate
inaŭguro 	 noun 	 inauguration 	 inauguration
sieĝo 	 noun 	 siege 	 siege
vilao 	 noun 	 villa 	 villa
advento 	 noun 	 Advent 	 Advent
gluo 	 noun 	 glue 	 glue, paste
gluo 	 noun 	 paste 	 glue, paste
stepo 	 noun 	 steppe 	 moor, steppe
stepo 	 noun 	 moor 	 moor, steppe
alofono 	 noun 	 allophone 	 allophone
veturo 	 noun 	 ride 	 ride, trip
veturo 	 noun 	 trip 	 ride, trip
lipido 	 noun 	 lipid 	 lipid
akre 	 adverb 	 sharply 	 harshly, sharply
akre 	 adverb 	 harshly 	 harshly, sharply
ŝarĝo 	 noun 	 burden 	 load, burden
ŝarĝo 	 noun 	 load 	 load, burden
kaŭri 	 verb 	 squat 	 To squat
kaŭri 	 verb 	 crouch 	 To crouch
ĝentile 	 adverb 	 politely 	 courteously, politely, gallantly
ĝentile 	 adverb 	 courteously 	 courteously, politely, gallantly
ĝentile 	 adverb 	 gallantly 	 courteously, politely, gallantly
sidigi 	 verb 	 seat 	 to seat
pleje 	 adverb 	 most 	 the most; to the greatest degree
foriĝi 	 verb 	 go away 	 to go away
ŝirmi 	 verb 	 shield 	 to protect, shield
ŝirmi 	 verb 	 protect 	 to protect, shield
ĝis la 	 interjection 	 bye 	 bye
pleniĝi 	 verb 	 fill up 	 to fill up, become full
pleniĝi 	 verb 	 full 	 to fill up, become full
larĝe 	 adverb 	 widely 	 widely
kontentiĝi 	 verb 	 satisfy 	 to content oneself, be contented, be satisfied with something
kontentiĝi 	 verb 	 content 	 to content oneself, be contented, be satisfied with something
kontentiĝi 	 verb 	 content oneself 	 to content oneself, be contented, be satisfied with something
ioma 	 adjective 	 slight 	 slight
ĝemi 	 verb 	 groan 	 to moan, groan
ĝemi 	 verb 	 moan 	 to moan, groan
venĝi 	 verb 	 avenge 	 to avenge
venĝi 	 verb 	 revenge 	 to get revenge
reputacio 	 noun 	 reputation 	 reputation
ĥine 	 adverb 	 Chinese 	 |in Chinese
ŝanhaja 	 adjective 	 Shanghai 	 of or from Shanghai
ĥore 	 adverb 	 in chorus 	 in chorus
ĥore 	 adverb 	 choir 	 as or by a choir
antikristo 	 noun 	 Antichrist 	 Antichrist
sankte 	 adverb 	 sacredly 	 holily, sacredly
sankte 	 adverb 	 holily 	 holily, sacredly
meĥanike 	 adverb 	 mechanically 	 |mechanically
dekdu 	 numeral 	 twelve 	 |twelve
dektri 	 numeral 	 thirteen 	 |thirteen
dekkvar 	 numeral 	 fourteen 	 |fourteen
dekkvin 	 numeral 	 fifteen 	 |fifteen
dekses 	 numeral 	 sixteen 	 |sixteen
deksep 	 numeral 	 seventeen 	 |seventeen
dekok 	 numeral 	 eighteen 	 |eighteen
deknaŭ 	 numeral 	 nineteen 	 |nineteen
dudekunu 	 numeral 	 twenty-one 	 |twenty-one
dudekdu 	 numeral 	 twenty-two 	 |twenty-two
dudektri 	 numeral 	 twenty-three 	 |twenty-three
dudekkvar 	 numeral 	 twenty-four 	 |twenty-four
dudekkvin 	 numeral 	 twenty-five 	 |twenty-five
dudekses 	 numeral 	 twenty-six 	 |twenty-six
dudeksep 	 numeral 	 twenty-seven 	 |twenty-seven
dudekok 	 numeral 	 twenty-eight 	 |twenty-eight
dudeknaŭ 	 numeral 	 twenty-nine 	 |twenty-nine
tridekunu 	 numeral 	 thirty-one 	 |thirty-one
tridekdu 	 numeral 	 thirty-two 	 |thirty-two
tridektri 	 numeral 	 thirty-three 	 |thirty-three
tridekkvar 	 numeral 	 thirty-four 	 |thirty-four
tridekkvin 	 numeral 	 thirty-five 	 |thirty-five
tridekses 	 numeral 	 thirty-six 	 |thirty-six
trideksep 	 numeral 	 thirty-seven 	 |thirty-seven
tridekok 	 numeral 	 thirty-eight 	 |thirty-eight
trideknaŭ 	 numeral 	 thirty-nine 	 |thirty-nine
kvardekunu 	 numeral 	 forty-one 	 |forty-one
kvardekdu 	 numeral 	 forty-two 	 |forty-two
kvardektri 	 numeral 	 forty-three 	 |forty-three
kvardekkvar 	 numeral 	 forty-four 	 |forty-four
kvardekkvin 	 numeral 	 forty-five 	 |forty-five
kvardekses 	 numeral 	 forty-six 	 |forty-six
kvardeksep 	 numeral 	 forty-seven 	 |forty-seven
kvardekok 	 numeral 	 forty-eight 	 |forty-eight
kvardeknaŭ 	 numeral 	 forty-nine 	 |forty-nine
kvindekunu 	 numeral 	 fifty-one 	 |fifty-one
kvindekdu 	 numeral 	 fifty-two 	 |fifty-two
kvindektri 	 numeral 	 fifty-three 	 |fifty-three
kvindekkvar 	 numeral 	 fifty-four 	 |fifty-four
kvindekkvin 	 numeral 	 fifty-five 	 |fifty-five
kvindekses 	 numeral 	 fifty-six 	 |fifty-six
kvindeksep 	 numeral 	 fifty-seven 	 |fifty-seven
kvindekok 	 numeral 	 fifty-eight 	 |fifty-eight
kvindeknaŭ 	 numeral 	 fifty-nine 	 |fifty-nine
sesdekunu 	 numeral 	 sixty-one 	 |sixty-one
sesdekdu 	 numeral 	 sixty-two 	 |sixty-two
sesdektri 	 numeral 	 sixty-three 	 |sixty-three
sesdekkvar 	 numeral 	 sixty-four 	 |sixty-four
sesdekkvin 	 numeral 	 sixty-five 	 |sixty-five
sesdekses 	 numeral 	 sixty-six 	 |sixty-six
sesdeksep 	 numeral 	 sixty-seven 	 |sixty-seven
sesdekok 	 numeral 	 sixty-eight 	 |sixty-eight
sesdeknaŭ 	 numeral 	 sixty-nine 	 |sixty-nine
sepdekunu 	 numeral 	 seventy-one 	 |seventy-one
sepdekdu 	 numeral 	 seventy-two 	 |seventy-two
sepdektri 	 numeral 	 seventy-three 	 |seventy-three
sepdekkvar 	 numeral 	 seventy-four 	 |seventy-four
sepdekkvin 	 numeral 	 seventy-five 	 |seventy-five
sepdekses 	 numeral 	 seventy-six 	 |seventy-six
sepdeksep 	 numeral 	 seventy-seven 	 |seventy-seven
sepdekok 	 numeral 	 seventy-eight 	 |seventy-eight
sepdeknaŭ 	 numeral 	 seventy-nine 	 |seventy-nine
okdekunu 	 numeral 	 eighty-one 	 |eighty-one
okdekdu 	 numeral 	 eighty-two 	 |eighty-two
okdektri 	 numeral 	 eighty-three 	 |eighty-three
okdekkvar 	 numeral 	 eighty-four 	 |eighty-four
okdekkvin 	 numeral 	 eighty-five 	 |eighty-five
okdekses 	 numeral 	 eighty-six 	 |eighty-six
okdeksep 	 numeral 	 eighty-seven 	 |eighty-seven
okdekok 	 numeral 	 eighty-eight 	 |eighty-eight
okdeknaŭ 	 numeral 	 eighty-nine 	 |eighty-nine
naŭdekunu 	 numeral 	 ninety-one 	 |ninety-one
naŭdekdu 	 numeral 	 ninety-two 	 |ninety-two
naŭdektri 	 numeral 	 ninety-three 	 |ninety-three
naŭdekkvar 	 numeral 	 ninety-four 	 |ninety-four
naŭdekkvin 	 numeral 	 ninety-five 	 |ninety-five
naŭdekses 	 numeral 	 ninety-six 	 |ninety-six
naŭdeksep 	 numeral 	 ninety-seven 	 |ninety-seven
naŭdekok 	 numeral 	 ninety-eight 	 |ninety-eight
naŭdeknaŭ 	 numeral 	 ninety-nine 	 |ninety-nine
menuo 	 noun 	 menu 	 menu
ĉi-foje 	 adverb 	 this time 	 this time
futo 	 noun 	 inch 	 unit of measurement equal to twelve inches foot
futo 	 noun 	 foot 	 unit of measurement equal to twelve inches foot
kompare 	 adverb 	 compared 	 compared
feino 	 noun 	 fairy 	 fairy specifically female
dediĉo 	 noun 	 dedication 	 dedication
dozo 	 noun 	 dose 	 dose
disvastigi 	 verb 	 spread 	 to spread, disseminate
disvastigi 	 verb 	 disseminate 	 to spread, disseminate
spezi 	 verb 	 spend 	 to pay, spend
spezi 	 verb 	 pay 	 to pay, spend
antibiotika 	 adjective 	 antibiotic 	 antibiotic
animala 	 adjective 	 animal 	 animal
norden 	 adverb 	 northward 	 northward
kruta 	 adjective 	 steep 	 steep
mosko 	 noun 	 musk 	 musk
iraĉi 	 verb 	 badly 	 to go badly
aktivo 	 noun 	 asset 	 asset
aktivo 	 noun 	 active 	 active voice
aktivo 	 noun 	 voice 	 active voice
koniĝi 	 verb 	 know 	 to make oneself known
koniĝi 	 verb 	 familiar 	 to get familiar with something
bolido 	 noun 	 bolide 	 bolide
instrukcio 	 noun 	 instruction 	 instruction
porcio 	 noun 	 portion 	 portion, part
porcio 	 noun 	 part 	 portion, part
porcio 	 noun 	 allowance 	 allowance, share
porcio 	 noun 	 share 	 allowance, share
ĉaro 	 noun 	 wagon 	 chariot, wagon, cart
ĉaro 	 noun 	 chariot 	 chariot, wagon, cart
ĉaro 	 noun 	 cart 	 chariot, wagon, cart
ĉareto 	 noun 	 hand-cart 	 hand-cart or trolley
ĉareto 	 noun 	 trolley 	 hand-cart or trolley
ĉareto 	 noun 	 carriage 	 typewriter carriage
aorto 	 noun 	 aorta 	 aorta
aŭditorio 	 noun 	 auditorium 	 auditorium
ŝargi 	 verb 	 burden 	 to load, burden
ŝargi 	 verb 	 load 	 to load, burden
ŝlimo 	 noun 	 muck 	 muck, mud, sludge; soft muddy soil or a similar substance lying at the bottom of a body of water that has little or no water flow
ŝlimo 	 noun 	 mud 	 muck, mud, sludge; soft muddy soil or a similar substance lying at the bottom of a body of water that has little or no water flow
ŝlimo 	 noun 	 sludge 	 muck, mud, sludge; soft muddy soil or a similar substance lying at the bottom of a body of water that has little or no water flow
peticio 	 noun 	 petition 	 petition
pigreco 	 noun 	 laziness 	 laziness
pinĉi 	 verb 	 pinch 	 to pinch
ĉilia 	 adjective 	 Chilean 	 Chilean
fraŭde 	 adverb 	 fraudulently 	 fraudulently
fraŭda 	 adjective 	 fraudulent 	 fraudulent
kroni 	 verb 	 crown 	 to crown
nedankinde 	 interjection 	 you're welcome 	 you're welcome
felo 	 noun 	 fur 	 fur
ĥano 	 noun 	 khan 	 khan
ananasa 	 adjective 	 pineapple 	 pineapple
akcenta 	 adjective 	 emphasize 	 accented, emphasized, stressed
akcenta 	 adjective 	 stress 	 accented, emphasized, stressed
akcenta 	 adjective 	 accent 	 accented, emphasized, stressed
luli 	 verb 	 cradle 	 to cradle
ento 	 noun 	 entity 	 entity
poŭpo 	 noun 	 stern 	 the rear of a boat, stern
mencio 	 noun 	 mention 	 mention
norde 	 adverb 	 northerly 	 northerly
lieno 	 noun 	 spleen 	 spleen
dieto 	 noun 	 diet 	 diet
ŝargo 	 noun 	 charge 	 charge
ĝuo 	 noun 	 pleasure 	 enjoyment, pleasure
ĝuo 	 noun 	 enjoyment 	 enjoyment, pleasure
reŭmatismo 	 noun 	 rheumatism 	 rheumatism
fiŝa 	 adjective 	 fish 	 fish
hotela 	 adjective 	 hotel 	 hotel
leĝa 	 adjective 	 legal 	 legal
dudekdua 	 adjective 	 twenty-second 	 t=twenty-second
dudekunua 	 adjective 	 twenty-first 	 twenty-first
deknaŭa 	 adjective 	 nineteenth 	 nineteenth
dekoka 	 adjective 	 eighteenth 	 eighteenth
deksepa 	 adjective 	 seventeenth 	 seventeenth
deksesa 	 adjective 	 sixteenth 	 sixteenth
malsaniĝi 	 verb 	 sick 	 to get sick, become sick
malsaniĝi 	 verb 	 get sick 	 to get sick, become sick
maltrankviliĝi 	 verb 	 jumpy 	 to become agitated or jumpy; to become less calm
maltrankviliĝi 	 verb 	 agitated 	 to become agitated or jumpy; to become less calm
maltrankviliĝi 	 verb 	 calm 	 to become agitated or jumpy; to become less calm
vilaĝa 	 adjective 	 village 	 village
aprobo 	 noun 	 approval 	 approval
havaĵo 	 noun 	 possession 	 possession, property
havaĵo 	 noun 	 property 	 possession, property
ĝemo 	 noun 	 groan 	 moan, groan
ĝemo 	 noun 	 moan 	 moan, groan
ĵuro 	 noun 	 oath 	 oath
opcio 	 noun 	 option 	 option, choice, alternative
opcio 	 noun 	 alternative 	 option, choice, alternative
opcio 	 noun 	 choice 	 option, choice, alternative
ŝerce 	 adverb 	 jokingly 	 jokingly
altaĵo 	 noun 	 knoll 	 elevated area, hill, knoll
altaĵo 	 noun 	 hill 	 elevated area, hill, knoll
altaĵo 	 noun 	 elevate 	 elevated area, hill, knoll
altaĵo 	 noun 	 fortress 	 fortified city, citadel, fortress
altaĵo 	 noun 	 citadel 	 fortified city, citadel, fortress
altaĵo 	 noun 	 high 	 high place
brue 	 adverb 	 noisily 	 noisily
saĝo 	 noun 	 wisdom 	 wisdom, judgment, insight
saĝo 	 noun 	 judgment 	 wisdom, judgment, insight
saĝo 	 noun 	 insight 	 wisdom, judgment, insight
edzinigi 	 verb 	 marry 	 to marry
kateni 	 verb 	 shackle 	 to shackle
klariĝi 	 verb 	 clear 	 to become clear
pado 	 noun 	 path 	 unpaved path
pado 	 noun 	 un- 	 unpaved path
pado 	 noun 	 paved 	 unpaved path
satano 	 noun 	 devil 	 devil
silentiĝi 	 verb 	 silent 	 to become silent
aspekte 	 adverb 	 appearance 	 seemingly, in appearance
aspekte 	 adverb 	 seemingly 	 seemingly, in appearance
certiĝi 	 verb 	 certain 	 to become certain
kovi 	 verb 	 brood 	 to brood
gumo 	 noun 	 rubber 	 rubber
kaliko 	 noun 	 chalice 	 chalice
vinko 	 noun 	 periwinkle 	 periwinkle
anstataŭulo 	 noun 	 replacement 	 a person who stands in for another, substitute, replacement stand in, proxy
anstataŭulo 	 noun 	 stand in 	 a person who stands in for another, substitute, replacement stand in, proxy
anstataŭulo 	 noun 	 substitute 	 a person who stands in for another, substitute, replacement stand in, proxy
anstataŭulo 	 noun 	 proxy 	 a person who stands in for another, substitute, replacement stand in, proxy
hipodromo 	 noun 	 hippodrome 	 track, hippodrome
hipodromo 	 noun 	 track 	 track, hippodrome
ŝmaci 	 verb 	 smack 	 to smack
aĉi 	 verb 	 rotten 	 to be awful, rotten, terrible
aĉi 	 verb 	 terrible 	 to be awful, rotten, terrible
aĉi 	 verb 	 awful 	 to be awful, rotten, terrible
omaĝe 	 adverb 	 homage 	 in homage of
suoma 	 adjective 	 Finnish 	 Finnish
kompleto 	 noun 	 suit 	 suit
orfiĉo 	 noun 	 orphan 	 orphan
praa 	 adjective 	 ancient 	 ancient, primeval
praa 	 adjective 	 primeval 	 ancient, primeval
freŝe 	 adverb 	 freshly 	 freshly
iĉa 	 adjective 	 masculine 	 male, masculine
iĉa 	 adjective 	 male 	 male, masculine
mi sangas 	 phrase 	 bleeding 	 I'm bleeding
mi sangas 	 phrase 	 I'm 	 I'm bleeding
frosta 	 adjective 	 frosty 	 frosty
frosta 	 adjective 	 freezing 	 freezing
froste 	 adverb 	 freezing 	 freezing, frosty
froste 	 adverb 	 frosty 	 freezing, frosty
tokipona 	 adjective 	 Toki Pona 	 of or pertaining to Toki Pona
ĵaro 	 noun 	 jar 	 jar container
fabriki 	 verb 	 manufacture 	 to manufacture
muko 	 noun 	 mucus 	 slime, mucus
muko 	 noun 	 slime 	 slime, mucus
literaturaĵo 	 noun 	 literature 	 work of literature
literaturaĵo 	 noun 	 work 	 work of literature
mistiko 	 noun 	 mysticism 	 mysticism
mistiko 	 noun 	 superstition 	 superstition
kontrabando 	 noun 	 contraband 	 contraband
sahara 	 adjective 	 Saharan 	 Saharan
galopi 	 verb 	 gallop 	 to gallop
galopi 	 verb 	 rush 	 to rush, race
galopi 	 verb 	 race 	 to rush, race
ambli 	 verb 	 amble 	 to amble ; to ride a quaduped at an ambling pace
ambli 	 verb 	 ride 	 to amble ; to ride a quaduped at an ambling pace
ambli 	 verb 	 amble 	 to amble
amnezia 	 adjective 	 amnesic 	 amnesic
antaŭenigi 	 verb 	 forward 	 to move / push  forward, put out
antaŭenigi 	 verb 	 put out 	 to move / push  forward, put out
antaŭenigi 	 verb 	 further 	 to move / push  forward, advance, promote, further
antaŭenigi 	 verb 	 advance 	 to move / push  forward, advance, promote, further
antaŭenigi 	 verb 	 promote 	 to move / push  forward, advance, promote, further
antaŭeniĝi 	 verb 	 advance 	 to move forward, advance
antaŭeniĝi 	 verb 	 move forward 	 to move forward, advance
lacigi 	 verb 	 tire 	 to tire, wear out from 1890s
lacigi 	 verb 	 wear out 	 to tire, wear out from 1890s
necesaĵo 	 adjective 	 necessary 	 Something that is necessary; a necessity
necesaĵo 	 adjective 	 necessity 	 Something that is necessary; a necessity
diri 	 verb 	 tell 	 to say, tell
diri 	 verb 	 say 	 to say, tell
noca 	 adjective 	 harmful 	 harmful
kurbiĝi 	 verb 	 bend 	 to bend
pretiĝi 	 verb 	 prepare 	 intransitive to prepare, get ready
pretiĝi 	 verb 	 get ready 	 intransitive to prepare, get ready
tonelo 	 noun 	 ton 	 ton
ruze 	 adverb 	 slyly 	 cunningly, slyly
ruze 	 adverb 	 cunningly 	 cunningly, slyly
ĉiĉerono 	 noun 	 tour guide 	 cicerone, tour guide
ĉiĉerono 	 noun 	 cicerone 	 cicerone, tour guide
junko 	 noun 	 rush 	 rush, reed
