dictionary	dictiōnārium
smartness	nitor
as soon as possible	quam primum
as soon as possible	quam celerrime
foul-smelling	foetidus
sweet-smelling	suāveolens
sweet-smelling	hālans
greatness	magnitudo
blandishment	blandīmentum
blandishment	dēlēnīmentum
redeemer	redemptor
redeemer	redemptor
time flies	tempus fugit
little by little	paulātim
little by little	tractim
little by little	pauxillātim
bit by bit	paulātim
bleariness	lippitūdō
brashness	procācitās
broadness	lātitūdō
broadness	pinguitūdō
anthropocentrism	anthropocentrismus
efficiently	efficienter
coheir	cohērēs
cold shoulder	repulsa
galway	Comitātus Gallivēnsis
galway	Galvia
colicky	torminōsus
unworthiness	indignitās
unwieldiness	inhabilitās
no longer	non iam
punching bag	cōrycus
keycard	chartula ad accessum
costliness	cāritas
believably	credibiliter
credibly	credibiliter
corruptly	corruptē
gallnut	galla
ballsack	culleus
commonalty	plēbs
homeric	homēricus
homeric	homēriācus
homeric	homērius
make way	dēcēdō
untrained	inexercitātus
obelus	obelus
obelus	verū
republicanism	republicanismus
recruitment	conquīsītiō
conqueress	victrix
long-standing	inveterātus
fencepost	vacerra
long-haired	comāns
long-haired	comātus
orcadian	Orcadēnsis
fixable	reparābilis
cowherd	bubulcus
olive grove	olīvētum
custom house	telōnium
custom house	telōnēum
drowse	dormītō
skeleton key	adulter
per capita	per capita
unpolluted	impollutus
unpolluted	incoinquinātus
bloodstained	cruentus
bloodstained	sanguineus
unhurt	illaesus
unhurt	incolumis
undefended	indēfensus
beebread	cērinthus
beebread	erithacē
beebread	sandaraca
sumatran	sumatranus
sumatran	sumatrensis
screech owl	ulula
boozy	borracho
boozy	ebrio
boozy	escabio
boozy	escabiado
boozy	colloquial
boozy	escabiador
tiberian	Tiberēius
tiberian	Tiberiānus
tiberian	Tibereus
tiberian	Tiberīnus
deservedly	meritō
tax collector	exactor
tax collector	pūblicānus
unfairness	inīquitās
enchantress	lamia
fewness	paucitās
pharisee	Pharisaeus
monkeylike	simas
rebekah	Rebecca
penult	paenultima
recognizably	cognōscibiliter
holy of holies	adytum
holy of holies	sanctum sanctorum
boastfully	iactanter
imparisyllabic	perittosyllabus
hanse	hansa
hanse	Ansus
peacemaking	pācātiō
hoarseness	rāvis
refurbished	interpolis
salt of the earth	sal terrae
arum	kòzlac
burdensomeness	onerōsitās
snub-nosed	sīlus
dreamworld	mundus imaginarius
dreamworld	mundus sonialis
dreamland	terra sonalis
polypharmacy	polypharmacia
businessperson	negotiator
businessperson	negotiatrix
businessperson	negotians
deliciousness	mellinia
delightfulness	amoenitās
put back	referō
cicerone	dux
blusterer	calcitrō
the die is cast	ālea iacta est
the die is cast	iacta ālea est
overcharge	nimium exigō
overcharge	nimiō vēndō
unmerited	immeritus
uncollected	illēctus
unconquered	invictus
unconsecrated	profānus
briber	corruptor
unearned	immeritus
efficaciously	efficāciter
energetically	nāviter
unready	imparātus
unavenged	inultus
unfortified	immūnītus
unfortified	intutus
unattempted	inausus
unshorn	intonsus
unskillful	incallidus
disinterestedness	abstinentia
embroiderer	phrygio
pestiferous	pestiferus
undistinguished	ignobilis
old wives' tale	anīlis fābula
old wives' tale	ava
ithyphallic	ithyphallicus
ithyphallic	ithyphallica
ithyphallic	ithyphallicum
manufactory	opificīna
manufactory	officīna
manufactory	fabrica
samsun	Amisus
primitiveness	primitivismus
blind as a bat	talpa caecior
blind as a bat	talpa caecius
mordred	Modredus
long ago	prīdem
long ago	iam prīdem
long ago	iamprīdem
melchizedek	Melchisedech
tabitha	Tabitas
coltsfoot	farfarus
coltsfoot	bechion
coltsfoot	pòdbjel
coltsfoot	pòdbel
all roads lead to rome	omnēs viae Rōmam dūcunt
all roads lead to rome	omnibus viīs Rōmam pervenītur
come back	reveniō
come back	redeō
sweet dreams	valē
sweet dreams	bene dormiās
sweet dreams	dulcia tibi somnia
sweet dreams	valēte
sweet dreams	bene dormiātis
sweet dreams	dulcia vōbīs somnia
laestrygonian	Laestrygoniae
fuckability	futete
endlessness	infīnitās
read out	recitō
intemperate	intemperans
osaka	Ōsaca
infrakingdom	infraregnum
highborn	nobilis
license plate	Paraguay
license plate	chapa
license plate	matrícula
license plate	Chile
license plate	patente
license plate	placa
license plate	tablilla
gravelly	glāreōsus
gravelly	sabulosus
grooved	striātus
pygidium	pygidium
little toe	digitulus
tallness	prōcēritās
tallness	celsitudo
d.	symbols
d.	pence
d.	denarius
far-off	longinquus
propitiation	propitiātiō
find fault	incūsō
featherless	implūmis
frivolously	frīvolē
fruitlessly	nēquīquam
fluency	lēvitās
unseasonable	intempestīvus
unseasonable	incommodus
first-rate	prīmārius
hypocaust	hypocaustum
hypocaust	hypocauston
delicateness	teneritūdō
peach blossom	flor de melocotón
peach blossom	flor de durazno
land mine	mina terrestris
cistercian	Cisterciensis
foreknow	praenōscō
gummy bear	ursa cumminea
republic of korea	Respublica Coreae
democratic people's republic of korea	Res Publica Popularis Democratica Coreana
ibizan	Ebusitanus
dormitive principle	virtus dormitiva
reims	Durocortorum
reims	Remi
reims	Durocortorum Remorum
fivefold	quincuplex
strangury	strangūria
archepiscopal	archiepiscopālis
flying spaghetti monster	Macaronoteras Volatile
flying spaghetti monster	Monstrum Spacellinum Volatile
garden of eden	hortus in Eden
garden of eden	paradisus in Eden
corvee	opera
corvee	corrogāta
corvee	servitium dēterminātum
corvee	Gallus Anonymus
corvee	kùluk
corvee	kulluk
corvee	angarīa
corvee	opera publicus
corvee	àngārija
corvee	angarya
null and void	irritus
eat up	exedō
muddiness	līmōsitās
this way	hac
this way	illac
haematology	haematologia
forager	pābulātor
exchange rate	collybus
simeon	Simeōn
mother goddess	alma mater
chronic obstructive pulmonary disease	morbus chronicus obstructionis pulmonum
fortune-telling	hariolatio
gilead	Galaad
fourfold	quadruplus
fourfold	quadruplex
four-footed	quadrupēs
headphone	auscultabulum
headphone	concha auditoria
neither fish nor fowl	homō nūllīus colōris
pinocchio	Pīnoculus
sprawling	effūsus
turkish delight	lucumium
marvellously	mirābiliter
sifted	crebratus
public law	iūs pūblicum
gorged	fartus
feet of clay	pedes fictiles
go back	redeō
cilicia	Cilicia
freedman	lībertus
breastfeeding	nūtrīcātus
peronist	author=William C. Smith
baneberry	hàbulica
baneberry	actaea
whortleberry	vaccīnium
freeload	parasītor
frolicsome	lūdibundus
drive away	repellō
full-grown	mātūrus
full-grown	grandis
daphne	citocacia
daphne	lȉkovac
prejudge	praeiudico
portal vein	vena portae
thank goodness	deo gratias
hospitably	hospitaliter
nineveh	Nīnevē
nineveh	Nīnivē
run through	transigō
indoctrinate	addoctrino
indoctrinate	indoctrino
reparable	reparābilis
remold	reformō
candace	Candace
death penalty	mors
cargo ship	onerāria
inconveniently	incommodē
indecently	indecenter
harmfulness	nocivum
dactylic	dactylicus
moroseness	mōrōsitās
dearness	cāritas
outwork	antemūrāle
way of life	vīctus
black forest	Nigra silva
tameable	domābilis
savin	sabīna
savin	sòmina
revocable	revocābilis
jiangsu	Chiamsia
jiangsu	provincia Chiamsuana
jiangsu	provincia Nanchinensis
silver fir	abiēs
munificently	largē
defector	dēfector
defector	transfuga
delayer	cunctātor
obscenely	obscēnē
depilatory	dropax
dramatics	histriōnia
self-restraint	abstinentia
overripe	fracidus
piously	sacrate
providently	prōvidenter
remissness	nēquitia
hermione	Hermionē
unsullied	intāminātus
unsullied	impollūtus
tattler	gestor
unfamiliarity	īnsolentia
take by storm	expugnō
metrics	ars metrica
metrics	metrica
hundredfold	centumplex
plainsong	cantus planus
rus	Ruthenia
firebrand	torris
firebrand	titio
palish	pallidulus
court of law	tribūnal
court of law	considium
court of law	iūs
court of law	forum
veronica	Veronica
judas tree	Judino drvo
judas tree	jùdić
fool's mate	mattum stulti
henbane	baccīna
henbane	alterculum
henbane	hyoscyamus
thievish	fūrax
thievish	tagax
three-ply	trilix
ripeness	mātūritās
bonaire	Boni Aëris
internet	interrete
wikipedia	Vicipaedia
wikipedia	Vikipedija
wikipedia	Wikipedia
wikipedia	Wikipedija
wikipedia	Njikipedija
feel sorry for	misereor
go by	praeterbito
go by	praetereo
chief constable	praefectus vigilum
for all intents and purposes	effectū
to this end	ad hoc
forecourt	vestibulum
woodwind instrument	instrumentum ligni et venti
runic	runicus
brain stem	truncus encephali
brain stem	truncus cerebri
stockman	pecuārius
headstall	capistrum
ragman	centōnārĭus
vaginal flatulence	flatus vaginalis
vaginal flatulence	garrulitas vulvae
separation of powers	triās polītica
apostle	apostolus
confederate states of america	Civitates Confoederatae Americae
romaja	chữ cái Latinh
romaja	chữ Latinh
astrological sign	signum
lift up	ēlevō
lift up	extollō
wipe away	dētergeō
by means of	per
by means of	ab
in order to	ut
break off	abrumpō
on account of	propter
on account of	ob
declan	Declanus
petalous	petalōsus
sleep on	Aurora musis amica
sleep on	dies diem docet
sleep with	concumbō
sleep with	cubō cum
sleep with	iaceō cum
self-love	amor prōprius
unorganised	inconditus
pleasantness	amoenitās
pleasantness	iūcunditās
even though	tamenetsī
hairiness	capillātūra
thriftiness	parsimōnia
pièce de résistance	magnum opus
turreted	turrifer
turreted	turrītus
tininess	pusillitas
tongueless	ēlinguis
adria	Hadria
adria	Adria
internal organ	viscus
internal organ	extum
caribbean sea	Mare Caribicum
proconsul	prōcōnsul
walkthrough	tutorial
honeyed	mellītus
aeromancy	aeromantia
haruspicy	extispicium
haruspicy	haruspicium
aruspicy	haruspicium
aruspicy	aruspicium
extispicy	extispicium
extispicy	haruspicium
give back	reddō
visual arts	artes visuales
basketball player	baloncestista
basketball player	basquetbolista
basketball player	jugador de baloncesto
basketball player	jugadora de baloncesto
eye doctor	ocularius
plasterer	tector
particoloured	versicolor
fall apart	dīlābor
moravia	Moravia
lapsus calami	lapsus calami
pillager	praedātor
placidity	placiditās
double-crosser	sociofraudus
counterargument	contrādictiō
unyoked	abiugatus
amice	amictus
moneylender	faenerātor
money bag	pasceolus
horned owl	asio
confucian	Confucianus
maidenhood	virginitās
maidenly	puellāris
maidenly	virgineus
maltreatment	contumēlia
recruiter	ēvocātor
recruiter	conquīsītor
low-grade fever	febricula
bryony	bryonia
agrimony	pètrovac
agrimony	tȕrica
today's	hodiernus
capital city	archisolium
muleteer	mulio
kazan	Casanum
kazan	Kazanum
skirmishing	velitātiō
unlovely	invenustus
original sin	peccatum originale
humpbacked	gibbus
humpbacked	gibber
frequentative aspect	frequentativum
mistreatment	contumēlia
shake hands	dexter
dry-eyed	siccoculus
giudecca	Spīna Longa
giudecca	Iūdaica
fall short	dēsum
draw out	prōrogō
half-hour	sēmihōra
in effect	effectū
in practice	in actu
ringed	ānulātus
populist	plebicola
at first glance	primus
subjunctive mood	konjunktiivi
subjunctive mood	subjunktiivi
subjunctive mood	modus coniunctivus
subjunctive mood	modus adiunctivus
horselaugh	cachinnātiō
out of control	impos
golden oriole	icterus
neverland	insula imaginaria
neverland	terra imaginaria
rise up	īnsurgō
as you wish	sī vultis
as you wish	sultis
life-giving	vitālis
ichthyosaur	ichthyosaurus
raggedy	pseudovestatus
rancidity	rancor
west frisian	frisice occidentalis
unlikeness	dissimilitūdō
there be	sum
inharmonious	discors
piscivorous	piscivorus
first cause	prīma causa
first cause	causa prīma
primum mobile	primum mobile
better late than never	potius sero quam numquam
better late than never	potiusque sero quam numquam
stable boy	agāsō
stable boy	equīsō
gulf of bothnia	Sinus Bothnicus
reviler	convīciātor
st george's channel	Mare Vergivium
reciter	recitātor
workers of the world, unite	barlık ellerdin proletarları, birlesiniz
workers of the world, unite	Proletarii omnium terrarum, sociate
workers of the world, unite	trabajadores del mundo, uníos
workers of the world, unite	proletarios de todos los países, uníos
workers of the world, unite	trabajadores del mundo, únanse
workers of the world, unite	proletarios de todos los países, únanse
neurotypical	neurotypicus
spiritism	spiritismus
slavonia	Sclavonia
centric	centricus
tell apart	internoscō
ash tree	fraxinus
old latin	Altlatein
old latin	Altlateinisch
old latin	Frühlatein
austria-hungary	Austriacum-Hungaricum
conjunctional	conjunctionalis
live on	victitō
live on	prōvivō
fashioning	formātūra
cannon bone	os cannon
toying	lūsus
not yet	nondum
not yet	hauddum
pelasgian	Pelasgus
divide and conquer	divide et impera
nonviolence	inviolentia
arno	Arnus
timișoara	Temišvar
beaked	rostrātus
terebinth	smr̀dljika
arak	raki
molybdomancy	molybdomantia
danewort	ebulum
money changer	saraf
money changer	nummulārius
money changer	argentārius
so much	tantum
so much	tantopere
glover	chirothecārius
male member	membrum virīle
virtuous circle	circulus virtuōsus
pinnatifid	pinnatifidus
appalachian	appalachianus
appalachian	appalachiana
appalachian	appalachianum
acts of the apostles	Āctūs Apostolōrum
waxing moon	luna crescens
waning moon	luna decrescens
waning moon	luna senescens
hello world	Ave, munde
daco-romanian	lingua Daco-Romana
undutiful	impius
fishing rod	harundo
fishing rod	arundo
nintendo	Nintendo
nintendo	Nintendonis
ionia	Iōnia
swordbearing	ensifer
spare the rod and spoil the child	quī bene amat, bene castīgat
song of songs	Canticum Canticorum
song of songs	Canticum Solomonis
morava	Margus
footlong	pedālis
bycoket	abacot
p.	p.
p.	pp.
so that	ut
potable gold	aurum potabile
crime scene	locus dēlictī
aeneid	Aeneis
lingonberry	vaccinium
third wheel	sujetavelas
third wheel	mal tercio
third wheel	sapo
third wheel	violinista
third wheel	chaperón
third wheel	paleta
fruit-bearing	pōmifer
international law	ius internationale
flat-footed	plancus
refashion	refingō
repletion	plēnitās
repletion	saturitas
cold cream	lōmentum
limoges	Augustoritum
limoges	Lemovicum
aulis	Aulis
double chin	pòdvoljak
drinking-bout	ebriedad
drinking-bout	borrachera
drinking-bout	escabio
drinking-bout	colloquial
wiktionary:votes/2007-10/lemma entries/words	verbi
wiktionary:votes/2007-10/lemma entries/words	dīcit
put aside	sēpōnō
judg.	Iūd.
she-goat	capra
she-goat	capella
nasal septum	septum nasi
gender-neutral	agenus
gender-neutral	insexus
to what end	quorsum
stick one's tongue out	isplaziti jezik
stick one's tongue out	plaziti jezik
dry out	arēscō
berlin wall	mūrus Berolīnēnsis
berlin wall	vallum Berolīnēnse
god bless you	Deus te benedicat
god bless you	Jesús
god bless you	salud
god bless you	specifically Asturias
god bless you	santinos
god bless you	gesúndeit
man about town	scurra
tumefy	tumefaciō
bactria	Bactria
door to door	ostiātim
sit around	desideo
sit around	sedeo
disneyland	Disneylandia
get well	sanescō
nativity scene	praesepe
french indochina	Indosina Francica
spankee	culatus
for nothing	grātīs
for nothing	nēquīquam
for nothing	frustrā
papal states	Status Pontificius
papal states	Status Ecclēsiasticus
papal states	Patrimōnium Petrī
papal states	rēspūblica Sanctī Petrī
dark ages	saeculum obscurum
unhampered	expedītus
zoisite	zoisītēs
dark-skinned	aquilus
wolffish	lupus
pearl barley	tisana
gulp down	gluttiō
if you please	sī vultis
if you please	sultis
if you please	sī vīs
if you please	sōdēs
don't look a gift horse in the mouth	equī dōnātī dentēs nōn īnspiciuntur
don't look a gift horse in the mouth	equī dōnātī dentēs nōn sunt īnspiciendī
don't look a gift horse in the mouth	nōlī equī dentēs īnspicere dōnātī
coast	lītus
coast	limbus
coast	ōra
coast	orarius
coast	acta
on your mark, get set, go	in tuis vestigiis, parāte, īte
on your mark, get set, go	parāte, dēstituite, īte
simit	đèvrek
oil lamp	lucerna
kingdom of heaven	Regnum Coelorum
bay window	djumba
revitalise	animo
valley of the shadow of death	in medius
polyadenous	polyadenus
unploughed	inaratus
koumiss	cosmos
unbalance	commoveō
take the lead	praesum
basketful	corbis
breathe out	exhālō
uncomparable	incomparābilis
pontus	Pontus
afghanistani	Arianus
cooking pot	calix
cooking pot	lasanum
citrus fruit	citrus
all day	diū
mirandese	lingua mirandica
armin	Arminius
prosodic	prosodiacus
prosodic	prosodicus
pulmonary circulation	circulatio pulmonalis
pulmonary circulation	circulatio minor
vital organ	extum
foul-mouthed	maledicax
camp bed	grabātus
hodiernal	hodiernus
bloating	a=abgilnot
psyllium	pūlicāria
psyllium	psyllion
psyllium	psyllium
bay of biscay	Mare Cantabricum
scrape together	corrādō
deadnettle	lamium
flush toilet	toalet
flush toilet	šolja
flush toilet	klozetska šolja
gold dust	balux
united kingdom of great britain and northern ireland	Coniunctum Britanniae Magnae et Hiberniae Septentrionalis Regnum
