указ 	 noun 	 ukase 	 enactment, ordinance, decree, edict, ukase
отчётный 	 adjective 	 report 	 report, reported
отчётный 	 adjective 	 reported 	 report, reported
скручивать 	 verb 	 twist 	 to twist, to roll
скручивать 	 verb 	 roll 	 to twist, to roll
скручивать 	 verb 	 tie up 	 to bind, to tie up
скручивать 	 verb 	 bind 	 to bind, to tie up
скручивать 	 verb 	 into 	 to bring into submission, to subdue, to overmaster
скручивать 	 verb 	 submission 	 to bring into submission, to subdue, to overmaster
скручивать 	 verb 	 overmaster 	 to bring into submission, to subdue, to overmaster
скручивать 	 verb 	 bring 	 to bring into submission, to subdue, to overmaster
скручивать 	 verb 	 subdue 	 to bring into submission, to subdue, to overmaster
скручивать 	 verb 	 attack 	 ' to overpower, to attack, to seize
скручивать 	 verb 	 overpower 	 ' to overpower, to attack, to seize
скручивать 	 verb 	 seize 	 ' to overpower, to attack, to seize
заснеженный 	 adjective 	 snowbound 	 snow-covered, snowbound, snowed up, covered with deep snow
заснеженный 	 adjective 	 snow 	 snow-covered, snowbound, snowed up, covered with deep snow
заснеженный 	 adjective 	 snowed up 	 snow-covered, snowbound, snowed up, covered with deep snow
заснеженный 	 adjective 	 covered 	 snow-covered, snowbound, snowed up, covered with deep snow
заснеженный 	 adjective 	 snow-covered 	 snow-covered, snowbound, snowed up, covered with deep snow
заснеженный 	 adjective 	 with 	 snow-covered, snowbound, snowed up, covered with deep snow
заснеженный 	 adjective 	 deep 	 snow-covered, snowbound, snowed up, covered with deep snow
заслуженный 	 adjective 	 well-earned 	 deserved, well-earned
заслуженный 	 adjective 	 deserved 	 deserved, well-earned
заслуженный 	 adjective 	 distinguished 	 celebrated, distinguished
заслуженный 	 adjective 	 celebrated 	 celebrated, distinguished
заслуженный 	 adjective 	 honoured 	 honoured part of a title
заслуженный 	 adjective 	 equitable 	 equitable, fair
заслуженный 	 adjective 	 fair 	 equitable, fair
заслуженный 	 adjective 	 equitable 	 equitable punishment
заслуженный 	 adjective 	 punishment 	 equitable punishment
изощрённый 	 adjective 	 highly 	 highly sensitive, keen
изощрённый 	 adjective 	 sensitive 	 highly sensitive, keen
изощрённый 	 adjective 	 keen 	 highly sensitive, keen
изощрённый 	 adjective 	 ingenious 	 refined, subtle, ingenious, sophisticated, convoluted
изощрённый 	 adjective 	 refined 	 refined, subtle, ingenious, sophisticated, convoluted
изощрённый 	 adjective 	 convoluted 	 refined, subtle, ingenious, sophisticated, convoluted
изощрённый 	 adjective 	 sophisticated 	 refined, subtle, ingenious, sophisticated, convoluted
изощрённый 	 adjective 	 subtle 	 refined, subtle, ingenious, sophisticated, convoluted
белёсый 	 adjective 	 whitish 	 whitish, off-white
белёсый 	 adjective 	 off-white 	 whitish, off-white
удовлетворённый 	 adjective 	 happy 	 happy, satisfied  instrumental, with something
удовлетворённый 	 adjective 	 satisfied 	 happy, satisfied  instrumental, with something
удовлетворённый 	 adjective 	 happy 	 happy, satisfied  look, tone, etc.; inanimate
удовлетворённый 	 adjective 	 satisfied 	 happy, satisfied  look, tone, etc.; inanimate
недоуменно 	 adverb 	 perplexedly 	 perplexedly, in perplexity, with  puzzled look
недоуменно 	 adverb 	 in 	 perplexedly, in perplexity, with  puzzled look
недоуменно 	 adverb 	 with 	 perplexedly, in perplexity, with  puzzled look
недоуменно 	 adverb 	 puzzled 	 perplexedly, in perplexity, with  puzzled look
недоуменно 	 adverb 	 look 	 perplexedly, in perplexity, with  puzzled look
недоуменно 	 adverb 	 perplexity 	 perplexedly, in perplexity, with  puzzled look
удовлетворённо 	 adverb 	 with 	 with satisfaction
удовлетворённо 	 adverb 	 satisfaction 	 with satisfaction
ну-ну 	 adverb 	 there there 	 there there
ну-ну 	 adverb 	 well well 	 well well
ну-ну 	 adverb 	 come on 	 come on
господарь 	 noun 	 hospodar 	 hospodar
черкать 	 verb 	 cross out 	 to cross out, to cross off
черкать 	 verb 	 cross off 	 to cross out, to cross off
сплёвывать 	 verb 	 spit 	 to spit out
сплёвывать 	 verb 	 out 	 to spit out
сплёвывать 	 verb 	 spit 	 to spit
отделяться 	 verb 	 get 	 to separate, to get detached, to come off
отделяться 	 verb 	 detached 	 to separate, to get detached, to come off
отделяться 	 verb 	 separate 	 to separate, to get detached, to come off
отделяться 	 verb 	 come off 	 to separate, to get detached, to come off
отделяться 	 verb 	 set up 	 to set up on one's own
отделяться 	 verb 	 own 	 to set up on one's own
отделяться 	 verb 	 one 	 to set up on one's own
отделяться 	 verb 	 on 	 to set up on one's own
ободрать 	 verb 	 skin 	 to strip, to peel, to skin, to flay, to flense
ободрать 	 verb 	 flense 	 to strip, to peel, to skin, to flay, to flense
ободрать 	 verb 	 flay 	 to strip, to peel, to skin, to flay, to flense
ободрать 	 verb 	 strip 	 to strip, to peel, to skin, to flay, to flense
ободрать 	 verb 	 peel 	 to strip, to peel, to skin, to flay, to flense
ободрать 	 verb 	 scratch 	 to scratch ', to scrape '
ободрать 	 verb 	 scrape 	 to scratch ', to scrape '
ободрать 	 verb 	 rook 	 to fleece, to rook
ободрать 	 verb 	 fleece 	 to fleece, to rook
замешать 	 verb 	 get 	 to get involved  ', to entangle '
замешать 	 verb 	 involved 	 to get involved  ', to entangle '
замешать 	 verb 	 entangle 	 to get involved  ', to entangle '
перемешать 	 verb 	 stir 	 to stir, to agitate
перемешать 	 verb 	 agitate 	 to stir, to agitate
перемешать 	 verb 	 blend 	 to intermix, to intermingle, to mix together, with, to blend with
перемешать 	 verb 	 intermingle 	 to intermix, to intermingle, to mix together, with, to blend with
перемешать 	 verb 	 mix 	 to intermix, to intermingle, to mix together, with, to blend with
перемешать 	 verb 	 intermix 	 to intermix, to intermingle, to mix together, with, to blend with
перемешать 	 verb 	 shuffle 	 to shuffle, to mix up, to confuse, to jumble up, to muddle up
перемешать 	 verb 	 jumble 	 to shuffle, to mix up, to confuse, to jumble up, to muddle up
перемешать 	 verb 	 muddle up 	 to shuffle, to mix up, to confuse, to jumble up, to muddle up
перемешать 	 verb 	 mix up 	 to shuffle, to mix up, to confuse, to jumble up, to muddle up
перемешать 	 verb 	 up 	 to shuffle, to mix up, to confuse, to jumble up, to muddle up
перемешать 	 verb 	 confuse 	 to shuffle, to mix up, to confuse, to jumble up, to muddle up
свёртываться 	 verb 	 coil up 	 to curl up, to roll up, to coil up
свёртываться 	 verb 	 roll up 	 to curl up, to roll up, to coil up
свёртываться 	 verb 	 curl up 	 to curl up, to roll up, to coil up
свёртываться 	 verb 	 lessen 	 to lessen, to contract
свёртываться 	 verb 	 contract 	 to lessen, to contract
свёртываться 	 verb 	 turn 	 ' to turn, to curdle, ' to coagulate
свёртываться 	 verb 	 coagulate 	 ' to turn, to curdle, ' to coagulate
свёртываться 	 verb 	 curdle 	 ' to turn, to curdle, ' to coagulate
грясти 	 verb 	 come forth 	 to come forth
смещать 	 verb 	 shift 	 to shift, to displace, to move
смещать 	 verb 	 displace 	 to shift, to displace, to move
смещать 	 verb 	 move 	 to shift, to displace, to move
смещать 	 verb 	 remove 	 to remove '
передёрнуть 	 verb 	 sharp 	 to sharp, to cheat, to swindle
передёрнуть 	 verb 	 swindle 	 to sharp, to cheat, to swindle
передёрнуть 	 verb 	 cheat 	 to sharp, to cheat, to swindle
передёрнуть 	 verb 	 slant 	 to distort, to twist, to wrench, to misrepresent, to slant
передёрнуть 	 verb 	 wrench 	 to distort, to twist, to wrench, to misrepresent, to slant
передёрнуть 	 verb 	 twist 	 to distort, to twist, to wrench, to misrepresent, to slant
передёрнуть 	 verb 	 distort 	 to distort, to twist, to wrench, to misrepresent, to slant
передёрнуть 	 verb 	 misrepresent 	 to distort, to twist, to wrench, to misrepresent, to slant
передёрнуть 	 verb 	 wince 	 to wince
передёрнуть 	 verb 	 jerk off 	 to jerk off, have a jerk off
передёргивать 	 verb 	 sharp 	 to sharp, to cheat, to swindle
передёргивать 	 verb 	 swindle 	 to sharp, to cheat, to swindle
передёргивать 	 verb 	 cheat 	 to sharp, to cheat, to swindle
передёргивать 	 verb 	 slant 	 to distort, to twist, to wrench, to misrepresent, to slant
передёргивать 	 verb 	 wrench 	 to distort, to twist, to wrench, to misrepresent, to slant
передёргивать 	 verb 	 twist 	 to distort, to twist, to wrench, to misrepresent, to slant
передёргивать 	 verb 	 distort 	 to distort, to twist, to wrench, to misrepresent, to slant
передёргивать 	 verb 	 misrepresent 	 to distort, to twist, to wrench, to misrepresent, to slant
передёргивать 	 verb 	 wince 	 to wince
бабай 	 noun 	 bogeyman 	 bogeyman '
стрясти 	 verb 	 shake down 	 to shake off, to shake down
стрясти 	 verb 	 shake off 	 to shake off, to shake down
причёсывать 	 verb 	 brush 	 to do someone's hair, to brush someone's hair, to comb someone's hair
причёсывать 	 verb 	 hair 	 to do someone's hair, to brush someone's hair, to comb someone's hair
причёсывать 	 verb 	 someone 	 to do someone's hair, to brush someone's hair, to comb someone's hair
причёсывать 	 verb 	 comb 	 to do someone's hair, to brush someone's hair, to comb someone's hair
причёсывать 	 verb 	 do 	 to do someone's hair, to brush someone's hair, to comb someone's hair
причёсывать 	 verb 	 doctor 	 to edit, to polish, to touch up, to smooth out, to doctor
