gratis 	 adverb 	 free 	 free, without charge, gratis
palmyrénien 	 noun 	 Palmyrene 	 Palmyrene
émésénien 	 adjective 	 Emesene 	 Emesene
émésénien 	 noun 	 Emesene 	 Emesene
décapode 	 adjective 	 decapod 	 decapod
décapode 	 noun 	 decapod 	 decapod
rocking-chair 	 noun 	 rocking chair 	 rocking chair
pdt 	 noun 	 potato 	 tr=potato
héliculture 	 noun 	 snail 	 The farming of edible snails
héliculture 	 noun 	 farming 	 The farming of edible snails
héliculture 	 noun 	 edible 	 The farming of edible snails
terri 	 noun 	 w:Émile Zola 	 * 1885, Émile Zola, Germinal
terri 	 noun 	 w:Germinal  	 * 1885, Émile Zola, Germinal
vinculine 	 noun 	 vinculin 	 vinculin
à cause que 	 conjunction 	 because 	 because
grammaticalisation 	 noun 	 grammaticalization 	 grammaticalization
renoi 	 noun 	 black 	 a black person
typha 	 noun 	 cattail 	 cattail, reedmace
typha 	 noun 	 reedmace 	 cattail, reedmace
tropézien 	 adjective 	 Saint-Tropez 	 Of or from Saint-Tropez
tropézien 	 noun 	 Saint-Tropez 	 A native or inhabitant Saint-Tropez
brunelle 	 noun 	 heal-all 	 selfheal, heal-all
brunelle 	 noun 	 selfheal 	 selfheal, heal-all
surexpression 	 noun 	 overexpression 	 overexpression
désoxyribonucleoside 	 noun 	 deoxyribonucleoside 	 deoxyribonucleoside
char-à-bancs 	 noun 	 charabanc 	 charabanc
thanakha 	 noun 	 thanakaEnglish 	 thanaka
fétuine 	 noun 	 fetuin 	 fetuin
ehpad 	 noun 	 old people's home 	 retirement home, old people's home
ehpad 	 noun 	 retirement home 	 retirement home, old people's home
champart 	 noun 	 land 	 The division of the produce of land due by a tenant farmer to the feudal lord possessing the land
champart 	 noun 	 produce 	 The division of the produce of land due by a tenant farmer to the feudal lord possessing the land
champart 	 noun 	 lord 	 The division of the produce of land due by a tenant farmer to the feudal lord possessing the land
champart 	 noun 	 division 	 The division of the produce of land due by a tenant farmer to the feudal lord possessing the land
champart 	 noun 	 feudal 	 The division of the produce of land due by a tenant farmer to the feudal lord possessing the land
champart 	 noun 	 barley 	 a mixture of wheat, rye and malted barley serving as fodder for livestock
champart 	 noun 	 livestock 	 a mixture of wheat, rye and malted barley serving as fodder for livestock
champart 	 noun 	 fodder 	 a mixture of wheat, rye and malted barley serving as fodder for livestock
champart 	 noun 	 rye 	 a mixture of wheat, rye and malted barley serving as fodder for livestock
champart 	 noun 	 malted 	 a mixture of wheat, rye and malted barley serving as fodder for livestock
champart 	 noun 	 wheat 	 a mixture of wheat, rye and malted barley serving as fodder for livestock
quiberonnais 	 noun 	 Quiberon 	 Someone from Quiberon
quiberonnais 	 adjective 	 Quiberon 	 from Quiberon
nohantais 	 noun 	 w:Nohant-Vic 	 Someone from Nohant-Vic
nohantais 	 adjective 	 w:Nohant-Vic 	 of or from Nohant-Vic
thiorédoxine 	 noun 	 thioredoxin 	 thioredoxin
perfuser 	 verb 	 perfuse 	 To perfuse
superpétrolier 	 noun 	 supertanker 	 supertanker
léontice 	 noun 	 genus 	 A plant of the genus Leontice, from the Berberidaceae family
léontice 	 noun 	 Leontice 	 A plant of the genus Leontice, from the Berberidaceae family
léontice 	 noun 	 Berberidaceae 	 A plant of the genus Leontice, from the Berberidaceae family
art déco 	 noun 	 Art Deco 	 Art Deco
esprit fort 	 noun 	 English 	 esprit fort
esprit fort 	 noun 	 freethinker 	 freethinker
prosopagnosie 	 noun 	 prosopagnosia 	 prosopagnosia
prostacycline 	 noun 	 prostacyclin 	 prostacyclin
esque 	 noun 	 bait 	 Bait used for fishing
pierre de taille 	 noun 	 dressed stone 	 cut stone, dressed stone, ashlar
pierre de taille 	 noun 	 cut stone 	 cut stone, dressed stone, ashlar
pierre de taille 	 noun 	 ashlar 	 cut stone, dressed stone, ashlar
lysosomotrope 	 adjective 	 lysosomotropic 	 lysosomotropic
agrotechnique 	 adjective 	 agrotechnical 	 agrotechnical
agrotechnique 	 noun 	 agrotechnology 	 agrotechnology
disgréger 	 verb 	 separate 	 "  to scatter, to separate, to disperse&quot
disgréger 	 verb 	 scatter 	 "  to scatter, to separate, to disperse&quot
disgréger 	 verb 	 disperse 	 "  to scatter, to separate, to disperse&quot
masséter 	 noun 	 masseter 	 masseter
splénectomie 	 noun 	 splenectomy 	 splenectomy
corticole 	 adjective 	 corticolous 	 corticolous
signeur 	 noun 	 signer 	 signer
sarmate 	 noun 	 Sarmatian 	 Sarmatian
sarmate 	 adjective 	 Sarmatian 	 Sarmatian
pétase 	 noun 	 petasus 	 petasus
demi-monde 	 noun 	 demimonde 	 demimonde
microsomial 	 adjective 	 microsomal 	 microsomal
taz 	 noun 	 ecstasy 	 ecstasy drug
platoniser 	 verb 	 platonize 	 platonize
longueuillois 	 noun 	 Longueuil 	 Longueuillois; a citizen, denizen, or person from Longueuil
faîne 	 noun 	 beech mast 	 fruit of the beech tree; beechnut, beech mast
faîne 	 noun 	 tree 	 fruit of the beech tree; beechnut, beech mast
faîne 	 noun 	 fruit 	 fruit of the beech tree; beechnut, beech mast
faîne 	 noun 	 beechnut 	 fruit of the beech tree; beechnut, beech mast
faîne 	 noun 	 beech 	 fruit of the beech tree; beechnut, beech mast
phonologisation 	 noun 	 phonologization 	 phonologization
moulon 	 noun 	 stack 	 a stack shaped like a haystack
moulon 	 noun 	 haystack 	 a stack shaped like a haystack
all dressed 	 adjective 	 deluxe 	 deluxe, with pepperoni, mushrooms and green peppers: toute garnie
philogynie 	 noun 	 philogyny 	 philogyny
pied-bot 	 noun 	 person 	 a person with a clubfoot, a club-footed person
pied-bot 	 noun 	 club-footed 	 a person with a clubfoot, a club-footed person
pied-bot 	 noun 	 clubfoot 	 a person with a clubfoot, a club-footed person
gaieté de cœur 	 noun 	 high spirits 	 lightheartedness, cheerfulness, high spirits
gaieté de cœur 	 noun 	 lightheartedness 	 lightheartedness, cheerfulness, high spirits
gaieté de cœur 	 noun 	 cheerfulness 	 lightheartedness, cheerfulness, high spirits
homsiote 	 adjective 	 Homsi 	 Homsi
homsiote 	 noun 	 Homsi 	 Homsi
tokyote 	 adjective 	 Tokyo 	 Of or pertaining to Tokyo
tokyote 	 noun 	 Tokyo 	 A person from, or an inhabitant of, Tokyo
épiphanie 	 noun 	 Epiphany 	 Epiphany
nosseigneurs 	 noun 	 honours 	 our lords, your honours
nosseigneurs 	 noun 	 lords 	 our lords, your honours
nosseigneurs 	 noun 	 our 	 our lords, your honours
nosseigneurs 	 noun 	 your 	 our lords, your honours
lalé 	 noun 	 mobile phone 	 mobile phone
kpê 	 noun 	 quim 	 quim, twat
kpê 	 noun 	 twat 	 quim, twat
pointillisme 	 noun 	 pointillism 	 pointillism
falun 	 noun 	 bed 	 A stratum chiefly composed of shell beds, usually in reference to certain marine Cenozoic deposits in France
falun 	 noun 	 shell 	 A stratum chiefly composed of shell beds, usually in reference to certain marine Cenozoic deposits in France
falun 	 noun 	 Cenozoic 	 A stratum chiefly composed of shell beds, usually in reference to certain marine Cenozoic deposits in France
falun 	 noun 	 stratum 	 A stratum chiefly composed of shell beds, usually in reference to certain marine Cenozoic deposits in France
falun 	 noun 	 marine 	 A stratum chiefly composed of shell beds, usually in reference to certain marine Cenozoic deposits in France
ppa 	 noun 	 PPP 	 nodot=1 = PPP
alloploidisation 	 noun 	 alloploidization 	 alloploidization
teuch 	 noun 	 pussy 	 pussy
genevois 	 noun 	 Genevan 	 Genevan
ghréline 	 noun 	 ghrelin 	 ghrelin
toune 	 noun 	 song 	 tune, melody, song
toune 	 noun 	 tune 	 tune, melody, song
toune 	 noun 	 melody 	 tune, melody, song
débouchement 	 noun 	 debouchement 	 debouchement
débouchement 	 noun 	 uncorking 	 uncorking
débouchement 	 noun 	 unblocking 	 unblocking
globish 	 noun 	 Globish 	 Globish
goja 	 noun 	 Christian 	 Christian woman
hachereau 	 noun 	 axe 	 A small axe
biopersistance 	 noun 	 biopersistence 	 biopersistence
beurrage 	 noun 	 butter 	 A buttering, a smearing of butter
beurrage 	 noun 	 smearing 	 A buttering, a smearing of butter
beurrage 	 noun 	 buttering 	 A buttering, a smearing of butter
strobilurine 	 noun 	 strobilurin 	 strobilurin
quatrefeuilles 	 noun 	 quatrefoil 	 quatrefoil
biscayne 	 adjective 	 Biscayne 	 Biscayne
rpa 	 noun 	 résidence 	 gloss=private/commercial old-folks residence; résidence privée pour aînés
rpa 	 noun 	 privé 	 gloss=private/commercial old-folks residence; résidence privée pour aînés
rpa 	 noun 	 aîné 	 gloss=private/commercial old-folks residence; résidence privée pour aînés
apicule 	 noun 	 spicule 	 spicule
ispaghul 	 noun 	 ispaghula 	 ispaghula
nouvelle vague 	 noun 	 English 	 new wave, nouvelle vague
nouvelle vague 	 noun 	 new wave 	 new wave, nouvelle vague
estouffade 	 noun 	 English 	 estouffade
livarot 	 noun 	 Livarot 	 Livarot
exanimé 	 adjective 	 lifeless 	 exanimate, lifeless
exanimé 	 adjective 	 exanimate 	 exanimate, lifeless
microvoltage 	 noun 	 English 	 microvoltage
matriarcat 	 noun 	 matriarchy 	 matriarchy
matriarcat 	 noun 	 matriarchate 	 matriarchate
djô 	 verb 	 encounter 	 to meet, to encounter
djô 	 verb 	 meet 	 to meet, to encounter
djô 	 verb 	 rendez-vous 	 donner rendez-vous
djô 	 verb 	 donner 	 donner rendez-vous
brise-bise 	 noun 	 English 	 brise-bise
mérétrice 	 noun 	 prostitute 	 prostitute
biterrois 	 noun 	 Béziers 	 An inhabitant of Béziers
créatine 	 noun 	 creatine 	 creatine
crassulescent 	 adjective 	 succulent 	 succulent
sus-cité 	 adjective 	 above-quoted 	 above-quoted
lattaquiote 	 adjective 	 Latakian 	 Latakian
lattaquiote 	 noun 	 Latakian 	 Latakian
beyrouthin 	 adjective 	 Beiruti 	 Beiruti
beyrouthin 	 noun 	 Beiruti 	 Beiruti
cairote 	 noun 	 Cairene 	 Cairene
camptothécine 	 noun 	 camptothecin 	 camptothecin
champenois 	 noun 	 Champagne 	 A male person from Champagne
turbané 	 adjective 	 turbanned 	 turbanned
nérite 	 noun 	 nerite 	 nerite
ânkh 	 noun 	 ankh 	 ankh
petit-russien 	 adjective 	 Little Russian 	 Little Russian
petit-russien 	 noun 	 Little Russian 	 Little Russian
russien 	 adjective 	 Russian 	 Russian
blanc-russien 	 adjective 	 White Russian 	 White Russian
grand-russien 	 adjective 	 Great Russian 	 Great Russian
blanc-russien 	 noun 	 White Russian 	 White Russian
grand-russien 	 noun 	 Great Russian 	 Great Russian
sang bleu 	 noun 	 blue blood 	 blue blood
polovtsien 	 noun 	 Polovtsian 	 Polovtsian
polovtsien 	 adjective 	 Polovtsian 	 Polovtsian
tyrolien 	 noun 	 Tyrolean 	 Tyrolean
érythréen 	 noun 	 Eritrean 	 Eritrean
ruthène 	 noun 	 Ruthenian 	 Ruthenian
antiochien 	 noun 	 Antiochian 	 Antiochian
hass 	 noun 	 socio-economic 	 embarrassment, an unpleasant socio-economic situation
hass 	 noun 	 unpleasant 	 embarrassment, an unpleasant socio-economic situation
hass 	 noun 	 embarrassment 	 embarrassment, an unpleasant socio-economic situation
tripolitaine 	 noun 	 Tripolitan 	 Tripolitan
réplétion 	 noun 	 repletion 	 repletion
oct. 	 noun 	 Oct 	 t=October|dot=: Oct
primogéniture 	 noun 	 primogeniture 	 primogeniture
déva 	 noun 	 deva 	 deva
lahorite 	 adjective 	 Lahorite 	 Lahorite
ispahanais 	 adjective 	 Isfahani 	 Isfahani
ispahanais 	 noun 	 Isfahani 	 Isfahani
téhéranais 	 adjective 	 Tehrani 	 Tehrani
téhéranais 	 noun 	 Tehrani 	 Tehrani
épirote 	 adjective 	 Epirotic 	 Epirotic
théophanie 	 noun 	 Theophany 	 Theophany
théophanie 	 noun 	 theophany 	 theophany
séleucide 	 adjective 	 Seleucid 	 Seleucid
poulain 	 noun 	 Crusade 	 The issue of marriages between Franks and Syrian natives at the time of the Crusades
poulain 	 noun 	 Frank 	 The issue of marriages between Franks and Syrian natives at the time of the Crusades
poulain 	 noun 	 Syrian 	 The issue of marriages between Franks and Syrian natives at the time of the Crusades
epi 	 noun 	 PPE 	 |PPE
mettre la main sur 	 verb 	 lay hands on 	 to lay hands on
bakinois 	 adjective 	 Bakuvian 	 Bakuvian
bakinois 	 noun 	 Bakuvian 	 Bakuvian
levantin 	 noun 	 Levantine 	 Levantine
alépin 	 noun 	 Aleppine 	 Aleppine
damascène 	 noun 	 Damascene 	 Damascene
bérytien 	 adjective 	 Berytian 	 Berytian
bérytien 	 noun 	 Berytian 	 Berytian
orontien 	 adjective 	 Orontian 	 Orontian
be-bop 	 adjective 	 bebop 	 Influenced by bebop
be-bop 	 noun 	 bebop 	 bebop
chicagolais 	 adjective 	 Chicagoan 	 Chicagoese, Chicagoan
chicagolais 	 adjective 	 Chicagoese 	 Chicagoese, Chicagoan
chicagolais 	 noun 	 Chicagoan 	 a Chicagoan
seille 	 noun 	 pail 	 pail, bucket
seille 	 noun 	 bucket 	 pail, bucket
réfragable 	 adjective 	 refragable 	 refragable
titianesque 	 adjective 	 Titianesque 	 Titianesque
péruginesque 	 adjective 	 Peruginesque 	 Peruginesque
champ' 	 noun 	 champagne 	 champagne, champers
champ' 	 noun 	 champers 	 champagne, champers
pagnolesque 	 adjective 	 Pagnolesque 	 Pagnolesque
éyalet 	 noun 	 eyalet 	 eyalet
kebbé 	 noun 	 kibbeh 	 kibbeh
draille 	 noun 	 cable 	 A cable along which a ferry is pulled
draille 	 noun 	 ferry 	 A cable along which a ferry is pulled
rétroprojection 	 noun 	 back projection 	 back projection
gaspard 	 noun 	 rat 	 rat
hommet 	 noun 	 casemate 	 casemate, bunker
hommet 	 noun 	 bunker 	 casemate, bunker
innu 	 noun 	 Inuit 	 Montagnais, Inuit
innu 	 noun 	 Montagnais 	 Montagnais, Inuit
pneumaturie 	 noun 	 pneumaturia 	 pneumaturia
sautereau 	 noun 	 grasshopper 	 grasshopper
lapidable 	 adjective 	 accursed 	 accursed
lapidable 	 adjective 	 embûche 	 Je cherche réfuge contre les embûches de Satan le lapidable
saucière 	 noun 	 sauceboat 	 gravy boat, sauceboat
saucière 	 noun 	 gravy boat 	 gravy boat, sauceboat
pain aux raisins 	 noun 	 raisin bread 	 pain aux raisins, raisin bread
albanien 	 adjective 	 Caucasian Albanian 	 Caucasian Albanian
pari mutuel 	 noun 	 pari-mutuel 	 pari-mutuel
styrienne 	 noun 	 Styrian 	 |Styrian
amhara 	 noun 	 English 	 Amhara
charrer 	 verb 	 speak 	 To speak, talk
charrer 	 verb 	 talk 	 To speak, talk
cœlé-syrien 	 adjective 	 Coele-Syrian 	 Coele-Syrian
commagénien 	 adjective 	 Commagenian 	 Commagenian
osroénien 	 adjective 	 Osroenian 	 Osroenian
adiabénien 	 adjective 	 Adiabenian 	 Adiabenian
sophénien 	 adjective 	 Sophenian 	 Sophenian
gobe-mouche 	 noun 	 flycatcher 	 flycatcher
gobe-mouche 	 noun 	 naive 	 A naive, gullible person
gobe-mouche 	 noun 	 gullible 	 A naive, gullible person
a latere 	 adjective 	 pope 	 a cardinal-legate sent by the pope to represent him personally in a temporary and important mission
andrinopolitain 	 adjective 	 Adrianopolitan 	 Adrianopolitan
apaméen 	 noun 	 Apamean 	 Apamean
apaméen 	 adjective 	 Apamean 	 Apamean
ituréen 	 adjective 	 Iturean 	 Iturean
maskné 	 noun 	 maskne 	 maskne
sciène 	 noun 	 Sciaenidae 	 croaker, drumfish, fish in the family Sciaenidae
sciène 	 noun 	 croaker 	 croaker, drumfish, fish in the family Sciaenidae
sciène 	 noun 	 drumfish 	 croaker, drumfish, fish in the family Sciaenidae
cricetide 	 noun 	 cricetid 	 cricetid
petit-noir 	 noun 	 ostrich 	 black feather obtained from a male ostrich
petit-noir 	 noun 	 feather 	 black feather obtained from a male ostrich
petit-noir 	 noun 	 black 	 black feather obtained from a male ostrich
petit-noir 	 noun 	 male 	 black feather obtained from a male ostrich
déserticole 	 adjective 	 English 	 deserticolous
mélasma 	 noun 	 melasma 	 melasma
déso 	 interjection 	 sorry 	 soz; sorry
déso 	 interjection 	 soz 	 soz; sorry
dosseret 	 noun 	 w:Presses Universitaires de Rennes 	 * title=L’Abbatiale de la Trinité de Vendôme |first=Isabelle |last=Isnard |year=2007 |publisher=Presses Universitaires de Rennes |isbn=2753503702 |page=93 |text=11. Colonne d’un diamètre de 65 cm engagée dans un dosseret saillant de 23 cm sur le nu intérieur du mur.&amp;nbsp;/ 12. Supports formés d’un dosseret saillant d’environ 20 cm sur le nu intérieur du mur et d’une colonne engagée appareillée d’un diamètre de 43 cm
nord-chypriote 	 adjective 	 Northern Cypriot 	 Northern Cypriot
hasté 	 adjective 	 hastate 	 hastate
shanghaïen 	 adjective 	 Shanghainese 	 Shanghainese
shanghaïen 	 noun 	 Shanghainese 	 Shanghainese dialect of Wu
shanghaïen 	 noun 	 Shanghainese 	 Shanghainese inhabitant
cantonais 	 noun 	 Cantonese 	 Cantonese person
croisette 	 noun 	 crosswort 	 crosswort
réticulocyte 	 noun 	 reticulocyte 	 reticulocyte
cardon de mer 	 noun 	 seaside eryngo 	 seaside eryngo
caféteria 	 noun 	 w:L'Architecture d'Aujourd'hui 	 * journal=L’Architecture d’Aujourd’hui |year=1966 |page=5 |column=2 |text=On ne voit pas pourquoi il n’y aurait pas des libraires, des disquaires, des caféterias, etc., à l’intérieur des ensembles universitaires
caféterie 	 noun 	 w:Imprimerie nationale 	 * title=État détaillé des liquidations opérées à l’époque du I.er janvier 1829 |year=1829 |location=Paris |publisher=Imprimerie royale |page=93 |text=La même décision a liquidé, au nom de ladite dame, une caféterie située paroisse du Borgne
cafétérie 	 noun 	 w:French National Centre for Scientific Research 	 * title=Les langues romanes: problèmes de la phrase simple |year=2003 |publisher=CNRS Éditions |isbn=2271061490 |page=258 |text=c. E *María adora el café en la cafetería.&amp;nbsp;/ R *Maria adoră cafeaua în cofetărie.&amp;nbsp;/ ‘Marie adore le café dans la cafétérie’
vidéodescription 	 noun 	 video description 	 audio description, video description; narration for the visually impaired for video
vidéodescription 	 noun 	 audio description 	 audio description, video description; narration for the visually impaired for video
vidéodescription 	 noun 	 described audio 	 described video, described audio; a narration service for the visually impaired for video
vidéodescription 	 noun 	 described video 	 described video, described audio; a narration service for the visually impaired for video
librovore 	 noun 	 bookworm 	 bookworm
bibliovore 	 noun 	 bookworm 	 bookworm
librophile 	 noun 	 bookworm 	 bookworm
panphobie 	 noun 	 panphobia 	 panphobia
transitude 	 noun 	 transness 	 transness
trogocytose 	 noun 	 trogocytosis 	 trogocytosis
cormier 	 noun 	 service tree 	 service tree (ver=201124, syn. Sorbus domestica
cormier 	 noun 	 Sorbus domestica 	 service tree (ver=201124, syn. Sorbus domestica
wuhanais 	 adjective 	 Wuhanese 	 Wuhanese
ningbonais 	 adjective 	 Ningbonese 	 Ningbonese
hauteur de vanité 	 noun 	 vanity height 	 vanity height
monisme 	 noun 	 monism 	 monism
fromagophile 	 noun 	 English 	 fromagophile
contagiosité 	 noun 	 infectiousness 	 infectiousness
contagiosité 	 noun 	 contagiousness 	 contagiousness
euphémiser 	 verb 	 euphemize 	 To euphemize
ciotaden 	 noun 	 La Ciotat 	 A native or inhabitant of La Ciotat in France
ciotaden 	 noun 	 France 	 A native or inhabitant of La Ciotat in France
mazandarani 	 noun 	 Mazanderani 	 Mazanderani
gréco-latin 	 adjective 	 Greco-Latin 	 Greco-Latin
bidou 	 noun 	 tum-tum 	 tummy, tum-tum
bidou 	 noun 	 tummy 	 tummy, tum-tum
sichuanais 	 adjective 	 Sichuanese 	 Sichuanese
sichuanais 	 noun 	 Sichuanese 	 Sichuanese
démarketing 	 noun 	 demarketing 	 demarketing
équinoxial 	 adjective 	 equinoctial 	 equinoctial
postcommuniste 	 adjective 	 postcommunist 	 postcommunist
post-communiste 	 adjective 	 postcommunist 	 postcommunist
