विश्व 	 adjective 	 every 	 all, every, every one; whole, entire, universal
उपम 	 adjective 	 highest 	 uppermost, highest
उपम 	 adjective 	 eminent 	 most excellent, eminent, best
उपम 	 adjective 	 excellent 	 most excellent, eminent, best
उपम 	 adjective 	 best 	 most excellent, eminent, best
उपम 	 adjective 	 next 	 nearest, next, first
उपम 	 adjective 	 first 	 nearest, next, first
उपम 	 adjective 	 nearest 	 nearest, next, first
उपम 	 adjective 	 equal 	 equal, similar, resembling, like
उपम 	 adjective 	 resembling 	 equal, similar, resembling, like
उपम 	 adjective 	 like 	 equal, similar, resembling, like
उपम 	 adjective 	 similar 	 equal, similar, resembling, like
पादशोथ 	 noun 	 gout 	 gout
अकथित 	 adjective 	 unsaid 	 untold, unspoken, unsaid, unmentioned, undiscussed
अकथित 	 adjective 	 unmentioned 	 untold, unspoken, unsaid, unmentioned, undiscussed
अकथित 	 adjective 	 undiscussed 	 untold, unspoken, unsaid, unmentioned, undiscussed
अकथित 	 adjective 	 untold 	 untold, unspoken, unsaid, unmentioned, undiscussed
अकथित 	 adjective 	 unspoken 	 untold, unspoken, unsaid, unmentioned, undiscussed
स्पृष्ट 	 adjective 	 felt 	 touched, felt with the hand
स्पृष्ट 	 adjective 	 touched 	 touched, felt with the hand
स्पृष्ट 	 adjective 	 hand 	 touched, felt with the hand
स्पृष्ट 	 adjective 	 afflicted 	 affected or afflicted or possessed by
स्पृष्ट 	 adjective 	 possessed 	 affected or afflicted or possessed by
स्पृष्ट 	 adjective 	 affected 	 affected or afflicted or possessed by
स्पृष्ट 	 adjective 	 defiled 	 defiled, tainted
स्पृष्ट 	 adjective 	 tainted 	 defiled, tainted
स्पृष्ट 	 adjective 	 contact 	 formed by complete contact of the organs of utterance
स्पृष्ट 	 adjective 	 organ 	 formed by complete contact of the organs of utterance
स्पृष्ट 	 adjective 	 formed 	 formed by complete contact of the organs of utterance
स्पृष्ट 	 adjective 	 utterance 	 formed by complete contact of the organs of utterance
स्पृष्ट 	 adjective 	 complete 	 formed by complete contact of the organs of utterance
स्पृष्ट 	 noun 	 consonant 	 the plosive and nasal consonants of Devanagari script, from ka to ma
स्पृष्ट 	 noun 	 म 	 the plosive and nasal consonants of Devanagari script, from ka to ma
स्पृष्ट 	 noun 	 क 	 the plosive and nasal consonants of Devanagari script, from ka to ma
स्पृष्ट 	 noun 	 nasal 	 the plosive and nasal consonants of Devanagari script, from ka to ma
स्पृष्ट 	 noun 	 Devanagari 	 the plosive and nasal consonants of Devanagari script, from ka to ma
स्पृष्ट 	 noun 	 plosive 	 the plosive and nasal consonants of Devanagari script, from ka to ma
स्पृष्ट 	 noun 	 script 	 the plosive and nasal consonants of Devanagari script, from ka to ma
श्वसित 	 adjective 	 breathed 	 breathed, sighed
श्वसित 	 adjective 	 sighed 	 breathed, sighed
श्वसित 	 adjective 	 breath 	 possessed of breath or life, vivified, revived
श्वसित 	 adjective 	 possessed 	 possessed of breath or life, vivified, revived
श्वसित 	 adjective 	 vivified 	 possessed of breath or life, vivified, revived
श्वसित 	 adjective 	 life 	 possessed of breath or life, vivified, revived
श्वसित 	 adjective 	 revived 	 possessed of breath or life, vivified, revived
श्वसित 	 noun 	 sigh 	 breathing, breath, respiration, sighing, a sigh
श्वसित 	 noun 	 breath 	 breathing, breath, respiration, sighing, a sigh
श्वसित 	 noun 	 sighing 	 breathing, breath, respiration, sighing, a sigh
श्वसित 	 noun 	 respiration 	 breathing, breath, respiration, sighing, a sigh
श्वसित 	 noun 	 breathing 	 breathing, breath, respiration, sighing, a sigh
कुलत्थ 	 noun 	 horse gram 	 Kulthi, the horse gram
कुलत्थ 	 noun 	 kulthi 	 Kulthi, the horse gram
कुलत्थ 	 noun 	 cowpea 	 cowpea
कुलत्थिका 	 noun 	 horse gram 	 Kulthi, the horse gram
कुलत्थिका 	 noun 	 kulthi 	 Kulthi, the horse gram
कुलत्थिका 	 noun 	 collyrium 	 a blue stone used as a collyrium
कुलत्थिका 	 noun 	 blue 	 a blue stone used as a collyrium
कुलत्थिका 	 noun 	 stone 	 a blue stone used as a collyrium
कालिय 	 adjective 	 time 	 relating to time
कालिय 	 adjective 	 relating 	 relating to time
स्फोट 	 noun 	 explosion 	 bursting, explosion
स्फोट 	 noun 	 bursting 	 bursting, explosion
स्फोट 	 noun 	 swelling 	 a swelling, tumour, boil
स्फोट 	 noun 	 boil 	 a swelling, tumour, boil
स्फोट 	 noun 	 tumour 	 a swelling, tumour, boil
स्फोट 	 noun 	 crackling 	 crackling, crash, roar
स्फोट 	 noun 	 crash 	 crackling, crash, roar
स्फोट 	 noun 	 roar 	 crackling, crash, roar
स्फोट 	 noun 	 conceived 	 sound conceived as eternal, indivisible, and creative
स्फोट 	 noun 	 indivisible 	 sound conceived as eternal, indivisible, and creative
स्फोट 	 noun 	 eternal 	 sound conceived as eternal, indivisible, and creative
स्फोट 	 noun 	 sound 	 sound conceived as eternal, indivisible, and creative
स्फोट 	 noun 	 creative 	 sound conceived as eternal, indivisible, and creative
नमन 	 adjective 	 bent 	 bowed, bent, humble
नमन 	 adjective 	 humble 	 bowed, bent, humble
नमन 	 adjective 	 bowed 	 bowed, bent, humble
नमन 	 noun 	 sinking 	 bowing down, sinking
नमन 	 noun 	 down 	 bowing down, sinking
नमन 	 noun 	 bowing 	 bowing down, sinking
नमन 	 noun 	 bow 	 bow, greeting, salutation, obeisance, humility
नमन 	 noun 	 humility 	 bow, greeting, salutation, obeisance, humility
नमन 	 noun 	 obeisance 	 bow, greeting, salutation, obeisance, humility
नमन 	 noun 	 greeting 	 bow, greeting, salutation, obeisance, humility
नमन 	 noun 	 salutation 	 bow, greeting, salutation, obeisance, humility
नमन 	 noun 	 bending 	 bending of a bow
बुक्कन 	 noun 	 animal 	 the barking of a dog or any noise made by animals
बुक्कन 	 noun 	 dog 	 the barking of a dog or any noise made by animals
बुक्कन 	 noun 	 barking 	 the barking of a dog or any noise made by animals
बुक्कन 	 noun 	 noise 	 the barking of a dog or any noise made by animals
लयन 	 noun 	 adhering 	 the act of clinging, adhering, lying
लयन 	 noun 	 lying 	 the act of clinging, adhering, lying
लयन 	 noun 	 act 	 the act of clinging, adhering, lying
लयन 	 noun 	 clinging 	 the act of clinging, adhering, lying
लयन 	 noun 	 resting 	 resting, repose
लयन 	 noun 	 repose 	 resting, repose
लयन 	 noun 	 rest 	 a place of rest, resthouse
लयन 	 noun 	 resthouse 	 a place of rest, resthouse
लयन 	 noun 	 place 	 a place of rest, resthouse
खनक 	 noun 	 dig 	 one who digs, digger, excavator
खनक 	 noun 	 digger 	 one who digs, digger, excavator
खनक 	 noun 	 excavator 	 one who digs, digger, excavator
खनक 	 noun 	 miner 	 a miner
खनक 	 noun 	 breaker 	 a house-breaker, thief
खनक 	 noun 	 house 	 a house-breaker, thief
खनक 	 noun 	 thief 	 a house-breaker, thief
खनक 	 noun 	 mouse 	 a mouse, rat
खनक 	 noun 	 rat 	 a mouse, rat
विभजन 	 noun 	 separation 	 separation, distinction
विभजन 	 noun 	 distinction 	 separation, distinction
लुब्ध 	 adjective 	 covetous 	 desirous of, covetous, longing for
लुब्ध 	 adjective 	 desirous 	 desirous of, covetous, longing for
लुब्ध 	 adjective 	 longing 	 desirous of, covetous, longing for
लुब्ध 	 adjective 	 bewildered 	 bewildered, confused
लुब्ध 	 adjective 	 confused 	 bewildered, confused
लुब्ध 	 adjective 	 greedy 	 greedy
लुब्ध 	 noun 	 hunter 	 a hunter
लुब्ध 	 noun 	 man 	 a lustful man, libertine
लुब्ध 	 noun 	 lustful 	 a lustful man, libertine
लुब्ध 	 noun 	 libertine 	 a lustful man, libertine
लुब्ध 	 noun 	 star 	 the star Sirius
लुब्ध 	 noun 	 Sirius 	 the star Sirius
आलम्भ 	 noun 	 seizing 	 taking hold of, seizing, touching
आलम्भ 	 noun 	 touching 	 taking hold of, seizing, touching
आलम्भ 	 noun 	 taking 	 taking hold of, seizing, touching
आलम्भ 	 noun 	 hold 	 taking hold of, seizing, touching
आलम्भ 	 noun 	 out 	 tearing off, rooting out plants
आलम्भ 	 noun 	 rooting 	 tearing off, rooting out plants
आलम्भ 	 noun 	 tearing 	 tearing off, rooting out plants
आलम्भ 	 noun 	 killing 	 killing, sacrificing
आलम्भ 	 noun 	 sacrificing 	 killing, sacrificing
लम्भ 	 noun 	 attainment 	 finding, attainment, gain
लम्भ 	 noun 	 gain 	 finding, attainment, gain
लम्भ 	 noun 	 finding 	 finding, attainment, gain
लम्भ 	 noun 	 meeting 	 meeting with
लम्भ 	 noun 	 recapture 	 recovery, recapture
लम्भ 	 noun 	 recovery 	 recovery, recapture
लम्भ 	 noun 	 capture 	 capture of a fortress
लम्भ 	 noun 	 fortress 	 capture of a fortress
सक्थि 	 noun 	 thigh 	 the thigh, thigh-bone
सक्थि 	 noun 	 shaft 	 the pole or shafts of a cart
सक्थि 	 noun 	 pole 	 the pole or shafts of a cart
साफल्य 	 noun 	 success 	 fruitfulness, profitableness, advantage, success
साफल्य 	 noun 	 fruitfulness 	 fruitfulness, profitableness, advantage, success
साफल्य 	 noun 	 advantage 	 fruitfulness, profitableness, advantage, success
साफल्य 	 noun 	 profitableness 	 fruitfulness, profitableness, advantage, success
संधा 	 noun 	 union 	 union, association
संधा 	 noun 	 association 	 union, association
संधा 	 noun 	 union 	 intimate union, close connection
संधा 	 noun 	 connection 	 intimate union, close connection
संधा 	 noun 	 close 	 intimate union, close connection
संधा 	 noun 	 intimate 	 intimate union, close connection
संधा 	 noun 	 state 	 state, condition
संधा 	 noun 	 condition 	 state, condition
संधा 	 noun 	 stipulation 	 an agreement, stipulation, compact
संधा 	 noun 	 compact 	 an agreement, stipulation, compact
संधा 	 noun 	 agreement 	 an agreement, stipulation, compact
संधा 	 noun 	 promise 	 a promise, vow
संधा 	 noun 	 vow 	 a promise, vow
संधा 	 noun 	 boundary 	 limit, boundary
संधा 	 noun 	 limit 	 limit, boundary
संधा 	 noun 	 beverage 	 mixture, preparation especially of a beverage
संधा 	 noun 	 mixture 	 mixture, preparation especially of a beverage
संधा 	 noun 	 preparation 	 mixture, preparation especially of a beverage
संधा 	 noun 	 steadiness 	 fixity, steadiness
संधा 	 noun 	 fixity 	 fixity, steadiness
संधा 	 noun 	 twilight 	 twilight, evening
संधा 	 noun 	 evening 	 twilight, evening
संधा 	 noun 	 distillation 	 distillation
संधा 	 noun 	 state 	 steady continuance in any state
संधा 	 noun 	 steady 	 steady continuance in any state
संधा 	 noun 	 continuance 	 steady continuance in any state
अप्रति 	 adjective 	 opponent 	 without opponents or foes, irresistible
अप्रति 	 adjective 	 irresistible 	 without opponents or foes, irresistible
अप्रति 	 adjective 	 foe 	 without opponents or foes, irresistible
अप्रति 	 adjective 	 unparalleled 	 unsurpassed, unequalled, unparalleled
अप्रति 	 adjective 	 unsurpassed 	 unsurpassed, unequalled, unparalleled
अप्रति 	 adjective 	 unequalled 	 unsurpassed, unequalled, unparalleled
अप्रति 	 adverb 	 irresistibly 	 irresistibly
हीरक 	 noun 	 diamond 	 a diamond
पादग्रन्थि 	 noun 	 ankle 	 the ankle
अर्धक 	 adjective 	 half 	 forming a half
अर्धक 	 noun 	 part 	 a half part
अर्धक 	 noun 	 half 	 a half part
अर्धक 	 noun 	 long 	 a fault in the utterance of a vowel of the kind of abridgement of a long utterance
